ursus_americanus ENSUAMG00000020848
ursus_maritimus ENSUMAG00000003932
neovison_vison ENSNVIG00000021797
vulpes_vulpes ENSVVUG00000017923
canis_lupus_familiaris ENSCAFG00000031106
myotis_lucifugus ENSMLUG00000000668
panthera_tigris_altaica ENSPTIG00000004797
panthera_pardus ENSPPRG00000016033
felis_catus ENSFCAG00000041604
pteropus_vampyrus ENSPVAG00000014512
ovis_aries ENSOARG00000006556
capra_hircus ENSCHIG00000003583
bos_taurus ENSBTAG00000013051
tursiops_truncatus ENSTTRG00000004772
sus_scrofa ENSSSCG00000035607
erinaceus_europaeus ENSEEUG00000000641
macaca_nemestrina ENSMNEG00000003675
cercocebus_atys ENSCATG00000043922
mandrillus_leucophaeus ENSMLEG00000029687
papio_anubis ENSPANG00000003361
chlorocebus_sabaeus ENSCSAG00000018852
piliocolobus_tephrosceles ENSPTEG00000023558
pongo_abelii ENSPPYG00000007101
homo_sapiens ENSG00000178257
nomascus_leucogenys ENSNLEG00000010159
prolemur_simus ENSPSMG00000004360
urocitellus_parryii ENSUPAG00010004666
spermophilus_dauricus ENSSDAG00000014698
ictidomys_tridecemlineatus ENSSTOG00000024062
marmota_marmota_marmota ENSMMMG00000004957
chinchilla_lanigera ENSCLAG00000011422
heterocephalus_glaber_male ENSHGLG00100007578
cricetulus_griseus_crigri ENSCGRG00000019579
cricetulus_griseus_crigri-picr ENSCGRG00015008791
cricetulus_griseus_chok1gshd ENSCGRG00001001713
mesocricetus_auratus ENSMAUG00000015919
peromyscus_maniculatus_bairdii ENSPEMG00000003455
meriones_unguiculatus ENSMUGG00000024528
mus_spicilegus ENSMSIG00000008424
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020449
mus_musculus ENSMUSG00000050058
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021343
mus_pahari MGP_PahariEiJ_G0016156
rattus_norvegicus ENSRNOG00000002564
microtus_ochrogaster ENSMOCG00000001561
nannospalax_galili ENSNGAG00000018611
jaculus_jaculus ENSJJAG00000011366
castor_canadensis ENSCCNG00000027134
oryctolagus_cuniculus ENSOCUG00000004318
ochotona_princeps ENSOPRG00000014117
echinops_telfairi ENSETEG00000016399
procavia_capensis ENSPCAG00000016764
