mastacembelus_armatus ENSMAMG00000010594
anabas_testudineus ENSATEG00000012179
seriola_lalandi_dorsalis ENSSLDG00000021918
seriola_dumerili ENSSDUG00000021524
scophthalmus_maximus ENSSMAG00000014784
mola_mola ENSMMOG00000012221
takifugu_rubripes ENSTRUG00000023718
labrus_bergylta ENSLBEG00000025913
periophthalmus_magnuspinnatus ENSPMGG00000009640
maylandia_zebra ENSMZEG00005016217
haplochromis_burtoni ENSHBUG00000000553
astatotilapia_calliptera ENSACLG00000018275
pundamilia_nyererei ENSPNYG00000018409
neolamprologus_brichardi ENSNBRG00000006499
gambusia_affinis ENSGAFG00000011845
xiphophorus_maculatus ENSXMAG00000024262
poecilia_mexicana ENSPMEG00000000299
poecilia_latipinna ENSPLAG00000022509
poecilia_formosa ENSPFOG00000022075
cyprinodon_variegatus ENSCVAG00000017421
kryptolebias_marmoratus ENSKMAG00000008933
oryzias_latipes ENSORLG00020002429
oryzias_latipes_asm223469v1 ENSORLG00015004139
oryzias_latipes ENSORLG00000007185
oryzias_melastigma ENSOMEG00000014469
amphiprion_ocellaris ENSAOCG00000024173
amphiprion_percula ENSAPEG00000011889
acanthochromis_polyacanthus ENSAPOG00000020698
stegastes_partitus ENSSPAG00000020060
stegastes_partitus ENSSPAG00000003156
esox_lucius ENSELUG00000000487
scleropages_formosus ENSSFOG00015007721
paramormyrops_kingsleyae ENSPKIG00000025217
