capra_hircus ENSCHIG00000022757
sus_scrofa ENSSSCG00000040496
vulpes_vulpes ENSVVUG00000009786
neovison_vison ENSNVIG00000014162
pan_paniscus ENSPPAG00000004221
pan_troglodytes ENSPTRG00000050263
nomascus_leucogenys ENSNLEG00000035608
piliocolobus_tephrosceles ENSPTEG00000005411
colobus_angolensis_palliatus ENSCANG00000000695
rhinopithecus_roxellana ENSRROG00000020097
macaca_mulatta ENSMMUG00000044153
macaca_fascicularis ENSMFAG00000030283
macaca_nemestrina ENSMNEG00000037947
cercocebus_atys ENSCATG00000020670
mandrillus_leucophaeus ENSMLEG00000000878
papio_anubis ENSPANG00000030749
cebus_capucinus ENSCCAG00000003717
microcebus_murinus ENSMICG00000047051
