amphiprion_percula ENSAPEG00000022088
amphiprion_ocellaris ENSAOCG00000008675
acanthochromis_polyacanthus ENSAPOG00000003738
stegastes_partitus ENSSPAG00000009022
parambassis_ranga ENSPRNG00000002722
gouania_willdenowi ENSGWIG00000009014
larimichthys_crocea ENSLCRG00005001941
labrus_bergylta ENSLBEG00000010105
mola_mola ENSMMOG00000002878
tetraodon_nigroviridis ENSTNIG00000012886
seriola_dumerili ENSSDUG00000005252
seriola_lalandi ENSSLDG00000004165
lates_calcarifer ENSLCAG00010005763
mastacembelus_armatus ENSMAMG00000006667
cottoperca_gobio ENSCGOG00000005439
amphilophus_citrinellus ENSACIG00000002923
hippocampus_comes ENSHCOG00000015036
hucho_hucho ENSHHUG00000019299
hucho_hucho ENSHHUG00000040420
pygocentrus_nattereri ENSPNAG00000009748
clupea_harengus ENSCHAG00000009581
vombatus_ursinus ENSVURG00010019693
vombatus_ursinus ENSVURG00010017628
phascolarctos_cinereus ENSPCIG00000030285
notamacropus_eugenii ENSMEUG00000013892
monodelphis_domestica ENSMODG00000008249
sarcophilus_harrisii ENSSHAG00000014808
ornithorhynchus_anatinus ENSOANG00000001942
chelonoidis_abingdonii ENSCABG00000003674
gopherus_agassizii ENSGAGG00000016035
pelodiscus_sinensis ENSPSIG00000014979
crocodylus_porosus ENSCPRG00005005008
dromaius_novaehollandiae ENSDNVG00000009419
nothoprocta_perdicaria ENSNPEG00000004322
apteryx_haastii ENSAHAG00000012458
apteryx_rowi ENSARWG00000000104
apteryx_owenii ENSAOWG00000000219
meleagris_gallopavo ENSMGAG00000001506
gallus_gallus ENSGALG00000053246
numida_meleagris ENSNMEG00000008152
coturnix_japonica ENSCJPG00005013576
anser_brachyrhynchus ENSABRG00000011599
anas_platyrhynchos ENSAPLG00000005423
manacus_vitellinus ENSMVIG00005003521
lepidothrix_coronata ENSLCOG00000002232
taeniopygia_guttata ENSTGUG00000008734
lonchura_striata ENSLSDG00000004427
serinus_canaria ENSSCAG00000010190
ficedula_albicollis ENSFALG00000013971
zonotrichia_albicollis ENSZALG00000002954
junco_hyemalis ENSJHYG00000006112
parus_major ENSPMJG00000017237
cyanistes_caeruleus ENSCCEG00000022401
calidris_pugnax ENSCPUG00000015653
calidris_pygmaea ENSCPGG00000017436
melopsittacus_undulatus ENSMUNG00000006604
sphenodon_punctatus ENSSPUG00000000126
