lonchura_striata_domestica ENSLSDG00000016312
taeniopygia_guttata ENSTGUG00000016752
ficedula_albicollis ENSFALG00000003275
cyanistes_caeruleus ENSCCEG00000009439
parus_major ENSPMJG00000009896
lepidothrix_coronata ENSLCOG00000006152
serinus_canaria ENSSCAG00000014506
calidris_pygmaea ENSCPGG00000010906
manacus_vitellinus ENSMVIG00005010227
zonotrichia_albicollis ENSZALG00000003046
calidris_pugnax ENSCPUG00000018071
anser_brachyrhynchus ENSABRG00000006524
anas_platyrhynchos_platyrhynchos ENSAPLG00000020851
numida_meleagris ENSNMEG00000005966
coturnix_japonica ENSCJPG00005013993
melopsittacus_undulatus ENSMUNG00000009399
apteryx_owenii ENSAOWG00000018728
apteryx_haastii ENSAHAG00000000589
apteryx_rowi ENSARWG00000012366
dromaius_novaehollandiae ENSDNVG00000014141
nothoprocta_perdicaria ENSNPEG00000004096
crocodylus_porosus ENSCPRG00005007929
gopherus_agassizii ENSGAGG00000010726
chelonoidis_abingdonii ENSCABG00000017754
chrysemys_picta_bellii ENSCPBG00000026280
pogona_vitticeps ENSPVIG00000019801
notechis_scutatus ENSNSUG00000006905
salvator_merianae ENSSMRG00000007674
meleagris_gallopavo ENSMGAG00000008709
xenopus_tropicalis ENSXETG00000019915
paramormyrops_kingsleyae ENSPKIG00000010176
scleropages_formosus ENSSFOG00015024151
pygocentrus_nattereri ENSPNAG00000012619
astyanax_mexicanus ENSAMXG00000018712
ictalurus_punctatus ENSIPUG00000006413
danio_rerio ENSDARG00000088805
lepisosteus_oculatus ENSLOCG00000008175
paramormyrops_kingsleyae ENSPKIG00000014056
labrus_bergylta ENSLBEG00000011547
