junco_hyemalis ENSJHYG00000013018
zonotrichia_albicollis ENSZALG00000008401
serinus_canaria ENSSCAG00000004443
taeniopygia_guttata ENSTGUG00000008647
lonchura_striata ENSLSDG00000008571
ficedula_albicollis ENSFALG00000000101
parus_major ENSPMJG00000002728
cyanistes_caeruleus ENSCCEG00000019234
manacus_vitellinus ENSMVIG00005001032
lepidothrix_coronata ENSLCOG00000014299
calidris_pygmaea ENSCPGG00000000867
calidris_pugnax ENSCPUG00000013240
melopsittacus_undulatus ENSMUNG00000014815
anser_brachyrhynchus ENSABRG00000002167
anas_platyrhynchos ENSAPLG00000012344
gallus_gallus ENSGALG00000003907
meleagris_gallopavo ENSMGAG00000005064
coturnix_japonica ENSCJPG00005014367
numida_meleagris ENSNMEG00000018373
apteryx_rowi ENSARWG00000014103
apteryx_owenii ENSAOWG00000001628
apteryx_haastii ENSAHAG00000003817
dromaius_novaehollandiae ENSDNVG00000016995
nothoprocta_perdicaria ENSNPEG00000004662
crocodylus_porosus ENSCPRG00005003890
gopherus_agassizii ENSGAGG00000011327
chelonoidis_abingdonii ENSCABG00000015262
chrysemys_picta ENSCPBG00000016004
pelodiscus_sinensis ENSPSIG00000011341
anolis_carolinensis ENSACAG00000006034
pogona_vitticeps ENSPVIG00000008285
notechis_scutatus ENSNSUG00000010675
salvator_merianae ENSSMRG00000005116
sphenodon_punctatus ENSSPUG00000003001
phascolarctos_cinereus ENSPCIG00000021093
notamacropus_eugenii ENSMEUG00000006533
sarcophilus_harrisii ENSSHAG00000016460
monodelphis_domestica ENSMODG00000012970
dipodomys_ordii ENSDORG00000002154
castor_canadensis ENSCCNG00000026756
mus_musculus ENSMUSG00000031652
mus_spretus MGP_SPRETEiJ_G0032467
mus_spicilegus ENSMSIG00000014641
mus_caroli MGP_CAROLIEiJ_G0031349
mus_pahari MGP_PahariEiJ_G0022950
rattus_norvegicus ENSRNOG00000015121
meriones_unguiculatus ENSMUGG00000004942
cricetulus_griseus ENSCGRG00015027040
cricetulus_griseus ENSCGRG00000001035
cricetulus_griseus ENSCGRG00001014095
mesocricetus_auratus ENSMAUG00000019066
peromyscus_maniculatus ENSPEMG00000016429
microtus_ochrogaster ENSMOCG00000016652
nannospalax_galili ENSNGAG00000013195
jaculus_jaculus ENSJJAG00000017340
chinchilla_lanigera ENSCLAG00000006600
octodon_degus ENSODEG00000009642
cavia_aperea ENSCAPG00000008630
cavia_porcellus ENSCPOG00000022635
heterocephalus_glaber ENSHGLG00000019576
heterocephalus_glaber ENSHGLG00100011563
fukomys_damarensis ENSFDAG00000005284
ictidomys_tridecemlineatus ENSSTOG00000006205
spermophilus_dauricus ENSSDAG00000021258
urocitellus_parryii ENSUPAG00010005221
marmota_marmota ENSMMMG00000014453
oryctolagus_cuniculus ENSOCUG00000012740
tupaia_belangeri ENSTBEG00000003709
pan_troglodytes ENSPTRG00000008096
pan_paniscus ENSPPAG00000034858
homo_sapiens ENSG00000102921
gorilla_gorilla ENSGGOG00000015565
pongo_abelii ENSPPYG00000007330
nomascus_leucogenys ENSNLEG00000000653
chlorocebus_sabaeus ENSCSAG00000005417
mandrillus_leucophaeus ENSMLEG00000030992
macaca_fascicularis ENSMFAG00000025909
macaca_mulatta ENSMMUG00000018978
macaca_nemestrina ENSMNEG00000035504
papio_anubis ENSPANG00000007118
theropithecus_gelada ENSTGEG00000019702
cercocebus_atys ENSCATG00000036429
rhinopithecus_bieti ENSRBIG00000035001
rhinopithecus_roxellana ENSRROG00000037371
piliocolobus_tephrosceles ENSPTEG00000017560
colobus_angolensis ENSCANG00000026516
cebus_capucinus ENSCCAG00000013512
saimiri_boliviensis ENSSBOG00000019911
callithrix_jacchus ENSCJAG00000012640
aotus_nancymaae ENSANAG00000023220
carlito_syrichta ENSTSYG00000025531
microcebus_murinus ENSMICG00000035077
prolemur_simus ENSPSMG00000020997
propithecus_coquereli ENSPCOG00000026157
otolemur_garnettii ENSOGAG00000012341
canis_lupus ENSCAFG00020000467
canis_lupus ENSCAFG00000010010
vulpes_vulpes ENSVVUG00000018051
mustela_putorius ENSMPUG00000003034
neovison_vison ENSNVIG00000018575
ursus_maritimus ENSUMAG00000006688
ursus_americanus ENSUAMG00000027463
ailuropoda_melanoleuca ENSAMEG00000010288
panthera_pardus ENSPPRG00000014683
panthera_tigris ENSPTIG00000013078
felis_catus ENSFCAG00000025750
equus_asinus ENSEASG00005014535
equus_caballus ENSECAG00000024238
vicugna_pacos ENSVPAG00000000597
sus_scrofa ENSSSCG00000002841
capra_hircus ENSCHIG00000019641
ovis_aries ENSOARG00000016957
bos_taurus ENSBTAG00000019938
bos_mutus ENSBMUG00000016350
bison_bison ENSBBBG00000004311
tursiops_truncatus ENSTTRG00000016111
sorex_araneus ENSSARG00000009865
equus_caballus ENSECAG00000037328
erinaceus_europaeus ENSEEUG00000008071
pteropus_vampyrus ENSPVAG00000003838
myotis_lucifugus ENSMLUG00000010359
choloepus_hoffmanni ENSCHOG00000010107
dasypus_novemcinctus ENSDNOG00000043012
procavia_capensis ENSPCAG00000003813
meriones_unguiculatus ENSMUGG00000002191
loxodonta_africana ENSLAFG00000017688
echinops_telfairi ENSETEG00000013845
ornithorhynchus_anatinus ENSOANG00000000582
xenopus_tropicalis ENSXETG00000025007
latimeria_chalumnae ENSLACG00000014946
eptatretus_burgeri ENSEBUG00000003301
eptatretus_burgeri ENSEBUG00000000665
scophthalmus_maximus ENSSMAG00000014235
cynoglossus_semilaevis ENSCSEG00000021560
takifugu_rubripes ENSTRUG00000000224
takifugu_rubripes ENSTRUG00000003167
tetraodon_nigroviridis ENSTNIG00000002366
gasterosteus_aculeatus ENSGACG00000002633
amphiprion_percula ENSAPEG00000022641
amphiprion_ocellaris ENSAOCG00000016073
acanthochromis_polyacanthus ENSAPOG00000019418
stegastes_partitus ENSSPAG00000009205
maylandia_zebra ENSMZEG00005016117
astatotilapia_calliptera ENSACLG00000014886
haplochromis_burtoni ENSHBUG00000004798
pundamilia_nyererei ENSPNYG00000023298
neolamprologus_brichardi ENSNBRG00000019593
oreochromis_niloticus ENSONIG00000007367
amphilophus_citrinellus ENSACIG00000016386
poecilia_formosa ENSPFOG00000003008
poecilia_mexicana ENSPMEG00000015027
poecilia_latipinna ENSPLAG00000000581
xiphophorus_maculatus ENSXMAG00000006141
gambusia_affinis ENSGAFG00000015065
poecilia_reticulata ENSPREG00000018960
xiphophorus_couchianus ENSXCOG00000013559
cyprinodon_variegatus ENSCVAG00000013900
fundulus_heteroclitus ENSFHEG00000010345
kryptolebias_marmoratus ENSKMAG00000019562
