apteryx_owenii ENSAOWG00000010840
apteryx_haastii ENSAHAG00000006964
dromaius_novaehollandiae ENSDNVG00000002000
nothoprocta_perdicaria ENSNPEG00000001658
anas_platyrhynchos_platyrhynchos ENSAPLG00000014899
anser_brachyrhynchus ENSABRG00000008719
meleagris_gallopavo ENSMGAG00000009658
gallus_gallus ENSGALG00000030247
coturnix_japonica ENSCJPG00005015266
numida_meleagris ENSNMEG00000007191
calidris_pygmaea ENSCPGG00000000955
calidris_pugnax ENSCPUG00000011607
melopsittacus_undulatus ENSMUNG00000007708
meleagris_gallopavo ENSMGAG00000001123
apteryx_rowi ENSARWG00000004729
taeniopygia_guttata ENSTGUG00000017426
lonchura_striata_domestica ENSLSDG00000012456
ficedula_albicollis ENSFALG00000001459
crocodylus_porosus ENSCPRG00005007544
pogona_vitticeps ENSPVIG00000020601
anolis_carolinensis ENSACAG00000014745
notechis_scutatus ENSNSUG00000004788
salvator_merianae ENSSMRG00000010101
sphenodon_punctatus ENSSPUG00000000085
gopherus_agassizii ENSGAGG00000005690
chelonoidis_abingdonii ENSCABG00000010490
chrysemys_picta_bellii ENSCPBG00000009027
pelodiscus_sinensis ENSPSIG00000017512
erinaceus_europaeus ENSEEUG00000000309
sorex_araneus ENSSARG00000003339
dipodomys_ordii ENSDORG00000010358
castor_canadensis ENSCCNG00000016606
mus_musculus ENSMUSG00000005628
mus_spicilegus ENSMSIG00000004640
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026271
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025327
mus_pahari MGP_PahariEiJ_G0026771
rattus_norvegicus ENSRNOG00000021088
meriones_unguiculatus ENSMUGG00000004924
cricetulus_griseus_crigri-picr ENSCGRG00015017901
cricetulus_griseus_chok1gshd ENSCGRG00001019854
cricetulus_griseus_crigri ENSCGRG00000013296
mesocricetus_auratus ENSMAUG00000016821
microtus_ochrogaster ENSMOCG00000012934
peromyscus_maniculatus_bairdii ENSPEMG00000014116
nannospalax_galili ENSNGAG00000002605
jaculus_jaculus ENSJJAG00000018274
spermophilus_dauricus ENSSDAG00000022868
ictidomys_tridecemlineatus ENSSTOG00000000592
marmota_marmota_marmota ENSMMMG00000018917
cavia_porcellus ENSCPOG00000037550
cavia_aperea ENSCAPG00000006807
octodon_degus ENSODEG00000014977
chinchilla_lanigera ENSCLAG00000000301
heterocephalus_glaber_male ENSHGLG00100012772
heterocephalus_glaber_female ENSHGLG00000010575
fukomys_damarensis ENSFDAG00000008110
oryctolagus_cuniculus ENSOCUG00000020919
ochotona_princeps ENSOPRG00000014137
pan_troglodytes ENSPTRG00000001280
pan_paniscus ENSPPAG00000031353
homo_sapiens ENSG00000163157
gorilla_gorilla ENSGGOG00000024182
macaca_mulatta ENSMMUG00000007903
macaca_fascicularis ENSMFAG00000034399
macaca_nemestrina ENSMNEG00000041160
mandrillus_leucophaeus ENSMLEG00000044243
cercocebus_atys ENSCATG00000032370
theropithecus_gelada ENSTGEG00000015332
papio_anubis ENSPANG00000000635
chlorocebus_sabaeus ENSCSAG00000001793
rhinopithecus_roxellana ENSRROG00000040162
rhinopithecus_bieti ENSRBIG00000035077
piliocolobus_tephrosceles ENSPTEG00000029478
colobus_angolensis_palliatus ENSCANG00000038178
saimiri_boliviensis_boliviensis ENSSBOG00000030865
callithrix_jacchus ENSCJAG00000007296
cebus_capucinus ENSCCAG00000031316
aotus_nancymaae ENSANAG00000025034
carlito_syrichta ENSTSYG00000029450
propithecus_coquereli ENSPCOG00000019379
prolemur_simus ENSPSMG00000014103
microcebus_murinus ENSMICG00000006822
otolemur_garnettii ENSOGAG00000006400
tupaia_belangeri ENSTBEG00000016525
urocitellus_parryii ENSUPAG00010004052
nomascus_leucogenys ENSNLEG00000010125
myotis_lucifugus ENSMLUG00000015148
pteropus_vampyrus ENSPVAG00000011665
ursus_maritimus ENSUMAG00000002565
ursus_americanus ENSUAMG00000027306
ailuropoda_melanoleuca ENSAMEG00000000834
neovison_vison ENSNVIG00000015581
mustela_putorius_furo ENSMPUG00000004039
canis_lupus_dingo ENSCAFG00020013465
canis_lupus_familiaris ENSCAFG00000012517
vulpes_vulpes ENSVVUG00000012692
panthera_pardus ENSPPRG00000008141
panthera_tigris_altaica ENSPTIG00000013183
felis_catus ENSFCAG00000005561
vicugna_pacos ENSVPAG00000011639
sus_scrofa ENSSSCG00000006631
bos_mutus ENSBMUG00000024204
bos_taurus ENSBTAG00000018071
bison_bison_bison ENSBBBG00000013151
capra_hircus ENSCHIG00000023166
ovis_aries ENSOARG00000020946
tursiops_truncatus ENSTTRG00000007013
equus_asinus_asinus ENSEASG00005002119
equus_caballus ENSECAG00000019026
dasypus_novemcinctus ENSDNOG00000004327
choloepus_hoffmanni ENSCHOG00000009816
loxodonta_africana ENSLAFG00000013414
procavia_capensis ENSPCAG00000003101
echinops_telfairi ENSETEG00000004255
phascolarctos_cinereus ENSPCIG00000021079
notamacropus_eugenii ENSMEUG00000001244
monodelphis_domestica ENSMODG00000018845
sarcophilus_harrisii ENSSHAG00000013797
