hippocampus_comes ENSHCOG00000009932
periophthalmus_magnuspinnatus ENSPMGG00000015515
mola_mola ENSMMOG00000017149
gasterosteus_aculeatus ENSGACG00000013194
seriola_lalandi_dorsalis ENSSLDG00000011925
cynoglossus_semilaevis ENSCSEG00000011928
xiphophorus_maculatus ENSXMAG00000013435
xiphophorus_couchianus ENSXCOG00000004235
poecilia_reticulata ENSPREG00000017462
fundulus_heteroclitus ENSFHEG00000019709
cyprinodon_variegatus ENSCVAG00000022216
kryptolebias_marmoratus ENSKMAG00000015299
astatotilapia_calliptera ENSACLG00000009726
neolamprologus_brichardi ENSNBRG00000004874
amphilophus_citrinellus ENSACIG00000017542
acanthochromis_polyacanthus ENSAPOG00000009350
gadus_morhua ENSGMOG00000004980
astyanax_mexicanus ENSAMXG00000003010
