ursus_americanus ENSUAMG00000008050
ursus_maritimus ENSUMAG00000023311
ailuropoda_melanoleuca ENSAMEG00000018975
neovison_vison ENSNVIG00000010323
mustela_putorius_furo ENSMPUG00000020090
canis_lupus_familiaris ENSCAFG00000010136
canis_lupus_dingo ENSCAFG00020024064
vulpes_vulpes ENSVVUG00000017999
panthera_pardus ENSPPRG00000019014
panthera_tigris_altaica ENSPTIG00000003893
felis_catus ENSFCAG00000025882
equus_caballus ENSECAG00000013555
equus_asinus_asinus ENSEASG00005017862
bos_mutus ENSBMUG00000005755
bos_taurus ENSBTAG00000045998
bison_bison_bison ENSBBBG00000002981
capra_hircus ENSCHIG00000007827
ovis_aries ENSOARG00000017276
sus_scrofa ENSSSCG00000004835
myotis_lucifugus ENSMLUG00000028169
homo_sapiens ENSG00000254585
gorilla_gorilla ENSGGOG00000024364
pan_troglodytes ENSPTRG00000032582
pan_paniscus ENSPPAG00000036442
nomascus_leucogenys ENSNLEG00000018795
rhinopithecus_roxellana ENSRROG00000004027
rhinopithecus_bieti ENSRBIG00000007801
colobus_angolensis_palliatus ENSCANG00000040309
mandrillus_leucophaeus ENSMLEG00000012947
cercocebus_atys ENSCATG00000027098
theropithecus_gelada ENSTGEG00000022181
papio_anubis ENSPANG00000020140
macaca_nemestrina ENSMNEG00000027850
macaca_fascicularis ENSMFAG00000040657
macaca_mulatta ENSMMUG00000023507
chlorocebus_sabaeus ENSCSAG00000018867
cebus_capucinus ENSCCAG00000022432
saimiri_boliviensis_boliviensis ENSSBOG00000024745
carlito_syrichta ENSTSYG00000030527
prolemur_simus ENSPSMG00000014213
otolemur_garnettii ENSOGAG00000025024
chinchilla_lanigera ENSCLAG00000017742
octodon_degus ENSODEG00000014234
cavia_porcellus ENSCPOG00000035142
cavia_aperea ENSCAPG00000016699
heterocephalus_glaber_male ENSHGLG00100020520
heterocephalus_glaber_female ENSHGLG00000020818
fukomys_damarensis ENSFDAG00000019369
mus_musculus ENSMUSG00000056972
mus_spicilegus ENSMSIG00000032136
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030921
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029818
mus_pahari MGP_PahariEiJ_G0013043
rattus_norvegicus ENSRNOG00000010158
meriones_unguiculatus ENSMUGG00000026559
cricetulus_griseus_crigri-picr ENSCGRG00015019342
cricetulus_griseus_chok1gshd ENSCGRG00001013974
cricetulus_griseus_crigri ENSCGRG00000006689
mesocricetus_auratus ENSMAUG00000015002
peromyscus_maniculatus_bairdii ENSPEMG00000025417
microtus_ochrogaster ENSMOCG00000000058
nannospalax_galili ENSNGAG00000008164
castor_canadensis ENSCCNG00000026315
spermophilus_dauricus ENSSDAG00000016853
urocitellus_parryii ENSUPAG00010007016
ictidomys_tridecemlineatus ENSSTOG00000027354
marmota_marmota_marmota ENSMMMG00000019147
oryctolagus_cuniculus ENSOCUG00000024436
loxodonta_africana ENSLAFG00000030286
