manacus_vitellinus ENSMVIG00005006200
cyanistes_caeruleus ENSCCEG00000008198
ficedula_albicollis ENSFALG00000004245
crocodylus_porosus ENSCPRG00005003202
gopherus_agassizii ENSGAGG00000024155
chelonoidis_abingdonii ENSCABG00000016923
chrysemys_picta_bellii ENSCPBG00000011759
salvator_merianae ENSSMRG00000003818
numida_meleagris ENSNMEG00000021134
coturnix_japonica ENSCJPG00005016530
anser_brachyrhynchus ENSABRG00000022838
lonchura_striata_domestica ENSLSDG00000011928
taeniopygia_guttata ENSTGUG00000004120
junco_hyemalis ENSJHYG00000017604
lepidothrix_coronata ENSLCOG00000009633
calidris_pygmaea ENSCPGG00000006045
lonchura_striata_domestica ENSLSDG00000000661
serinus_canaria ENSSCAG00000012464
melopsittacus_undulatus ENSMUNG00000005764
calidris_pugnax ENSCPUG00000016955
apteryx_owenii ENSAOWG00000011692
apteryx_haastii ENSAHAG00000009995
apteryx_rowi ENSARWG00000002703
dromaius_novaehollandiae ENSDNVG00000000272
anas_platyrhynchos_platyrhynchos ENSAPLG00000018122
pelodiscus_sinensis ENSPSIG00000017931
pogona_vitticeps ENSPVIG00000024926
phascolarctos_cinereus ENSPCIG00000026637
notamacropus_eugenii ENSMEUG00000008060
monodelphis_domestica ENSMODG00000025498
ailuropoda_melanoleuca ENSAMEG00000001824
ursus_americanus ENSUAMG00000004924
canis_lupus_dingo ENSCAFG00020024969
canis_lupus_familiaris ENSCAFG00000019202
vulpes_vulpes ENSVVUG00000016459
neovison_vison ENSNVIG00000002986
mustela_putorius_furo ENSMPUG00000014980
panthera_pardus ENSPPRG00000022000
felis_catus ENSFCAG00000012404
pteropus_vampyrus ENSPVAG00000011546
myotis_lucifugus ENSMLUG00000004250
sus_scrofa ENSSSCG00000023603
sus_scrofa ENSSSCG00000038740
vicugna_pacos ENSVPAG00000000275
vicugna_pacos ENSVPAG00000006174
bison_bison_bison ENSBBBG00000021360
bos_mutus ENSBMUG00000010708
capra_hircus ENSCHIG00000006302
equus_caballus ENSECAG00000033014
equus_asinus_asinus ENSEASG00005000828
rattus_norvegicus ENSRNOG00000046295
rattus_norvegicus ENSRNOG00000027368
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021305
mus_musculus ENSMUSG00000039568
mus_spicilegus ENSMSIG00000027128
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020411
mus_pahari MGP_PahariEiJ_G0016119
meriones_unguiculatus ENSMUGG00000016821
peromyscus_maniculatus_bairdii ENSPEMG00000031024
microtus_ochrogaster ENSMOCG00000022428
cricetulus_griseus_chok1gshd ENSCGRG00001015413
cricetulus_griseus_crigri-picr ENSCGRG00015013158
cricetulus_griseus_crigri ENSCGRG00000017354
mesocricetus_auratus ENSMAUG00000021855
nannospalax_galili ENSNGAG00000012774
jaculus_jaculus ENSJJAG00000003699
urocitellus_parryii ENSUPAG00010019333
ictidomys_tridecemlineatus ENSSTOG00000012650
octodon_degus ENSODEG00000013272
octodon_degus ENSODEG00000019318
chinchilla_lanigera ENSCLAG00000014343
cavia_porcellus ENSCPOG00000034423
heterocephalus_glaber_male ENSHGLG00100017566
heterocephalus_glaber_female ENSHGLG00000009414
heterocephalus_glaber_male ENSHGLG00100010247
heterocephalus_glaber_female ENSHGLG00000000935
marmota_marmota_marmota ENSMMMG00000006405
spermophilus_dauricus ENSSDAG00000006948
fukomys_damarensis ENSFDAG00000011445
cavia_aperea ENSCAPG00000014954
castor_canadensis ENSCCNG00000025825
dipodomys_ordii ENSDORG00000030139
ochotona_princeps ENSOPRG00000000572
oryctolagus_cuniculus ENSOCUG00000025984
microcebus_murinus ENSMICG00000006782
prolemur_simus ENSPSMG00000024390
propithecus_coquereli ENSPCOG00000023548
otolemur_garnettii ENSOGAG00000032547
callithrix_jacchus ENSCJAG00000040824
aotus_nancymaae ENSANAG00000028640
pan_troglodytes ENSPTRG00000007722
gorilla_gorilla ENSGGOG00000010921
homo_sapiens ENSG00000153443
pongo_abelii ENSPPYG00000007064
macaca_nemestrina ENSMNEG00000034611
macaca_fascicularis ENSMFAG00000043893
macaca_mulatta ENSMMUG00000029250
cercocebus_atys ENSCATG00000033012
theropithecus_gelada ENSTGEG00000024364
chlorocebus_sabaeus ENSCSAG00000009108
papio_anubis ENSPANG00000019373
piliocolobus_tephrosceles ENSPTEG00000008391
cebus_capucinus ENSCCAG00000034958
saimiri_boliviensis_boliviensis ENSSBOG00000028503
rhinopithecus_bieti ENSRBIG00000028334
rhinopithecus_roxellana ENSRROG00000036721
colobus_angolensis_palliatus ENSCANG00000036845
mandrillus_leucophaeus ENSMLEG00000035172
pan_paniscus ENSPPAG00000032792
carlito_syrichta ENSTSYG00000004571
procavia_capensis ENSPCAG00000008767
loxodonta_africana ENSLAFG00000027520
dasypus_novemcinctus ENSDNOG00000035732
latimeria_chalumnae ENSLACG00000015727
astatotilapia_calliptera ENSACLG00000017094
xiphophorus_couchianus ENSXCOG00000003009
anabas_testudineus ENSATEG00000009448
mastacembelus_armatus ENSMAMG00000004669
gadus_morhua ENSGMOG00000015870
scleropages_formosus ENSSFOG00015014564
gallus_gallus ENSGALG00000007619
paramormyrops_kingsleyae ENSPKIG00000022409
scleropages_formosus ENSSFOG00015011608
cyprinodon_variegatus ENSCVAG00000006223
fundulus_heteroclitus ENSFHEG00000017400
kryptolebias_marmoratus ENSKMAG00000006734
oryzias_latipes ENSORLG00000028679
oryzias_latipes ENSORLG00020006334
oryzias_latipes_asm223469v1 ENSORLG00015005178
oryzias_melastigma ENSOMEG00000007692
tetraodon_nigroviridis ENSTNIG00000012917
cynoglossus_semilaevis ENSCSEG00000019833
periophthalmus_magnuspinnatus ENSPMGG00000010425
gasterosteus_aculeatus ENSGACG00000004450
takifugu_rubripes ENSTRUG00000025839
stegastes_partitus ENSSPAG00000010070
seriola_dumerili ENSSDUG00000008629
seriola_lalandi_dorsalis ENSSLDG00000019645
maylandia_zebra ENSMZEG00005007360
haplochromis_burtoni ENSHBUG00000016237
pundamilia_nyererei ENSPNYG00000002594
neolamprologus_brichardi ENSNBRG00000017644
oreochromis_niloticus ENSONIG00000019768
amphilophus_citrinellus ENSACIG00000006248
labrus_bergylta ENSLBEG00000025323
scophthalmus_maximus ENSSMAG00000008188
amphiprion_ocellaris ENSAOCG00000000682
amphiprion_percula ENSAPEG00000002998
acanthochromis_polyacanthus ENSAPOG00000023992
mola_mola ENSMMOG00000003499
monopterus_albus ENSMALG00000018850
hippocampus_comes ENSHCOG00000015078
poecilia_formosa ENSPFOG00000004566
poecilia_mexicana ENSPMEG00000011821
poecilia_latipinna ENSPLAG00000013772
xiphophorus_maculatus ENSXMAG00000011792
esox_lucius ENSELUG00000019063
pygocentrus_nattereri ENSPNAG00000005327
ictalurus_punctatus ENSIPUG00000001843
paramormyrops_kingsleyae ENSPKIG00000020687
lepisosteus_oculatus ENSLOCG00000007611
pygocentrus_nattereri ENSPNAG00000002117
astyanax_mexicanus ENSAMXG00000043303
ictalurus_punctatus ENSIPUG00000011319
danio_rerio ENSDARG00000020976
esox_lucius ENSELUG00000021672
poecilia_reticulata ENSPREG00000016448
anas_platyrhynchos_platyrhynchos ENSAPLG00000020793
zonotrichia_albicollis ENSZALG00000001301
nothoprocta_perdicaria ENSNPEG00000009855
sphenodon_punctatus ENSSPUG00000005804
poecilia_mexicana ENSPMEG00000006261
poecilia_latipinna ENSPLAG00000021742
poecilia_reticulata ENSPREG00000011204
xiphophorus_couchianus ENSXCOG00000011409
gambusia_affinis ENSGAFG00000014170
fundulus_heteroclitus ENSFHEG00000022395
periophthalmus_magnuspinnatus ENSPMGG00000006850
serinus_canaria ENSSCAG00000000598
cricetulus_griseus_crigri-picr ENSCGRG00015006225
danio_rerio ENSDARG00000002362
petromyzon_marinus ENSPMAG00000007645
eptatretus_burgeri ENSEBUG00000007911
bos_taurus ENSBTAG00000026394
cricetulus_griseus_crigri-picr ENSCGRG00015002812
parus_major ENSPMJG00000010197
macaca_nemestrina ENSMNEG00000032215
petromyzon_marinus ENSPMAG00000002684
gambusia_affinis ENSGAFG00000002843
calidris_pygmaea ENSCPGG00000010075
calidris_pugnax ENSCPUG00000003708
junco_hyemalis ENSJHYG00000011433
zonotrichia_albicollis ENSZALG00000015153
serinus_canaria ENSSCAG00000003022
meleagris_gallopavo ENSMGAG00000015416
apteryx_haastii ENSAHAG00000014980
apteryx_rowi ENSARWG00000006210
apteryx_owenii ENSAOWG00000011809
dromaius_novaehollandiae ENSDNVG00000012506
sphenodon_punctatus ENSSPUG00000007902
tursiops_truncatus ENSTTRG00000015920
sus_scrofa ENSSSCG00000023423
capra_hircus ENSCHIG00000021155
bos_taurus ENSBTAG00000013792
erinaceus_europaeus ENSEEUG00000003011
pteropus_vampyrus ENSPVAG00000008494
ursus_americanus ENSUAMG00000023886
ursus_maritimus ENSUMAG00000008296
ailuropoda_melanoleuca ENSAMEG00000009777
canis_lupus_dingo ENSCAFG00020006020
felis_catus ENSFCAG00000042280
pan_troglodytes ENSPTRG00000009676
homo_sapiens ENSG00000185262
cercocebus_atys ENSCATG00000014444
theropithecus_gelada ENSTGEG00000004044
papio_anubis ENSPANG00000020042
macaca_mulatta ENSMMUG00000045489
macaca_fascicularis ENSMFAG00000038534
chlorocebus_sabaeus ENSCSAG00000005011
piliocolobus_tephrosceles ENSPTEG00000039574
pan_paniscus ENSPPAG00000024151
gorilla_gorilla ENSGGOG00000011835
pongo_abelii ENSPPYG00000008654
rhinopithecus_bieti ENSRBIG00000040187
rhinopithecus_roxellana ENSRROG00000026094
colobus_angolensis_palliatus ENSCANG00000039844
cebus_capucinus ENSCCAG00000018346
callithrix_jacchus ENSCJAG00000013649
aotus_nancymaae ENSANAG00000036268
prolemur_simus ENSPSMG00000005297
microcebus_murinus ENSMICG00000034419
propithecus_coquereli ENSPCOG00000028380
otolemur_garnettii ENSOGAG00000015304
mus_pahari MGP_PahariEiJ_G0018571
mus_pahari MGP_PahariEiJ_G0018572
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018288
mus_spicilegus ENSMSIG00000026884
mus_musculus ENSMUSG00000050628
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017442
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017443
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018287
rattus_norvegicus ENSRNOG00000010029
meriones_unguiculatus ENSMUGG00000023754
cricetulus_griseus_crigri ENSCGRG00000019313
cricetulus_griseus_chok1gshd ENSCGRG00001004551
cricetulus_griseus_crigri-picr ENSCGRG00015019185
cricetulus_griseus_chok1gshd ENSCGRG00001017983
peromyscus_maniculatus_bairdii ENSPEMG00000024980
microtus_ochrogaster ENSMOCG00000016208
peromyscus_maniculatus_bairdii ENSPEMG00000030402
peromyscus_maniculatus_bairdii ENSPEMG00000027836
mesocricetus_auratus ENSMAUG00000011336
microtus_ochrogaster ENSMOCG00000000588
nannospalax_galili ENSNGAG00000012277
jaculus_jaculus ENSJJAG00000013411
mus_spicilegus ENSMSIG00000009271
octodon_degus ENSODEG00000010660
cavia_porcellus ENSCPOG00000038214
chinchilla_lanigera ENSCLAG00000007176
heterocephalus_glaber_female ENSHGLG00000018275
heterocephalus_glaber_male ENSHGLG00100010777
marmota_marmota_marmota ENSMMMG00000009331
castor_canadensis ENSCCNG00000014988
bos_mutus ENSBMUG00000010599
ovis_aries ENSOARG00000007670
ursus_maritimus ENSUMAG00000013360
neovison_vison ENSNVIG00000012570
fukomys_damarensis ENSFDAG00000013759
cavia_aperea ENSCAPG00000000812
urocitellus_parryii ENSUPAG00010000572
ictidomys_tridecemlineatus ENSSTOG00000010745
dipodomys_ordii ENSDORG00000008900
oryctolagus_cuniculus ENSOCUG00000021754
bison_bison_bison ENSBBBG00000019916
loxodonta_africana ENSLAFG00000032072
dasypus_novemcinctus ENSDNOG00000003532
panthera_pardus ENSPPRG00000000902
panthera_tigris_altaica ENSPTIG00000013491
vulpes_vulpes ENSVVUG00000015106
carlito_syrichta ENSTSYG00000035941
choloepus_hoffmanni ENSCHOG00000009915
echinops_telfairi ENSETEG00000010413
phascolarctos_cinereus ENSPCIG00000002806
notamacropus_eugenii ENSMEUG00000006535
monodelphis_domestica ENSMODG00000008352
gallus_gallus ENSGALG00000040877
coturnix_japonica ENSCJPG00005020736
numida_meleagris ENSNMEG00000016037
lepidothrix_coronata ENSLCOG00000013362
lonchura_striata_domestica ENSLSDG00000006456
nothoprocta_perdicaria ENSNPEG00000014743
xenopus_tropicalis ENSXETG00000025265
gopherus_agassizii ENSGAGG00000009374
chelonoidis_abingdonii ENSCABG00000009253
chrysemys_picta_bellii ENSCPBG00000028021
pelodiscus_sinensis ENSPSIG00000002485
crocodylus_porosus ENSCPRG00005006820
pogona_vitticeps ENSPVIG00000021157
anolis_carolinensis ENSACAG00000008208
notechis_scutatus ENSNSUG00000015649
salvator_merianae ENSSMRG00000023163
latimeria_chalumnae ENSLACG00000016694
astyanax_mexicanus ENSAMXG00000039200
pygocentrus_nattereri ENSPNAG00000023506
danio_rerio ENSDARG00000115335
amphiprion_ocellaris ENSAOCG00000022354
amphiprion_percula ENSAPEG00000006289
acanthochromis_polyacanthus ENSAPOG00000000210
stegastes_partitus ENSSPAG00000006578
scophthalmus_maximus ENSSMAG00000016708
labrus_bergylta ENSLBEG00000022701
gasterosteus_aculeatus ENSGACG00000014880
tetraodon_nigroviridis ENSTNIG00000011307
takifugu_rubripes ENSTRUG00000025002
mola_mola ENSMMOG00000020130
mastacembelus_armatus ENSMAMG00000019047
monopterus_albus ENSMALG00000014998
anabas_testudineus ENSATEG00000018106
seriola_dumerili ENSSDUG00000014875
seriola_lalandi_dorsalis ENSSLDG00000003279
astatotilapia_calliptera ENSACLG00000017591
pundamilia_nyererei ENSPNYG00000012928
maylandia_zebra ENSMZEG00005001681
haplochromis_burtoni ENSHBUG00000013858
neolamprologus_brichardi ENSNBRG00000021049
oreochromis_niloticus ENSONIG00000009420
amphilophus_citrinellus ENSACIG00000009553
oryzias_latipes ENSORLG00000001268
oryzias_latipes_asm223469v1 ENSORLG00015007553
oryzias_latipes ENSORLG00020014315
oryzias_melastigma ENSOMEG00000016569
esox_lucius ENSELUG00000017675
paramormyrops_kingsleyae ENSPKIG00000008781
scleropages_formosus ENSSFOG00015000477
lepisosteus_oculatus ENSLOCG00000011227
gadus_morhua ENSGMOG00000010465
xiphophorus_maculatus ENSXMAG00000025361
paramormyrops_kingsleyae ENSPKIG00000023040
eptatretus_burgeri ENSEBUG00000001083
ciona_savignyi ENSCSAVG00000010323
ciona_intestinalis ENSCING00000020506
