tetraodon_nigroviridis ENSTNIG00000017571
takifugu_rubripes ENSTRUG00000009274
mola_mola ENSMMOG00000016847
cynoglossus_semilaevis ENSCSEG00000011634
labrus_bergylta ENSLBEG00000025921
gasterosteus_aculeatus ENSGACG00000004332
amphiprion_percula ENSAPEG00000007852
amphiprion_ocellaris ENSAOCG00000021727
acanthochromis_polyacanthus ENSAPOG00000002701
amphilophus_citrinellus ENSACIG00000003302
maylandia_zebra ENSMZEG00005026593
poecilia_latipinna ENSPLAG00000000179
gambusia_affinis ENSGAFG00000006154
cyprinodon_variegatus ENSCVAG00000018783
oryzias_latipes ENSORLG00020015348
oryzias_latipes ENSORLG00000030270
oryzias_melastigma ENSOMEG00000005827
seriola_lalandi_dorsalis ENSSLDG00000015196
seriola_dumerili ENSSDUG00000017460
anabas_testudineus ENSATEG00000010129
danio_rerio ENSDARG00000100396
