calidris_pugnax ENSCPUG00000010441
anser_brachyrhynchus ENSABRG00000002042
parus_major ENSPMJG00000013795
cyanistes_caeruleus ENSCCEG00000006840
junco_hyemalis ENSJHYG00000005924
serinus_canaria ENSSCAG00000008157
lonchura_striata_domestica ENSLSDG00000005475
lepidothrix_coronata ENSLCOG00000012386
manacus_vitellinus ENSMVIG00005013496
apteryx_haastii ENSAHAG00000005432
apteryx_owenii ENSAOWG00000007072
apteryx_rowi ENSARWG00000005841
coturnix_japonica ENSCJPG00005015062
meleagris_gallopavo ENSMGAG00000008178
numida_meleagris ENSNMEG00000004960
gallus_gallus ENSGALG00000023468
crocodylus_porosus ENSCPRG00005007862
gopherus_agassizii ENSGAGG00000003294
chelonoidis_abingdonii ENSCABG00000005564
chrysemys_picta_bellii ENSCPBG00000013692
pelodiscus_sinensis ENSPSIG00000009493
anolis_carolinensis ENSACAG00000008071
notechis_scutatus ENSNSUG00000020435
pogona_vitticeps ENSPVIG00000011698
salvator_merianae ENSSMRG00000007107
sphenodon_punctatus ENSSPUG00000006702
eptatretus_burgeri ENSEBUG00000013263
phascolarctos_cinereus ENSPCIG00000024722
notamacropus_eugenii ENSMEUG00000014861
sarcophilus_harrisii ENSSHAG00000005671
monodelphis_domestica ENSMODG00000003493
ornithorhynchus_anatinus ENSOANG00000004836
chinchilla_lanigera ENSCLAG00000001120
octodon_degus ENSODEG00000004436
cavia_porcellus ENSCPOG00000002331
cavia_aperea ENSCAPG00000015497
heterocephalus_glaber_male ENSHGLG00100018153
heterocephalus_glaber_female ENSHGLG00000009627
fukomys_damarensis ENSFDAG00000003426
ictidomys_tridecemlineatus ENSSTOG00000020938
spermophilus_dauricus ENSSDAG00000005873
marmota_marmota_marmota ENSMMMG00000008522
urocitellus_parryii ENSUPAG00010016108
castor_canadensis ENSCCNG00000019168
dipodomys_ordii ENSDORG00000014825
mus_musculus ENSMUSG00000001062
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032802
mus_spicilegus ENSMSIG00000014322
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031684
mus_pahari MGP_PahariEiJ_G0023282
rattus_norvegicus ENSRNOG00000028904
meriones_unguiculatus ENSMUGG00000010575
cricetulus_griseus_crigri ENSCGRG00000015979
cricetulus_griseus_chok1gshd ENSCGRG00001021065
cricetulus_griseus_crigri-picr ENSCGRG00015020116
mesocricetus_auratus ENSMAUG00000021021
peromyscus_maniculatus_bairdii ENSPEMG00000009922
