lonchura_striata_domestica ENSLSDG00000007576
taeniopygia_guttata ENSTGUG00000009265
serinus_canaria ENSSCAG00000004798
junco_hyemalis ENSJHYG00000016228
zonotrichia_albicollis ENSZALG00000006953
parus_major ENSPMJG00000016304
cyanistes_caeruleus ENSCCEG00000022766
ficedula_albicollis ENSFALG00000009157
lepidothrix_coronata ENSLCOG00000009516
manacus_vitellinus ENSMVIG00005007629
melopsittacus_undulatus ENSMUNG00000013912
calidris_pugnax ENSCPUG00000019305
calidris_pygmaea ENSCPGG00000005256
anser_brachyrhynchus ENSABRG00000015358
anas_platyrhynchos_platyrhynchos ENSAPLG00000007928
meleagris_gallopavo ENSMGAG00000012431
gallus_gallus ENSGALG00000039549
coturnix_japonica ENSCJPG00005018359
numida_meleagris ENSNMEG00000019151
apteryx_haastii ENSAHAG00000016505
apteryx_owenii ENSAOWG00000018072
apteryx_rowi ENSARWG00000009181
dromaius_novaehollandiae ENSDNVG00000004718
nothoprocta_perdicaria ENSNPEG00000013516
crocodylus_porosus ENSCPRG00005005084
pelodiscus_sinensis ENSPSIG00000016650
pelodiscus_sinensis ENSPSIG00000016641
gopherus_agassizii ENSGAGG00000021184
chelonoidis_abingdonii ENSCABG00000002785
chrysemys_picta_bellii ENSCPBG00000027969
pogona_vitticeps ENSPVIG00000020240
anolis_carolinensis ENSACAG00000014494
salvator_merianae ENSSMRG00000001883
sphenodon_punctatus ENSSPUG00000013017
notamacropus_eugenii ENSMEUG00000012297
phascolarctos_cinereus ENSPCIG00000020485
monodelphis_domestica ENSMODG00000000154
sarcophilus_harrisii ENSSHAG00000009419
pan_troglodytes ENSPTRG00000015966
pan_paniscus ENSPPAG00000026819
homo_sapiens ENSG00000091490
gorilla_gorilla ENSGGOG00000001417
pongo_abelii ENSPPYG00000014650
nomascus_leucogenys ENSNLEG00000016867
theropithecus_gelada ENSTGEG00000028375
papio_anubis ENSPANG00000000072
macaca_mulatta ENSMMUG00000020349
macaca_fascicularis ENSMFAG00000002093
macaca_nemestrina ENSMNEG00000044018
cercocebus_atys ENSCATG00000038183
mandrillus_leucophaeus ENSMLEG00000028082
chlorocebus_sabaeus ENSCSAG00000016666
rhinopithecus_roxellana ENSRROG00000006205
rhinopithecus_bieti ENSRBIG00000040589
colobus_angolensis_palliatus ENSCANG00000030521
cebus_capucinus ENSCCAG00000028947
saimiri_boliviensis_boliviensis ENSSBOG00000031484
callithrix_jacchus ENSCJAG00000021061
aotus_nancymaae ENSANAG00000035152
carlito_syrichta ENSTSYG00000008303
prolemur_simus ENSPSMG00000004418
microcebus_murinus ENSMICG00000017216
propithecus_coquereli ENSPCOG00000008204
otolemur_garnettii ENSOGAG00000006417
castor_canadensis ENSCCNG00000021839
dipodomys_ordii ENSDORG00000011773
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028218
mus_spicilegus ENSMSIG00000006452
mus_musculus ENSMUSG00000029189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027223
mus_pahari MGP_PahariEiJ_G0017005
rattus_norvegicus ENSRNOG00000004932
meriones_unguiculatus ENSMUGG00000009487
peromyscus_maniculatus_bairdii ENSPEMG00000020373
microtus_ochrogaster ENSMOCG00000013009
cricetulus_griseus_chok1gshd ENSCGRG00001023792
cricetulus_griseus_crigri ENSCGRG00000000922
cricetulus_griseus_crigri-picr ENSCGRG00015017157
mesocricetus_auratus ENSMAUG00000009548
nannospalax_galili ENSNGAG00000008965
jaculus_jaculus ENSJJAG00000018980
heterocephalus_glaber_female ENSHGLG00000011887
heterocephalus_glaber_male ENSHGLG00100011981
fukomys_damarensis ENSFDAG00000008228
chinchilla_lanigera ENSCLAG00000002362
octodon_degus ENSODEG00000008196
cavia_porcellus ENSCPOG00000001037
cavia_aperea ENSCAPG00000015810
urocitellus_parryii ENSUPAG00010018378
ictidomys_tridecemlineatus ENSSTOG00000010415
spermophilus_dauricus ENSSDAG00000021283
marmota_marmota_marmota ENSMMMG00000017356
myotis_lucifugus ENSMLUG00000000702
pteropus_vampyrus ENSPVAG00000009295
neovison_vison ENSNVIG00000013431
mustela_putorius_furo ENSMPUG00000016719
ursus_maritimus ENSUMAG00000003892
ursus_americanus ENSUAMG00000018414
ailuropoda_melanoleuca ENSAMEG00000018094
canis_lupus_dingo ENSCAFG00020027291
canis_lupus_familiaris ENSCAFG00000016402
vulpes_vulpes ENSVVUG00000013804
panthera_pardus ENSPPRG00000018369
panthera_tigris_altaica ENSPTIG00000007261
felis_catus ENSFCAG00000013720
ovis_aries ENSOARG00000007940
capra_hircus ENSCHIG00000020813
bos_mutus ENSBMUG00000009222
bos_taurus ENSBTAG00000002299
bison_bison_bison ENSBBBG00000015090
tursiops_truncatus ENSTTRG00000006802
sus_scrofa ENSSSCG00000022446
vicugna_pacos ENSVPAG00000003053
equus_asinus_asinus ENSEASG00005008020
equus_caballus ENSECAG00000000638
loxodonta_africana ENSLAFG00000012362
procavia_capensis ENSPCAG00000002847
echinops_telfairi ENSETEG00000010371
choloepus_hoffmanni ENSCHOG00000006844
dasypus_novemcinctus ENSDNOG00000004313
erinaceus_europaeus ENSEEUG00000006612
sorex_araneus ENSSARG00000008243
tupaia_belangeri ENSTBEG00000013372
ochotona_princeps ENSOPRG00000001401
ornithorhynchus_anatinus ENSOANG00000029453
oryctolagus_cuniculus ENSOCUG00000017195
ornithorhynchus_anatinus ENSOANG00000006697
xenopus_tropicalis ENSXETG00000000947
latimeria_chalumnae ENSLACG00000011756
scleropages_formosus ENSSFOG00015020347
paramormyrops_kingsleyae ENSPKIG00000015363
lepisosteus_oculatus ENSLOCG00000009749
eptatretus_burgeri ENSEBUG00000004490
