scleropages_formosus ENSSFOG00015017816
paramormyrops_kingsleyae ENSPKIG00000001045
astatotilapia_calliptera ENSACLG00000003635
maylandia_zebra ENSMZEG00005027039
pundamilia_nyererei ENSPNYG00000001415
haplochromis_burtoni ENSHBUG00000015553
neolamprologus_brichardi ENSNBRG00000000514
oreochromis_niloticus ENSONIG00000012201
amphilophus_citrinellus ENSACIG00000015165
mola_mola ENSMMOG00000002127
poecilia_latipinna ENSPLAG00000011216
poecilia_formosa ENSPFOG00000008715
poecilia_mexicana ENSPMEG00000005984
poecilia_reticulata ENSPREG00000021890
xiphophorus_couchianus ENSXCOG00000011099
xiphophorus_maculatus ENSXMAG00000006475
gambusia_affinis ENSGAFG00000017599
cyprinodon_variegatus ENSCVAG00000012956
fundulus_heteroclitus ENSFHEG00000017407
kryptolebias_marmoratus ENSKMAG00000015018
oryzias_latipes_asm223469v1 ENSORLG00015017428
oryzias_latipes ENSORLG00000017120
oryzias_latipes ENSORLG00020003107
oryzias_melastigma ENSOMEG00000017388
tetraodon_nigroviridis ENSTNIG00000017466
takifugu_rubripes ENSTRUG00000012542
mastacembelus_armatus ENSMAMG00000008289
scophthalmus_maximus ENSSMAG00000007183
cynoglossus_semilaevis ENSCSEG00000000185
anabas_testudineus ENSATEG00000005130
amphiprion_ocellaris ENSAOCG00000018496
amphiprion_percula ENSAPEG00000021524
acanthochromis_polyacanthus ENSAPOG00000011159
stegastes_partitus ENSSPAG00000020766
monopterus_albus ENSMALG00000005726
seriola_dumerili ENSSDUG00000010673
seriola_lalandi_dorsalis ENSSLDG00000003153
labrus_bergylta ENSLBEG00000025449
gasterosteus_aculeatus ENSGACG00000006501
periophthalmus_magnuspinnatus ENSPMGG00000011345
gadus_morhua ENSGMOG00000011670
esox_lucius ENSELUG00000004005
danio_rerio ENSDARG00000102021
ictalurus_punctatus ENSIPUG00000014548
lepisosteus_oculatus ENSLOCG00000011251
gopherus_agassizii ENSGAGG00000022317
chelonoidis_abingdonii ENSCABG00000021192
chrysemys_picta_bellii ENSCPBG00000015249
pelodiscus_sinensis ENSPSIG00000009799
sphenodon_punctatus ENSSPUG00000004417
crocodylus_porosus ENSCPRG00005011452
sarcophilus_harrisii ENSSHAG00000007511
monodelphis_domestica ENSMODG00000007511
phascolarctos_cinereus ENSPCIG00000028845
castor_canadensis ENSCCNG00000026226
dipodomys_ordii ENSDORG00000010215
heterocephalus_glaber_female ENSHGLG00000002628
