apteryx_rowi ENSARWG00000016712
apteryx_owenii ENSAOWG00000012615
apteryx_haastii ENSAHAG00000012557
dromaius_novaehollandiae ENSDNVG00000001996
nothoprocta_perdicaria ENSNPEG00000006194
ficedula_albicollis ENSFALG00000005108
manacus_vitellinus ENSMVIG00005011001
lepidothrix_coronata ENSLCOG00000007141
taeniopygia_guttata ENSTGUG00000003148
lonchura_striata ENSLSDG00000000602
serinus_canaria ENSSCAG00000002847
junco_hyemalis ENSJHYG00000001016
cyanistes_caeruleus ENSCCEG00000020771
parus_major ENSPMJG00000008135
melopsittacus_undulatus ENSMUNG00000004808
calidris_pugnax ENSCPUG00000011332
calidris_pygmaea ENSCPGG00000017058
anser_brachyrhynchus ENSABRG00000000111
anas_platyrhynchos ENSAPLG00000017503
meleagris_gallopavo ENSMGAG00000010241
coturnix_japonica ENSCJPG00005018493
gallus_gallus ENSGALG00000001792
numida_meleagris ENSNMEG00000021734
crocodylus_porosus ENSCPRG00005000417
gopherus_agassizii ENSGAGG00000023675
chelonoidis_abingdonii ENSCABG00000016473
chrysemys_picta ENSCPBG00000023270
pelodiscus_sinensis ENSPSIG00000003471
pogona_vitticeps ENSPVIG00000019367
notechis_scutatus ENSNSUG00000001257
salvator_merianae ENSSMRG00000004525
sphenodon_punctatus ENSSPUG00000014340
xenopus_tropicalis ENSXETG00000006623
gouania_willdenowi ENSGWIG00000005693
cynoglossus_semilaevis ENSCSEG00000017581
gasterosteus_aculeatus ENSGACG00000013041
cottoperca_gobio ENSCGOG00000012876
labrus_bergylta ENSLBEG00000024632
seriola_lalandi ENSSLDG00000017958
seriola_dumerili ENSSDUG00000016535
scophthalmus_maximus ENSSMAG00000009866
lates_calcarifer ENSLCAG00010000891
anabas_testudineus ENSATEG00000004971
mastacembelus_armatus ENSMAMG00000002399
betta_splendens ENSBSLG00000004531
amphilophus_citrinellus ENSACIG00000007180
amphiprion_percula ENSAPEG00000015149
amphiprion_ocellaris ENSAOCG00000014456
acanthochromis_polyacanthus ENSAPOG00000013871
stegastes_partitus ENSSPAG00000010529
monopterus_albus ENSMALG00000019940
takifugu_rubripes ENSTRUG00000005029
tetraodon_nigroviridis ENSTNIG00000011579
mola_mola ENSMMOG00000012497
larimichthys_crocea ENSLCRG00005004311
astatotilapia_calliptera ENSACLG00000007811
maylandia_zebra ENSMZEG00005009087
pundamilia_nyererei ENSPNYG00000016920
haplochromis_burtoni ENSHBUG00000020755
neolamprologus_brichardi ENSNBRG00000002645
oreochromis_niloticus ENSONIG00000019400
fundulus_heteroclitus ENSFHEG00000019970
cyprinodon_variegatus ENSCVAG00000016300
xiphophorus_maculatus ENSXMAG00000011943
xiphophorus_couchianus ENSXCOG00000018115
gambusia_affinis ENSGAFG00000005057
poecilia_formosa ENSPFOG00000008434
poecilia_mexicana ENSPMEG00000017306
poecilia_mexicana ENSPMEG00000024114
poecilia_formosa ENSPFOG00000006202
poecilia_latipinna ENSPLAG00000018270
poecilia_reticulata ENSPREG00000015105
kryptolebias_marmoratus ENSKMAG00000009519
oryzias_latipes ENSORLG00020012924
oryzias_latipes ENSORLG00000011731
oryzias_latipes ENSORLG00015002367
oryzias_melastigma ENSOMEG00000017698
parambassis_ranga ENSPRNG00000009536
hippocampus_comes ENSHCOG00000014649
periophthalmus_magnuspinnatus ENSPMGG00000016475
gadus_morhua ENSGMOG00000003484
hucho_hucho ENSHHUG00000045740
esox_lucius ENSELUG00000009475
denticeps_clupeoides ENSDCDG00000026763
clupea_harengus ENSCHAG00000016205
astyanax_mexicanus ENSAMXG00000000602
astyanax_mexicanus ENSAMXG00005024288
pygocentrus_nattereri ENSPNAG00000012661
electrophorus_electricus ENSEEEG00000015917
ictalurus_punctatus ENSIPUG00000023268
danio_rerio ENSDARG00000057910
scleropages_formosus ENSSFOG00015007963
paramormyrops_kingsleyae ENSPKIG00000022331
lepisosteus_oculatus ENSLOCG00000002240
erpetoichthys_calabaricus ENSECRG00000011714
latimeria_chalumnae ENSLACG00000013170
vombatus_ursinus ENSVURG00010011039
phascolarctos_cinereus ENSPCIG00000017278
notamacropus_eugenii ENSMEUG00000004626
pteropus_vampyrus ENSPVAG00000016682
myotis_lucifugus ENSMLUG00000028772
bos_indicus ENSBIXG00000029299
bos_taurus ENSBTAG00000026415
bos_indicus ENSBIXG00005001802
bos_mutus ENSBMUG00000018185
bison_bison ENSBBBG00000005888
capra_hircus ENSCHIG00000026940
tursiops_truncatus ENSTTRG00000011381
sus_scrofa ENSSSCG00000008016
equus_asinus ENSEASG00005004569
equus_caballus ENSECAG00000016370
mustela_putorius ENSMPUG00000015607
neovison_vison ENSNVIG00000021989
ursus_americanus ENSUAMG00000013323
canis_lupus ENSCAFG00000019496
canis_lupus ENSCAFG00020000675
vulpes_vulpes ENSVVUG00000010000
felis_catus ENSFCAG00000022788
panthera_pardus ENSPPRG00000021470
pan_troglodytes ENSPTRG00000007606
pan_paniscus ENSPPAG00000033749
gorilla_gorilla ENSGGOG00000006234
homo_sapiens ENSG00000074071
pongo_abelii ENSPPYG00000006962
nomascus_leucogenys ENSNLEG00000008766
papio_anubis ENSPANG00000020905
theropithecus_gelada ENSTGEG00000004429
cercocebus_atys ENSCATG00000017392
mandrillus_leucophaeus ENSMLEG00000028354
macaca_fascicularis ENSMFAG00000046146
macaca_mulatta ENSMMUG00000018594
macaca_nemestrina ENSMNEG00000040928
chlorocebus_sabaeus ENSCSAG00000011443
piliocolobus_tephrosceles ENSPTEG00000034850
colobus_angolensis ENSCANG00000037510
rhinopithecus_roxellana ENSRROG00000028689
rhinopithecus_bieti ENSRBIG00000030707
cebus_capucinus ENSCCAG00000021752
saimiri_boliviensis ENSSBOG00000022248
callithrix_jacchus ENSCJAG00000014694
aotus_nancymaae ENSANAG00000021904
carlito_syrichta ENSTSYG00000031660
prolemur_simus ENSPSMG00000024379
propithecus_coquereli ENSPCOG00000026798
microcebus_murinus ENSMICG00000031095
otolemur_garnettii ENSOGAG00000012647
heterocephalus_glaber ENSHGLG00000001213
heterocephalus_glaber ENSHGLG00100015081
fukomys_damarensis ENSFDAG00000016133
chinchilla_lanigera ENSCLAG00000015224
octodon_degus ENSODEG00000015453
cavia_porcellus ENSCPOG00000005379
marmota_marmota ENSMMMG00000011168
ictidomys_tridecemlineatus ENSSTOG00000021586
urocitellus_parryii ENSUPAG00010016348
cricetulus_griseus ENSCGRG00001023318
cricetulus_griseus ENSCGRG00015014438
cricetulus_griseus ENSCGRG00000017479
mesocricetus_auratus ENSMAUG00000015906
peromyscus_maniculatus ENSPEMG00000005957
microtus_ochrogaster ENSMOCG00000004274
mus_spicilegus ENSMSIG00000008733
mus_spretus MGP_SPRETEiJ_G0022125
mus_musculus ENSMUSG00000038880
mus_caroli MGP_CAROLIEiJ_G0021214
mus_pahari MGP_PahariEiJ_G0023531
rattus_norvegicus ENSRNOG00000015479
meriones_unguiculatus ENSMUGG00000017913
nannospalax_galili ENSNGAG00000023629
jaculus_jaculus ENSJJAG00000016768
castor_canadensis ENSCCNG00000031464
loxodonta_africana ENSLAFG00000022475
procavia_capensis ENSPCAG00000007060
