notechis_scutatus ENSNSUG00000007551
salvator_merianae ENSSMRG00000003845
pogona_vitticeps ENSPVIG00000006791
sphenodon_punctatus ENSSPUG00000015977
apteryx_haastii ENSAHAG00000010260
apteryx_rowi ENSARWG00000003048
apteryx_owenii ENSAOWG00000013964
dromaius_novaehollandiae ENSDNVG00000018597
nothoprocta_perdicaria ENSNPEG00000010123
anser_brachyrhynchus ENSABRG00000002992
anas_platyrhynchos_platyrhynchos ENSAPLG00000011493
gallus_gallus ENSGALG00000001035
meleagris_gallopavo ENSMGAG00000002222
coturnix_japonica ENSCJPG00005010284
numida_meleagris ENSNMEG00000008364
calidris_pygmaea ENSCPGG00000000517
calidris_pugnax ENSCPUG00000006945
taeniopygia_guttata ENSTGUG00000000264
lonchura_striata_domestica ENSLSDG00000004616
serinus_canaria ENSSCAG00000002241
ficedula_albicollis ENSFALG00000013742
junco_hyemalis ENSJHYG00000011553
zonotrichia_albicollis ENSZALG00000017902
lepidothrix_coronata ENSLCOG00000001528
parus_major ENSPMJG00000010181
cyanistes_caeruleus ENSCCEG00000023266
melopsittacus_undulatus ENSMUNG00000009751
crocodylus_porosus ENSCPRG00005009063
gopherus_agassizii ENSGAGG00000024178
chelonoidis_abingdonii ENSCABG00000022988
chrysemys_picta_bellii ENSCPBG00000018475
pelodiscus_sinensis ENSPSIG00000016262
phascolarctos_cinereus ENSPCIG00000030514
monodelphis_domestica ENSMODG00000004462
sarcophilus_harrisii ENSSHAG00000002191
xenopus_tropicalis ENSXETG00000008148
latimeria_chalumnae ENSLACG00000012803
paramormyrops_kingsleyae ENSPKIG00000015786
