pygocentrus_nattereri ENSPNAG00000024086
astyanax_mexicanus ENSAMXG00000020608
ictalurus_punctatus ENSIPUG00000006364
danio_rerio ENSDARG00000013335
mastacembelus_armatus ENSMAMG00000011678
monopterus_albus ENSMALG00000004280
anabas_testudineus ENSATEG00000002460
seriola_dumerili ENSSDUG00000009018
seriola_lalandi_dorsalis ENSSLDG00000010983
scophthalmus_maximus ENSSMAG00000008262
labrus_bergylta ENSLBEG00000027708
gasterosteus_aculeatus ENSGACG00000018367
takifugu_rubripes ENSTRUG00000012567
tetraodon_nigroviridis ENSTNIG00000009003
mola_mola ENSMMOG00000009181
cyprinodon_variegatus ENSCVAG00000013893
fundulus_heteroclitus ENSFHEG00000008202
xiphophorus_maculatus ENSXMAG00000010058
xiphophorus_couchianus ENSXCOG00000009157
poecilia_formosa ENSPFOG00000002832
poecilia_latipinna ENSPLAG00000012065
poecilia_mexicana ENSPMEG00000012561
poecilia_reticulata ENSPREG00000006058
gambusia_affinis ENSGAFG00000006454
kryptolebias_marmoratus ENSKMAG00000018517
oryzias_latipes ENSORLG00020007416
oryzias_latipes ENSORLG00000007058
oryzias_latipes_asm223469v1 ENSORLG00015005626
oryzias_melastigma ENSOMEG00000010216
amphiprion_percula ENSAPEG00000012610
amphiprion_ocellaris ENSAOCG00000008693
acanthochromis_polyacanthus ENSAPOG00000016855
stegastes_partitus ENSSPAG00000016208
maylandia_zebra ENSMZEG00005009473
astatotilapia_calliptera ENSACLG00000002593
pundamilia_nyererei ENSPNYG00000000197
haplochromis_burtoni ENSHBUG00000004731
neolamprologus_brichardi ENSNBRG00000015788
oreochromis_niloticus ENSONIG00000017726
amphilophus_citrinellus ENSACIG00000009263
hippocampus_comes ENSHCOG00000006146
cynoglossus_semilaevis ENSCSEG00000015992
cynoglossus_semilaevis ENSCSEG00000006887
periophthalmus_magnuspinnatus ENSPMGG00000002858
gadus_morhua ENSGMOG00000006883
esox_lucius ENSELUG00000021328
scleropages_formosus ENSSFOG00015015661
paramormyrops_kingsleyae ENSPKIG00000016281
lepisosteus_oculatus ENSLOCG00000011765
mastacembelus_armatus ENSMAMG00000021283
oryzias_latipes ENSORLG00020000119
calidris_pygmaea ENSCPGG00000016261
calidris_pugnax ENSCPUG00000002250
melopsittacus_undulatus ENSMUNG00000002276
lepidothrix_coronata ENSLCOG00000007057
manacus_vitellinus ENSMVIG00005001191
lonchura_striata_domestica ENSLSDG00000009937
taeniopygia_guttata ENSTGUG00000000799
serinus_canaria ENSSCAG00000011936
junco_hyemalis ENSJHYG00000000886
zonotrichia_albicollis ENSZALG00000010362
parus_major ENSPMJG00000008077
cyanistes_caeruleus ENSCCEG00000010038
ficedula_albicollis ENSFALG00000008115
meleagris_gallopavo ENSMGAG00000006334
coturnix_japonica ENSCJPG00005006964
gallus_gallus ENSGALG00000004357
numida_meleagris ENSNMEG00000018289
anser_brachyrhynchus ENSABRG00000017332
anas_platyrhynchos_platyrhynchos ENSAPLG00000003352
apteryx_owenii ENSAOWG00000016389
apteryx_haastii ENSAHAG00000002067
apteryx_rowi ENSARWG00000001757
dromaius_novaehollandiae ENSDNVG00000002582
nothoprocta_perdicaria ENSNPEG00000006121
crocodylus_porosus ENSCPRG00005012657
chelonoidis_abingdonii ENSCABG00000013037
gopherus_agassizii ENSGAGG00000015128
chrysemys_picta_bellii ENSCPBG00000010126
pelodiscus_sinensis ENSPSIG00000008983
anolis_carolinensis ENSACAG00000010216
pogona_vitticeps ENSPVIG00000016799
notechis_scutatus ENSNSUG00000016599
salvator_merianae ENSSMRG00000016996
sphenodon_punctatus ENSSPUG00000004091
phascolarctos_cinereus ENSPCIG00000028590
