takifugu_rubripes ENSTRUG00000001882
tetraodon_nigroviridis ENSTNIG00000013794
mola_mola ENSMMOG00000015898
labrus_bergylta ENSLBEG00000009091
gasterosteus_aculeatus ENSGACG00000016077
seriola_dumerili ENSSDUG00000021594
seriola_lalandi ENSSLDG00000025671
scophthalmus_maximus ENSSMAG00000004035
mastacembelus_armatus ENSMAMG00000020254
monopterus_albus ENSMALG00000005447
anabas_testudineus ENSATEG00000021682
xiphophorus_maculatus ENSXMAG00000014547
xiphophorus_couchianus ENSXCOG00000012026
gambusia_affinis ENSGAFG00000003909
poecilia_mexicana ENSPMEG00000015003
poecilia_latipinna ENSPLAG00000012582
poecilia_formosa ENSPFOG00000015968
poecilia_reticulata ENSPREG00000014702
fundulus_heteroclitus ENSFHEG00000011288
cyprinodon_variegatus ENSCVAG00000009948
kryptolebias_marmoratus ENSKMAG00000020644
oryzias_latipes ENSORLG00020004189
oryzias_latipes ENSORLG00000010240
oryzias_latipes ENSORLG00015002310
oryzias_melastigma ENSOMEG00000004719
astatotilapia_calliptera ENSACLG00000008303
haplochromis_burtoni ENSHBUG00000017736
maylandia_zebra ENSMZEG00005011568
pundamilia_nyererei ENSPNYG00000015894
oreochromis_niloticus ENSONIG00000005497
neolamprologus_brichardi ENSNBRG00000006022
amphilophus_citrinellus ENSACIG00000006824
amphiprion_percula ENSAPEG00000006805
amphiprion_ocellaris ENSAOCG00000022898
acanthochromis_polyacanthus ENSAPOG00000012040
stegastes_partitus ENSSPAG00000012762
hippocampus_comes ENSHCOG00000013962
cynoglossus_semilaevis ENSCSEG00000014061
periophthalmus_magnuspinnatus ENSPMGG00000001235
gadus_morhua ENSGMOG00000012387
esox_lucius ENSELUG00000018676
pygocentrus_nattereri ENSPNAG00000018698
astyanax_mexicanus ENSAMXG00000009658
ictalurus_punctatus ENSIPUG00000015765
danio_rerio ENSDARG00000077728
scleropages_formosus ENSSFOG00015014751
paramormyrops_kingsleyae ENSPKIG00000014484
lepisosteus_oculatus ENSLOCG00000009159
loxodonta_africana ENSLAFG00000000889
procavia_capensis ENSPCAG00000011670
echinops_telfairi ENSETEG00000016502
myotis_lucifugus ENSMLUG00000012664
myotis_lucifugus ENSMLUG00000024349
pteropus_vampyrus ENSPVAG00000009536
erinaceus_europaeus ENSEEUG00000007717
ursus_americanus ENSUAMG00000018007
ursus_maritimus ENSUMAG00000007773
ailuropoda_melanoleuca ENSAMEG00000017957
neovison_vison ENSNVIG00000012395
mustela_putorius ENSMPUG00000004499
canis_lupus ENSCAFG00000013839
canis_lupus ENSCAFG00020025942
vulpes_vulpes ENSVVUG00000020506
