pygocentrus_nattereri ENSPNAG00000002350
astyanax_mexicanus ENSAMXG00000043037
ictalurus_punctatus ENSIPUG00000024872
danio_rerio ENSDARG00000034897
takifugu_rubripes ENSTRUG00000001160
tetraodon_nigroviridis ENSTNIG00000018311
labrus_bergylta ENSLBEG00000023993
monopterus_albus ENSMALG00000001068
kryptolebias_marmoratus ENSKMAG00000016280
amphiprion_percula ENSAPEG00000023100
amphiprion_ocellaris ENSAOCG00000021264
acanthochromis_polyacanthus ENSAPOG00000010000
anabas_testudineus ENSATEG00000025129
seriola_lalandi_dorsalis ENSSLDG00000005134
seriola_dumerili ENSSDUG00000018963
poecilia_formosa ENSPFOG00000015072
poecilia_latipinna ENSPLAG00000012383
poecilia_mexicana ENSPMEG00000010383
poecilia_reticulata ENSPREG00000012922
xiphophorus_maculatus ENSXMAG00000028872
xiphophorus_couchianus ENSXCOG00000015881
gambusia_affinis ENSGAFG00000016161
fundulus_heteroclitus ENSFHEG00000016772
cyprinodon_variegatus ENSCVAG00000014422
oryzias_latipes ENSORLG00020012746
oryzias_latipes ENSORLG00000007257
oryzias_latipes_asm223469v1 ENSORLG00015008066
oryzias_melastigma ENSOMEG00000012208
scophthalmus_maximus ENSSMAG00000008164
cynoglossus_semilaevis ENSCSEG00000016916
periophthalmus_magnuspinnatus ENSPMGG00000022110
mastacembelus_armatus ENSMAMG00000003945
mola_mola ENSMMOG00000013073
astatotilapia_calliptera ENSACLG00000000755
maylandia_zebra ENSMZEG00005002276
pundamilia_nyererei ENSPNYG00000005008
haplochromis_burtoni ENSHBUG00000011566
neolamprologus_brichardi ENSNBRG00000009084
oreochromis_niloticus ENSONIG00000014744
amphilophus_citrinellus ENSACIG00000010800
hippocampus_comes ENSHCOG00000001560
hippocampus_comes ENSHCOG00000003518
gasterosteus_aculeatus ENSGACG00000004926
gadus_morhua ENSGMOG00000000113
esox_lucius ENSELUG00000020573
scleropages_formosus ENSSFOG00015019200
lepisosteus_oculatus ENSLOCG00000009959
phascolarctos_cinereus ENSPCIG00000026597
sarcophilus_harrisii ENSSHAG00000000731
monodelphis_domestica ENSMODG00000013929
notechis_scutatus ENSNSUG00000011918
ailuropoda_melanoleuca ENSAMEG00000001047
salvator_merianae ENSSMRG00000000829
dipodomys_ordii ENSDORG00000028965
dipodomys_ordii ENSDORG00000027790
castor_canadensis ENSCCNG00000019224
cricetulus_griseus_crigri-picr ENSCGRG00015006553
cricetulus_griseus_chok1gshd ENSCGRG00001012534
cricetulus_griseus_crigri ENSCGRG00000002822
pongo_abelii ENSPPYG00000012018
theropithecus_gelada ENSTGEG00000028809
aotus_nancymaae ENSANAG00000031095
cercocebus_atys ENSCATG00000022438
colobus_angolensis_palliatus ENSCANG00000038018
piliocolobus_tephrosceles ENSPTEG00000026727
rhinopithecus_roxellana ENSRROG00000019216
aotus_nancymaae ENSANAG00000036783
jaculus_jaculus ENSJJAG00000023024
ictidomys_tridecemlineatus ENSSTOG00000013486
oryctolagus_cuniculus ENSOCUG00000011373
rhinopithecus_roxellana ENSRROG00000002879
rhinopithecus_roxellana ENSRROG00000030593
rhinopithecus_roxellana ENSRROG00000023405
rhinopithecus_roxellana ENSRROG00000026236
rhinopithecus_bieti ENSRBIG00000037448
colobus_angolensis_palliatus ENSCANG00000022488
theropithecus_gelada ENSTGEG00000029483
macaca_mulatta ENSMMUG00000000267
papio_anubis ENSPANG00000033178
mandrillus_leucophaeus ENSMLEG00000020492
chlorocebus_sabaeus ENSCSAG00000018886
cebus_capucinus ENSCCAG00000028065
callithrix_jacchus ENSCJAG00000038444
ursus_americanus ENSUAMG00000019950
canis_lupus_familiaris ENSCAFG00000008935
panthera_pardus ENSPPRG00000010455
panthera_tigris_altaica ENSPTIG00000006681
bos_taurus ENSBTAG00000015598
dasypus_novemcinctus ENSDNOG00000011670
cavia_aperea ENSCAPG00000017077
spermophilus_dauricus ENSSDAG00000017316
dasypus_novemcinctus ENSDNOG00000032236
pogona_vitticeps ENSPVIG00000010113
taeniopygia_guttata ENSTGUG00000015093
cavia_aperea ENSCAPG00000013627
cavia_porcellus ENSCPOG00000022550
spermophilus_dauricus ENSSDAG00000017612
oryctolagus_cuniculus ENSOCUG00000026942
theropithecus_gelada ENSTGEG00000002068
macaca_nemestrina ENSMNEG00000022017
papio_anubis ENSPANG00000030630
cercocebus_atys ENSCATG00000018563
mandrillus_leucophaeus ENSMLEG00000000202
gorilla_gorilla ENSGGOG00000037765
gorilla_gorilla ENSGGOG00000024161
macaca_fascicularis ENSMFAG00000008386
macaca_mulatta ENSMMUG00000042149
papio_anubis ENSPANG00000001577
piliocolobus_tephrosceles ENSPTEG00000029610
rhinopithecus_bieti ENSRBIG00000035204
cebus_capucinus ENSCCAG00000005707
piliocolobus_tephrosceles ENSPTEG00000011614
pan_troglodytes ENSPTRG00000043648
saimiri_boliviensis_boliviensis ENSSBOG00000034667
aotus_nancymaae ENSANAG00000031336
colobus_angolensis_palliatus ENSCANG00000035231
callithrix_jacchus ENSCJAG00000045624
cercocebus_atys ENSCATG00000043558
theropithecus_gelada ENSTGEG00000011581
macaca_fascicularis ENSMFAG00000039924
felis_catus ENSFCAG00000015355
canis_lupus_familiaris ENSCAFG00000001214
rhinopithecus_roxellana ENSRROG00000034844
aotus_nancymaae ENSANAG00000028861
carlito_syrichta ENSTSYG00000031022
mandrillus_leucophaeus ENSMLEG00000023262
cercocebus_atys ENSCATG00000015458
papio_anubis ENSPANG00000034663
theropithecus_gelada ENSTGEG00000028644
macaca_mulatta ENSMMUG00000041960
macaca_nemestrina ENSMNEG00000024289
macaca_fascicularis ENSMFAG00000008570
chlorocebus_sabaeus ENSCSAG00000018427
nomascus_leucogenys ENSNLEG00000027767
saimiri_boliviensis_boliviensis ENSSBOG00000036402
saimiri_boliviensis_boliviensis ENSSBOG00000026434
pan_troglodytes ENSPTRG00000045774
pan_paniscus ENSPPAG00000040049
gorilla_gorilla ENSGGOG00000043332
pongo_abelii ENSPPYG00000010863
nomascus_leucogenys ENSNLEG00000029378
capra_hircus ENSCHIG00000021691
mustela_putorius_furo ENSMPUG00000001900
canis_lupus_familiaris ENSCAFG00000011435
capra_hircus ENSCHIG00000026947
ovis_aries ENSOARG00000011629
tursiops_truncatus ENSTTRG00000015064
panthera_tigris_altaica ENSPTIG00000021180
panthera_pardus ENSPPRG00000013420
felis_catus ENSFCAG00000032561
capra_hircus ENSCHIG00000009521
callithrix_jacchus ENSCJAG00000038788
cebus_capucinus ENSCCAG00000022184
aotus_nancymaae ENSANAG00000035098
chinchilla_lanigera ENSCLAG00000017787
gorilla_gorilla ENSGGOG00000022801
papio_anubis ENSPANG00000034904
mesocricetus_auratus ENSMAUG00000018923
mesocricetus_auratus ENSMAUG00000000315
oryctolagus_cuniculus ENSOCUG00000026202
macaca_mulatta ENSMMUG00000018935
macaca_fascicularis ENSMFAG00000030122
macaca_nemestrina ENSMNEG00000031900
mandrillus_leucophaeus ENSMLEG00000042435
rhinopithecus_bieti ENSRBIG00000040724
colobus_angolensis_palliatus ENSCANG00000031931
cebus_capucinus ENSCCAG00000027958
saimiri_boliviensis_boliviensis ENSSBOG00000024292
aotus_nancymaae ENSANAG00000038233
nomascus_leucogenys ENSNLEG00000030945
mandrillus_leucophaeus ENSMLEG00000034367
piliocolobus_tephrosceles ENSPTEG00000003769
saimiri_boliviensis_boliviensis ENSSBOG00000000540
piliocolobus_tephrosceles ENSPTEG00000029568
cricetulus_griseus_crigri ENSCGRG00000014097
cricetulus_griseus_chok1gshd ENSCGRG00001006788
nannospalax_galili ENSNGAG00000015496
aotus_nancymaae ENSANAG00000003030
dasypus_novemcinctus ENSDNOG00000037802
bos_mutus ENSBMUG00000013637
phascolarctos_cinereus ENSPCIG00000016020
phascolarctos_cinereus ENSPCIG00000016172
gopherus_agassizii ENSGAGG00000010043
dipodomys_ordii ENSDORG00000028471
rattus_norvegicus ENSRNOG00000056931
pan_paniscus ENSPPAG00000031072
pan_troglodytes ENSPTRG00000050338
nomascus_leucogenys ENSNLEG00000027593
cricetulus_griseus_chok1gshd ENSCGRG00001018710
cricetulus_griseus_crigri-picr ENSCGRG00015014038
cricetulus_griseus_crigri ENSCGRG00000008120
microtus_ochrogaster ENSMOCG00000010589
mus_musculus ENSMUSG00000052146
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022217
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021304
mus_pahari MGP_PahariEiJ_G0023622
