pteropus_vampyrus ENSPVAG00000000910
myotis_lucifugus ENSMLUG00000007598
erinaceus_europaeus ENSEEUG00000014495
bos_taurus ENSBTAG00000003699
bos_mutus ENSBMUG00000005766
bison_bison_bison ENSBBBG00000002965
ovis_aries ENSOARG00000004280
capra_hircus ENSCHIG00000024044
tursiops_truncatus ENSTTRG00000010922
equus_asinus_asinus ENSEASG00005015381
equus_caballus ENSECAG00000002496
ursus_americanus ENSUAMG00000004702
ursus_maritimus ENSUMAG00000013566
ailuropoda_melanoleuca ENSAMEG00000019195
mustela_putorius_furo ENSMPUG00000011049
neovison_vison ENSNVIG00000019162
canis_lupus_familiaris ENSCAFG00000028732
canis_lupus_dingo ENSCAFG00020011334
vulpes_vulpes ENSVVUG00000027439
panthera_pardus ENSPPRG00000015077
panthera_tigris_altaica ENSPTIG00000004164
prolemur_simus ENSPSMG00000018404
otolemur_garnettii ENSOGAG00000027676
pan_paniscus ENSPPAG00000025379
pan_troglodytes ENSPTRG00000052066
gorilla_gorilla ENSGGOG00000023389
homo_sapiens ENSG00000180787
pongo_abelii ENSPPYG00000007859
nomascus_leucogenys ENSNLEG00000032092
rhinopithecus_roxellana ENSRROG00000016740
rhinopithecus_bieti ENSRBIG00000030368
colobus_angolensis_palliatus ENSCANG00000038456
piliocolobus_tephrosceles ENSPTEG00000020710
macaca_fascicularis ENSMFAG00000029855
macaca_nemestrina ENSMNEG00000024399
macaca_mulatta ENSMMUG00000046810
papio_anubis ENSPANG00000012200
theropithecus_gelada ENSTGEG00000020276
mandrillus_leucophaeus ENSMLEG00000025892
cercocebus_atys ENSCATG00000008687
chlorocebus_sabaeus ENSCSAG00000000570
cebus_capucinus ENSCCAG00000019666
saimiri_boliviensis_boliviensis ENSSBOG00000017379
aotus_nancymaae ENSANAG00000019832
chinchilla_lanigera ENSCLAG00000007638
chinchilla_lanigera ENSCLAG00000011713
octodon_degus ENSODEG00000020398
cavia_porcellus ENSCPOG00000040109
heterocephalus_glaber_male ENSHGLG00100016572
heterocephalus_glaber_female ENSHGLG00000017714
fukomys_damarensis ENSFDAG00000011067
ictidomys_tridecemlineatus ENSSTOG00000021828
urocitellus_parryii ENSUPAG00010006646
spermophilus_dauricus ENSSDAG00000003163
marmota_marmota_marmota ENSMMMG00000018465
peromyscus_maniculatus_bairdii ENSPEMG00000016714
microtus_ochrogaster ENSMOCG00000019359
cricetulus_griseus_crigri ENSCGRG00000011384
cricetulus_griseus_crigri-picr ENSCGRG00015004006
cricetulus_griseus_chok1gshd ENSCGRG00001019231
mesocricetus_auratus ENSMAUG00000011636
mus_spicilegus ENSMSIG00000024539
mus_musculus ENSMUSG00000043602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017487
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016651
mus_pahari MGP_PahariEiJ_G0017782
rattus_norvegicus ENSRNOG00000005009
meriones_unguiculatus ENSMUGG00000023429
nannospalax_galili ENSNGAG00000014808
jaculus_jaculus ENSJJAG00000013410
dipodomys_ordii ENSDORG00000013955
ochotona_princeps ENSOPRG00000011176
loxodonta_africana ENSLAFG00000002940
procavia_capensis ENSPCAG00000010125
dasypus_novemcinctus ENSDNOG00000012978
choloepus_hoffmanni ENSCHOG00000005995
