ictalurus_punctatus ENSIPUG00000023723
danio_rerio ENSDARG00000025420
takifugu_rubripes ENSTRUG00000014647
tetraodon_nigroviridis ENSTNIG00000000546
cynoglossus_semilaevis ENSCSEG00000003301
seriola_dumerili ENSSDUG00000010832
seriola_lalandi_dorsalis ENSSLDG00000022881
scophthalmus_maximus ENSSMAG00000005013
mastacembelus_armatus ENSMAMG00000019215
gasterosteus_aculeatus ENSGACG00000002111
labrus_bergylta ENSLBEG00000020295
astatotilapia_calliptera ENSACLG00000021494
maylandia_zebra ENSMZEG00005018600
pundamilia_nyererei ENSPNYG00000009800
haplochromis_burtoni ENSHBUG00000017462
neolamprologus_brichardi ENSNBRG00000001684
stegastes_partitus ENSSPAG00000022202
esox_lucius ENSELUG00000002424
canis_lupus_dingo ENSCAFG00020027413
canis_lupus_familiaris ENSCAFG00000013547
vulpes_vulpes ENSVVUG00000011856
equus_asinus_asinus ENSEASG00005003041
equus_caballus ENSECAG00000007309
oryctolagus_cuniculus ENSOCUG00000027916
ochotona_princeps ENSOPRG00000012748
prolemur_simus ENSPSMG00000007673
propithecus_coquereli ENSPCOG00000011393
microcebus_murinus ENSMICG00000044967
otolemur_garnettii ENSOGAG00000003677
homo_sapiens ENSG00000163251
gorilla_gorilla ENSGGOG00000042758
pan_paniscus ENSPPAG00000000897
pan_troglodytes ENSPTRG00000012855
pongo_abelii ENSPPYG00000013119
nomascus_leucogenys ENSNLEG00000029167
colobus_angolensis_palliatus ENSCANG00000037914
piliocolobus_tephrosceles ENSPTEG00000034581
rhinopithecus_bieti ENSRBIG00000022385
rhinopithecus_roxellana ENSRROG00000012093
theropithecus_gelada ENSTGEG00000004476
papio_anubis ENSPANG00000004676
chlorocebus_sabaeus ENSCSAG00000018771
cercocebus_atys ENSCATG00000004406
macaca_mulatta ENSMMUG00000048510
macaca_fascicularis ENSMFAG00000016133
macaca_nemestrina ENSMNEG00000024425
cebus_capucinus ENSCCAG00000011362
callithrix_jacchus ENSCJAG00000022490
aotus_nancymaae ENSANAG00000014539
mus_spicilegus ENSMSIG00000009924
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015017
mus_musculus ENSMUSG00000045005
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014210
mus_pahari MGP_PahariEiJ_G0027448
rattus_norvegicus ENSRNOG00000014678
meriones_unguiculatus ENSMUGG00000022625
peromyscus_maniculatus_bairdii ENSPEMG00000026977
microtus_ochrogaster ENSMOCG00000013581
cricetulus_griseus_crigri-picr ENSCGRG00015028883
cricetulus_griseus_chok1gshd ENSCGRG00001010794
cricetulus_griseus_crigri ENSCGRG00000016065
mesocricetus_auratus ENSMAUG00000022033
nannospalax_galili ENSNGAG00000014954
jaculus_jaculus ENSJJAG00000004014
urocitellus_parryii ENSUPAG00010008046
ictidomys_tridecemlineatus ENSSTOG00000028314
chinchilla_lanigera ENSCLAG00000008821
octodon_degus ENSODEG00000019794
heterocephalus_glaber_female ENSHGLG00000008325
heterocephalus_glaber_male ENSHGLG00100009293
cavia_porcellus ENSCPOG00000038146
castor_canadensis ENSCCNG00000013736
dipodomys_ordii ENSDORG00000027490
bos_taurus ENSBTAG00000020957
bos_mutus ENSBMUG00000010190
bison_bison_bison ENSBBBG00000010805
capra_hircus ENSCHIG00000007513
ovis_aries ENSOARG00000018896
sus_scrofa ENSSSCG00000016140
neovison_vison ENSNVIG00000004971
mustela_putorius_furo ENSMPUG00000018918
ursus_americanus ENSUAMG00000009450
echinops_telfairi ENSETEG00000001071
loxodonta_africana ENSLAFG00000017105
dasypus_novemcinctus ENSDNOG00000049235
notamacropus_eugenii ENSMEUG00000002516
phascolarctos_cinereus ENSPCIG00000012060
sarcophilus_harrisii ENSSHAG00000013148
monodelphis_domestica ENSMODG00000015949
ornithorhynchus_anatinus ENSOANG00000015372
