pan_paniscus ENSPPAG00000037427
pan_troglodytes ENSPTRG00000002678
homo_sapiens ENSG00000133678
gorilla_gorilla ENSGGOG00000005287
pongo_abelii ENSPPYG00000002293
nomascus_leucogenys ENSNLEG00000028953
macaca_mulatta ENSMMUG00000003015
macaca_fascicularis ENSMFAG00000033371
macaca_nemestrina ENSMNEG00000031740
cercocebus_atys ENSCATG00000029182
theropithecus_gelada ENSTGEG00000017446
mandrillus_leucophaeus ENSMLEG00000036463
papio_anubis ENSPANG00000022580
chlorocebus_sabaeus ENSCSAG00000009360
rhinopithecus_bieti ENSRBIG00000035777
rhinopithecus_roxellana ENSRROG00000038790
piliocolobus_tephrosceles ENSPTEG00000000058
colobus_angolensis_palliatus ENSCANG00000005229
callithrix_jacchus ENSCJAG00000039933
callithrix_jacchus ENSCJAG00000043285
callithrix_jacchus ENSCJAG00000039784
cebus_capucinus ENSCCAG00000021130
saimiri_boliviensis_boliviensis ENSSBOG00000025018
aotus_nancymaae ENSANAG00000020541
carlito_syrichta ENSTSYG00000006920
propithecus_coquereli ENSPCOG00000022717
prolemur_simus ENSPSMG00000015934
microcebus_murinus ENSMICG00000007868
otolemur_garnettii ENSOGAG00000032821
castor_canadensis ENSCCNG00000001904
rattus_norvegicus ENSRNOG00000011276
chinchilla_lanigera ENSCLAG00000012491
fukomys_damarensis ENSFDAG00000014640
marmota_marmota_marmota ENSMMMG00000006249
marmota_marmota_marmota ENSMMMG00000019154
spermophilus_dauricus ENSSDAG00000001037
ictidomys_tridecemlineatus ENSSTOG00000030373
oryctolagus_cuniculus ENSOCUG00000013679
canis_lupus_dingo ENSCAFG00020014432
vulpes_vulpes ENSVVUG00000003658
panthera_pardus ENSPPRG00000018044
felis_catus ENSFCAG00000038154
ursus_maritimus ENSUMAG00000014083
ailuropoda_melanoleuca ENSAMEG00000012986
mustela_putorius_furo ENSMPUG00000003613
neovison_vison ENSNVIG00000003106
panthera_pardus ENSPPRG00000024425
panthera_tigris_altaica ENSPTIG00000010003
felis_catus ENSFCAG00000046502
ovis_aries ENSOARG00000010105
capra_hircus ENSCHIG00000000069
bos_taurus ENSBTAG00000001656
bos_mutus ENSBMUG00000012189
bison_bison_bison ENSBBBG00000016012
castor_canadensis ENSCCNG00000026202
dipodomys_ordii ENSDORG00000025850
urocitellus_parryii ENSUPAG00010002530
spermophilus_dauricus ENSSDAG00000004352
marmota_marmota_marmota ENSMMMG00000021353
cricetulus_griseus_chok1gshd ENSCGRG00001023811
cricetulus_griseus_crigri ENSCGRG00000000992
cricetulus_griseus_crigri-picr ENSCGRG00015016550
mesocricetus_auratus ENSMAUG00000010787
peromyscus_maniculatus_bairdii ENSPEMG00000008045
microtus_ochrogaster ENSMOCG00000008162
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019905
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019903
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019904
mus_spicilegus ENSMSIG00000026609
mus_musculus ENSMUSG00000072676
mus_musculus ENSMUSG00000021867
mus_musculus ENSMUSG00000072680
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019026
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019027
mus_pahari MGP_PahariEiJ_G0030038
mus_pahari MGP_PahariEiJ_G0030039
meriones_unguiculatus ENSMUGG00000025123
nannospalax_galili ENSNGAG00000003387
jaculus_jaculus ENSJJAG00000024320
heterocephalus_glaber_male ENSHGLG00100008625
heterocephalus_glaber_female ENSHGLG00000017035
octodon_degus ENSODEG00000004996
cavia_porcellus ENSCPOG00000030137
tupaia_belangeri ENSTBEG00000003050
otolemur_garnettii ENSOGAG00000028898
pteropus_vampyrus ENSPVAG00000016525
myotis_lucifugus ENSMLUG00000007585
tursiops_truncatus ENSTTRG00000006122
sus_scrofa ENSSSCG00000024300
vicugna_pacos ENSVPAG00000004320
sorex_araneus ENSSARG00000004909
erinaceus_europaeus ENSEEUG00000014625
ursus_americanus ENSUAMG00000012602
canis_lupus_familiaris ENSCAFG00000015748
echinops_telfairi ENSETEG00000009204
procavia_capensis ENSPCAG00000008942
dasypus_novemcinctus ENSDNOG00000044588
sarcophilus_harrisii ENSSHAG00000005914
phascolarctos_cinereus ENSPCIG00000000002
monodelphis_domestica ENSMODG00000001146
ornithorhynchus_anatinus ENSOANG00000019840
anolis_carolinensis ENSACAG00000029541
anolis_carolinensis ENSACAG00000028835
pogona_vitticeps ENSPVIG00000008265
notechis_scutatus ENSNSUG00000006159
anolis_carolinensis ENSACAG00000029307
anolis_carolinensis ENSACAG00000029402
pogona_vitticeps ENSPVIG00000008264
salvator_merianae ENSSMRG00000006937
salvator_merianae ENSSMRG00000006939
sphenodon_punctatus ENSSPUG00000014339
calidris_pygmaea ENSCPGG00000012237
calidris_pugnax ENSCPUG00000010037
melopsittacus_undulatus ENSMUNG00000016221
serinus_canaria ENSSCAG00000002909
lonchura_striata_domestica ENSLSDG00000011880
junco_hyemalis ENSJHYG00000008394
parus_major ENSPMJG00000003741
lepidothrix_coronata ENSLCOG00000001954
cyanistes_caeruleus ENSCCEG00000009714
zonotrichia_albicollis ENSZALG00000013287
manacus_vitellinus ENSMVIG00005015379
taeniopygia_guttata ENSTGUG00000006337
gallus_gallus ENSGALG00000021231
meleagris_gallopavo ENSMGAG00000001304
coturnix_japonica ENSCJPG00005012771
numida_meleagris ENSNMEG00000013870
anser_brachyrhynchus ENSABRG00000002066
anas_platyrhynchos_platyrhynchos ENSAPLG00000021396
dromaius_novaehollandiae ENSDNVG00000002356
apteryx_rowi ENSARWG00000005662
crocodylus_porosus ENSCPRG00005010073
chelonoidis_abingdonii ENSCABG00000001396
gopherus_agassizii ENSGAGG00000004844
chrysemys_picta_bellii ENSCPBG00000025585
