choloepus_hoffmanni ENSCHOG00000009877
dasypus_novemcinctus ENSDNOG00000037868
dipodomys_ordii ENSDORG00000028859
castor_canadensis ENSCCNG00000030814
mus_spicilegus ENSMSIG00000009932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022245
mus_musculus ENSMUSG00000048905
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021332
mus_pahari MGP_PahariEiJ_G0023650
meriones_unguiculatus ENSMUGG00000023603
cricetulus_griseus_chok1gshd ENSCGRG00001019118
cricetulus_griseus_crigri-picr ENSCGRG00015016013
cricetulus_griseus_crigri ENSCGRG00000002615
mesocricetus_auratus ENSMAUG00000015521
microtus_ochrogaster ENSMOCG00000009438
peromyscus_maniculatus_bairdii ENSPEMG00000012017
nannospalax_galili ENSNGAG00000018282
jaculus_jaculus ENSJJAG00000013964
urocitellus_parryii ENSUPAG00010015770
ictidomys_tridecemlineatus ENSSTOG00000007388
chinchilla_lanigera ENSCLAG00000011215
oryctolagus_cuniculus ENSOCUG00000008639
ochotona_princeps ENSOPRG00000016550
tupaia_belangeri ENSTBEG00000008284
pan_troglodytes ENSPTRG00000018101
pan_paniscus ENSPPAG00000033922
homo_sapiens ENSG00000189325
gorilla_gorilla ENSGGOG00000007022
pongo_abelii ENSPPYG00000016543
nomascus_leucogenys ENSNLEG00000009064
colobus_angolensis_palliatus ENSCANG00000024559
piliocolobus_tephrosceles ENSPTEG00000032320
rhinopithecus_roxellana ENSRROG00000039829
rhinopithecus_bieti ENSRBIG00000044492
papio_anubis ENSPANG00000016838
theropithecus_gelada ENSTGEG00000029531
cercocebus_atys ENSCATG00000044674
macaca_fascicularis ENSMFAG00000046079
macaca_nemestrina ENSMNEG00000039042
mandrillus_leucophaeus ENSMLEG00000040000
chlorocebus_sabaeus ENSCSAG00000010228
saimiri_boliviensis_boliviensis ENSSBOG00000020368
cebus_capucinus ENSCCAG00000037372
callithrix_jacchus ENSCJAG00000016001
aotus_nancymaae ENSANAG00000030362
carlito_syrichta ENSTSYG00000033268
propithecus_coquereli ENSPCOG00000011314
microcebus_murinus ENSMICG00000011173
prolemur_simus ENSPSMG00000011364
otolemur_garnettii ENSOGAG00000031171
capra_hircus ENSCHIG00000024841
ovis_aries ENSOARG00000013271
bison_bison_bison ENSBBBG00000002706
bos_mutus ENSBMUG00000012819
bos_taurus ENSBTAG00000017617
tursiops_truncatus ENSTTRG00000010765
sus_scrofa ENSSSCG00000001560
ursus_americanus ENSUAMG00000024689
ursus_maritimus ENSUMAG00000010007
ailuropoda_melanoleuca ENSAMEG00000000331
neovison_vison ENSNVIG00000024297
mustela_putorius_furo ENSMPUG00000004090
canis_lupus_familiaris ENSCAFG00000001393
canis_lupus_dingo ENSCAFG00020007215
vulpes_vulpes ENSVVUG00000026209
panthera_pardus ENSPPRG00000020238
panthera_tigris_altaica ENSPTIG00000021932
felis_catus ENSFCAG00000001752
pteropus_vampyrus ENSPVAG00000014614
myotis_lucifugus ENSMLUG00000000855
erinaceus_europaeus ENSEEUG00000012484
equus_caballus ENSECAG00000013634
equus_asinus_asinus ENSEASG00005021313
loxodonta_africana ENSLAFG00000009715
procavia_capensis ENSPCAG00000001451
echinops_telfairi ENSETEG00000014080
phascolarctos_cinereus ENSPCIG00000021323
