ciona_savignyi ENSCSAVG00000000945
ciona_intestinalis ENSCING00000001929
monopterus_albus ENSMALG00000017100
gadus_morhua ENSGMOG00000016135
paramormyrops_kingsleyae ENSPKIG00000009030
ochotona_princeps ENSOPRG00000001849
microtus_ochrogaster ENSMOCG00000011833
carlito_syrichta ENSTSYG00000025746
tupaia_belangeri ENSTBEG00000009121
dasypus_novemcinctus ENSDNOG00000046816
procavia_capensis ENSPCAG00000010427
ornithorhynchus_anatinus ENSOANG00000006391
lonchura_striata_domestica ENSLSDG00000000385
serinus_canaria ENSSCAG00000009145
parus_major ENSPMJG00000012056
ficedula_albicollis ENSFALG00000002645
junco_hyemalis ENSJHYG00000010852
lepidothrix_coronata ENSLCOG00000014273
manacus_vitellinus ENSMVIG00005000428
cyanistes_caeruleus ENSCCEG00000017970
calidris_pygmaea ENSCPGG00000008289
calidris_pugnax ENSCPUG00000011037
meleagris_gallopavo ENSMGAG00000008837
coturnix_japonica ENSCJPG00005002405
gallus_gallus ENSGALG00000000802
numida_meleagris ENSNMEG00000005486
anser_brachyrhynchus ENSABRG00000003209
anas_platyrhynchos_platyrhynchos ENSAPLG00000015238
melopsittacus_undulatus ENSMUNG00000001366
apteryx_owenii ENSAOWG00000001066
apteryx_rowi ENSARWG00000000684
dromaius_novaehollandiae ENSDNVG00000001795
crocodylus_porosus ENSCPRG00005008694
chelonoidis_abingdonii ENSCABG00000016783
gopherus_agassizii ENSGAGG00000002279
chrysemys_picta_bellii ENSCPBG00000027006
anolis_carolinensis ENSACAG00000008085
pogona_vitticeps ENSPVIG00000011327
notechis_scutatus ENSNSUG00000020379
petromyzon_marinus ENSPMAG00000001491
eptatretus_burgeri ENSEBUG00000000887
chrysemys_picta_bellii ENSCPBG00000028155
chelonoidis_abingdonii ENSCABG00000011819
crocodylus_porosus ENSCPRG00005002747
anolis_carolinensis ENSACAG00000005719
pogona_vitticeps ENSPVIG00000001714
notechis_scutatus ENSNSUG00000013341
sphenodon_punctatus ENSSPUG00000009776
apteryx_haastii ENSAHAG00000016137
apteryx_owenii ENSAOWG00000013438
apteryx_rowi ENSARWG00000007503
dromaius_novaehollandiae ENSDNVG00000010343
nothoprocta_perdicaria ENSNPEG00000004967
anser_brachyrhynchus ENSABRG00000015691
anas_platyrhynchos_platyrhynchos ENSAPLG00000004911
gallus_gallus ENSGALG00000035816
coturnix_japonica ENSCJPG00005021544
meleagris_gallopavo ENSMGAG00000009187
numida_meleagris ENSNMEG00000011296
lonchura_striata_domestica ENSLSDG00000014557
taeniopygia_guttata ENSTGUG00000008836
junco_hyemalis ENSJHYG00000004973
zonotrichia_albicollis ENSZALG00000014232
ficedula_albicollis ENSFALG00000001271
cyanistes_caeruleus ENSCCEG00000014044
parus_major ENSPMJG00000000162
manacus_vitellinus ENSMVIG00005002068
melopsittacus_undulatus ENSMUNG00000010496
