procavia_capensis ENSPCAG00000009691
jaculus_jaculus ENSJJAG00000022638
ursus_americanus ENSUAMG00000006049
ailuropoda_melanoleuca ENSAMEG00000012390
neovison_vison ENSNVIG00000010495
canis_lupus ENSCAFG00020011915
canis_lupus ENSCAFG00000001837
felis_catus ENSFCAG00000009722
panthera_pardus ENSPPRG00000000794
pteropus_vampyrus ENSPVAG00000008743
oryctolagus_cuniculus ENSOCUG00000021203
castor_canadensis ENSCCNG00000016361
microcebus_murinus ENSMICG00000008364
otolemur_garnettii ENSOGAG00000027385
loxodonta_africana ENSLAFG00000010299
phascolarctos_cinereus ENSPCIG00000030205
phascolarctos_cinereus ENSPCIG00000030687
notamacropus_eugenii ENSMEUG00000010974
vombatus_ursinus ENSVURG00010005393
sarcophilus_harrisii ENSSHAG00000013031
monodelphis_domestica ENSMODG00000018979
macaca_mulatta ENSMMUG00000013990
macaca_fascicularis ENSMFAG00000038043
macaca_nemestrina ENSMNEG00000026166
papio_anubis ENSPANG00000020870
theropithecus_gelada ENSTGEG00000029643
cercocebus_atys ENSCATG00000034825
piliocolobus_tephrosceles ENSPTEG00000016866
colobus_angolensis ENSCANG00000036880
rhinopithecus_roxellana ENSRROG00000012689
rhinopithecus_bieti ENSRBIG00000033326
homo_sapiens ENSG00000112667
pan_troglodytes ENSPTRG00000029662
pongo_abelii ENSPPYG00000016635
cebus_capucinus ENSCCAG00000021417
callithrix_jacchus ENSCJAG00000005337
aotus_nancymaae ENSANAG00000025672
ursus_maritimus ENSUMAG00000006141
panthera_tigris ENSPTIG00000017589
bos_indicus ENSBIXG00000012706
bos_indicus ENSBIXG00005008144
tursiops_truncatus ENSTTRG00000007022
gorilla_gorilla ENSGGOG00000011357
pan_paniscus ENSPPAG00000039553
chlorocebus_sabaeus ENSCSAG00000011657
mandrillus_leucophaeus ENSMLEG00000041639
saimiri_boliviensis ENSSBOG00000035435
nomascus_leucogenys ENSNLEG00000000516
carlito_syrichta ENSTSYG00000037043
spermophilus_dauricus ENSSDAG00000014671
prolemur_simus ENSPSMG00000017681
propithecus_coquereli ENSPCOG00000020070
equus_caballus ENSECAG00000006660
equus_asinus ENSEASG00005003237
erinaceus_europaeus ENSEEUG00000005917
sus_scrofa ENSSSCG00000026568
ochotona_princeps ENSOPRG00000002618
bos_indicus ENSBIXG00005008153
