xiphophorus_maculatus ENSXMAG00000025136
xiphophorus_couchianus ENSXCOG00000010665
gambusia_affinis ENSGAFG00000003554
poecilia_latipinna ENSPLAG00000021309
poecilia_mexicana ENSPMEG00000004685
astatotilapia_calliptera ENSACLG00000014692
maylandia_zebra ENSMZEG00005008286
maylandia_zebra ENSMZEG00005024632
pundamilia_nyererei ENSPNYG00000006045
neolamprologus_brichardi ENSNBRG00000016267
anabas_testudineus ENSATEG00000004615
esox_lucius ENSELUG00000023787
esox_lucius ENSELUG00000023776
esox_lucius ENSELUG00000017806
eptatretus_burgeri ENSEBUG00000010520
