anas_platyrhynchos_platyrhynchos ENSAPLG00000008916
anser_brachyrhynchus ENSABRG00000016112
meleagris_gallopavo ENSMGAG00000013016
gallus_gallus ENSGALG00000036085
coturnix_japonica ENSCJPG00005010690
numida_meleagris ENSNMEG00000010285
zonotrichia_albicollis ENSZALG00000014791
junco_hyemalis ENSJHYG00000003549
serinus_canaria ENSSCAG00000000097
lonchura_striata_domestica ENSLSDG00000013690
taeniopygia_guttata ENSTGUG00000012748
cyanistes_caeruleus ENSCCEG00000012641
parus_major ENSPMJG00000013193
ficedula_albicollis ENSFALG00000009532
manacus_vitellinus ENSMVIG00005011543
manacus_vitellinus ENSMVIG00005011539
lepidothrix_coronata ENSLCOG00000013459
calidris_pugnax ENSCPUG00000010404
calidris_pygmaea ENSCPGG00000001212
apteryx_haastii ENSAHAG00000007576
apteryx_rowi ENSARWG00000009870
apteryx_owenii ENSAOWG00000014896
nothoprocta_perdicaria ENSNPEG00000015807
dromaius_novaehollandiae ENSDNVG00000019077
crocodylus_porosus ENSCPRG00005013802
gopherus_agassizii ENSGAGG00000006854
chelonoidis_abingdonii ENSCABG00000009543
chrysemys_picta_bellii ENSCPBG00000019043
pelodiscus_sinensis ENSPSIG00000008682
anolis_carolinensis ENSACAG00000001715
anolis_carolinensis ENSACAG00000023419
pogona_vitticeps ENSPVIG00000003277
salvator_merianae ENSSMRG00000008239
sphenodon_punctatus ENSSPUG00000005930
xenopus_tropicalis ENSXETG00000004050
latimeria_chalumnae ENSLACG00000003436
paramormyrops_kingsleyae ENSPKIG00000008378
scleropages_formosus ENSSFOG00015006126
monopterus_albus ENSMALG00000000880
monopterus_albus ENSMALG00000000827
mastacembelus_armatus ENSMAMG00000014434
anabas_testudineus ENSATEG00000002589
scophthalmus_maximus ENSSMAG00000016442
cynoglossus_semilaevis ENSCSEG00000002510
seriola_dumerili ENSSDUG00000021971
seriola_lalandi_dorsalis ENSSLDG00000015993
amphiprion_ocellaris ENSAOCG00000019841
amphiprion_percula ENSAPEG00000019454
acanthochromis_polyacanthus ENSAPOG00000014874
stegastes_partitus ENSSPAG00000005268
maylandia_zebra ENSMZEG00005017341
pundamilia_nyererei ENSPNYG00000022867
astatotilapia_calliptera ENSACLG00000022573
haplochromis_burtoni ENSHBUG00000020261
neolamprologus_brichardi ENSNBRG00000004922
oreochromis_niloticus ENSONIG00000019477
amphilophus_citrinellus ENSACIG00000022189
fundulus_heteroclitus ENSFHEG00000000167
cyprinodon_variegatus ENSCVAG00000017231
poecilia_formosa ENSPFOG00000022714
poecilia_mexicana ENSPMEG00000002789
poecilia_latipinna ENSPLAG00000002106
poecilia_reticulata ENSPREG00000009185
xiphophorus_maculatus ENSXMAG00000001816
gambusia_affinis ENSGAFG00000014670
kryptolebias_marmoratus ENSKMAG00000017124
oryzias_latipes_asm223469v1 ENSORLG00015001343
oryzias_latipes ENSORLG00000012975
oryzias_latipes ENSORLG00020002835
oryzias_melastigma ENSOMEG00000015160
labrus_bergylta ENSLBEG00000025872
gasterosteus_aculeatus ENSGACG00000004688
tetraodon_nigroviridis ENSTNIG00000006235
tetraodon_nigroviridis ENSTNIG00000001867
mola_mola ENSMMOG00000016778
hippocampus_comes ENSHCOG00000009206
periophthalmus_magnuspinnatus ENSPMGG00000005578
gadus_morhua ENSGMOG00000011348
esox_lucius ENSELUG00000024485
lepisosteus_oculatus ENSLOCG00000008541
