seriola_lalandi_dorsalis ENSSLDG00000015003
seriola_dumerili ENSSDUG00000001063
labrus_bergylta ENSLBEG00000009482
monopterus_albus ENSMALG00000011290
anabas_testudineus ENSATEG00000005871
cynoglossus_semilaevis ENSCSEG00000004761
takifugu_rubripes ENSTRUG00000015222
tetraodon_nigroviridis ENSTNIG00000018425
mola_mola ENSMMOG00000001662
gasterosteus_aculeatus ENSGACG00000008334
scophthalmus_maximus ENSSMAG00000020282
mastacembelus_armatus ENSMAMG00000013339
fundulus_heteroclitus ENSFHEG00000015277
cyprinodon_variegatus ENSCVAG00000012103
poecilia_mexicana ENSPMEG00000001464
poecilia_formosa ENSPFOG00000003598
poecilia_latipinna ENSPLAG00000015511
poecilia_reticulata ENSPREG00000001171
gambusia_affinis ENSGAFG00000005602
xiphophorus_maculatus ENSXMAG00000013912
xiphophorus_couchianus ENSXCOG00000019797
kryptolebias_marmoratus ENSKMAG00000014869
stegastes_partitus ENSSPAG00000012709
amphiprion_percula ENSAPEG00000010544
amphiprion_ocellaris ENSAOCG00000003870
acanthochromis_polyacanthus ENSAPOG00000017883
oryzias_latipes ENSORLG00000007692
oryzias_latipes_asm223469v1 ENSORLG00015021291
oryzias_latipes ENSORLG00020015191
oryzias_melastigma ENSOMEG00000021045
astatotilapia_calliptera ENSACLG00000003614
maylandia_zebra ENSMZEG00005014176
haplochromis_burtoni ENSHBUG00000017511
pundamilia_nyererei ENSPNYG00000015359
neolamprologus_brichardi ENSNBRG00000016223
oreochromis_niloticus ENSONIG00000002971
amphilophus_citrinellus ENSACIG00000016058
hippocampus_comes ENSHCOG00000005341
periophthalmus_magnuspinnatus ENSPMGG00000011799
gadus_morhua ENSGMOG00000008670
esox_lucius ENSELUG00000008064
pygocentrus_nattereri ENSPNAG00000008930
ictalurus_punctatus ENSIPUG00000003222
danio_rerio ENSDARG00000092158
scleropages_formosus ENSSFOG00015021577
paramormyrops_kingsleyae ENSPKIG00000009516
