mastacembelus_armatus ENSMAMG00000001877
anabas_testudineus ENSATEG00000024622
astatotilapia_calliptera ENSACLG00000024019
maylandia_zebra ENSMZEG00005011527
pundamilia_nyererei ENSPNYG00000005056
haplochromis_burtoni ENSHBUG00000014940
neolamprologus_brichardi ENSNBRG00000008349
fundulus_heteroclitus ENSFHEG00000009082
cyprinodon_variegatus ENSCVAG00000007201
poecilia_reticulata ENSPREG00000015175
poecilia_latipinna ENSPLAG00000021151
poecilia_mexicana ENSPMEG00000021401
xiphophorus_maculatus ENSXMAG00000023221
gambusia_affinis ENSGAFG00000001189
labrus_bergylta ENSLBEG00000003931
oryzias_melastigma ENSOMEG00000017828
monopterus_albus ENSMALG00000002904
stegastes_partitus ENSSPAG00000019449
cynoglossus_semilaevis ENSCSEG00000009334
ictalurus_punctatus ENSIPUG00000018042
scleropages_formosus ENSSFOG00015011769
maylandia_zebra ENSMZEG00005026153
astatotilapia_calliptera ENSACLG00000000128
haplochromis_burtoni ENSHBUG00000017681
gopherus_agassizii ENSGAGG00000001507
chelonoidis_abingdonii ENSCABG00000019376
equus_caballus ENSECAG00000037670
castor_canadensis ENSCCNG00000009021
