apteryx_haastii ENSAHAG00000013755
apteryx_owenii ENSAOWG00000016145
apteryx_rowi ENSARWG00000003568
nothoprocta_perdicaria ENSNPEG00000011120
dromaius_novaehollandiae ENSDNVG00000015102
calidris_pugnax ENSCPUG00000017286
calidris_pygmaea ENSCPGG00000014118
lepidothrix_coronata ENSLCOG00000010748
manacus_vitellinus ENSMVIG00005009687
taeniopygia_guttata ENSTGUG00000017400
lonchura_striata ENSLSDG00000011373
serinus_canaria ENSSCAG00000009842
parus_major ENSPMJG00000018704
cyanistes_caeruleus ENSCCEG00000021256
junco_hyemalis ENSJHYG00000015227
zonotrichia_albicollis ENSZALG00000009013
ficedula_albicollis ENSFALG00000008237
melopsittacus_undulatus ENSMUNG00000014186
gallus_gallus ENSGALG00000004290
meleagris_gallopavo ENSMGAG00000002591
coturnix_japonica ENSCJPG00005021359
numida_meleagris ENSNMEG00000016282
anas_platyrhynchos ENSAPLG00000014572
anser_brachyrhynchus ENSABRG00000015268
crocodylus_porosus ENSCPRG00005006196
gopherus_agassizii ENSGAGG00000013100
chelonoidis_abingdonii ENSCABG00000008814
chelonoidis_abingdonii ENSCABG00000006236
chrysemys_picta ENSCPBG00000014508
pelodiscus_sinensis ENSPSIG00000011648
anolis_carolinensis ENSACAG00000013089
pogona_vitticeps ENSPVIG00000017848
notechis_scutatus ENSNSUG00000014206
salvator_merianae ENSSMRG00000009660
sphenodon_punctatus ENSSPUG00000002774
phascolarctos_cinereus ENSPCIG00000013956
vombatus_ursinus ENSVURG00010008406
notamacropus_eugenii ENSMEUG00000016002
sarcophilus_harrisii ENSSHAG00000016298
monodelphis_domestica ENSMODG00000006041
oryctolagus_cuniculus ENSOCUG00000005167
ochotona_princeps ENSOPRG00000009703
tupaia_belangeri ENSTBEG00000011874
microtus_ochrogaster ENSMOCG00000023001
peromyscus_maniculatus ENSPEMG00000020018
cricetulus_griseus ENSCGRG00000005396
cricetulus_griseus ENSCGRG00001015147
cricetulus_griseus ENSCGRG00015015125
mesocricetus_auratus ENSMAUG00000013871
mus_spicilegus ENSMSIG00000015313
mus_spretus MGP_SPRETEiJ_G0015548
mus_musculus ENSMUSG00000033544
mus_caroli MGP_CAROLIEiJ_G0014741
mus_pahari MGP_PahariEiJ_G0027977
rattus_norvegicus ENSRNOG00000004712
meriones_unguiculatus ENSMUGG00000003235
nannospalax_galili ENSNGAG00000019807
erinaceus_europaeus ENSEEUG00000011988
sorex_araneus ENSSARG00000014292
dasypus_novemcinctus ENSDNOG00000031349
capra_hircus ENSCHIG00000009736
ovis_aries ENSOARG00000016322
bos_indicus ENSBIXG00000014860
bos_indicus ENSBIXG00005029728
bos_taurus ENSBTAG00000010719
bos_mutus ENSBMUG00000026614
bison_bison ENSBBBG00000003159
tursiops_truncatus ENSTTRG00000009096
vicugna_pacos ENSVPAG00000005502
sus_scrofa ENSSSCG00000015522
mustela_putorius ENSMPUG00000005162
neovison_vison ENSNVIG00000007471
ursus_americanus ENSUAMG00000016968
ursus_maritimus ENSUMAG00000020552
ailuropoda_melanoleuca ENSAMEG00000014608
canis_lupus ENSCAFG00000014005
