monopterus_albus ENSMALG00000001882
mastacembelus_armatus ENSMAMG00000018951
anabas_testudineus ENSATEG00000007512
seriola_dumerili ENSSDUG00000017976
seriola_lalandi_dorsalis ENSSLDG00000016869
labrus_bergylta ENSLBEG00000021472
gasterosteus_aculeatus ENSGACG00000018538
fundulus_heteroclitus ENSFHEG00000004350
cyprinodon_variegatus ENSCVAG00000013362
poecilia_latipinna ENSPLAG00000020359
poecilia_formosa ENSPFOG00000004582
poecilia_mexicana ENSPMEG00000020440
poecilia_reticulata ENSPREG00000007716
xiphophorus_couchianus ENSXCOG00000000131
xiphophorus_maculatus ENSXMAG00000003872
gambusia_affinis ENSGAFG00000013447
kryptolebias_marmoratus ENSKMAG00000008156
oryzias_latipes ENSORLG00000018790
oryzias_latipes ENSORLG00020002090
oryzias_latipes_asm223469v1 ENSORLG00015013870
oryzias_melastigma ENSOMEG00000004504
amphiprion_ocellaris ENSAOCG00000015719
amphiprion_percula ENSAPEG00000021629
acanthochromis_polyacanthus ENSAPOG00000010709
stegastes_partitus ENSSPAG00000022892
maylandia_zebra ENSMZEG00005001052
astatotilapia_calliptera ENSACLG00000005191
pundamilia_nyererei ENSPNYG00000003541
haplochromis_burtoni ENSHBUG00000013456
neolamprologus_brichardi ENSNBRG00000004046
oreochromis_niloticus ENSONIG00000012613
amphilophus_citrinellus ENSACIG00000012436
scophthalmus_maximus ENSSMAG00000011508
hippocampus_comes ENSHCOG00000002362
takifugu_rubripes ENSTRUG00000007171
tetraodon_nigroviridis ENSTNIG00000007208
mola_mola ENSMMOG00000011813
xiphophorus_couchianus ENSXCOG00000000292
cynoglossus_semilaevis ENSCSEG00000018006
periophthalmus_magnuspinnatus ENSPMGG00000005739
gadus_morhua ENSGMOG00000003931
esox_lucius ENSELUG00000000869
astyanax_mexicanus ENSAMXG00000033525
pygocentrus_nattereri ENSPNAG00000023503
ictalurus_punctatus ENSIPUG00000007164
danio_rerio ENSDARG00000031985
scleropages_formosus ENSSFOG00015016682
paramormyrops_kingsleyae ENSPKIG00000024438
lepisosteus_oculatus ENSLOCG00000002220
salvator_merianae ENSSMRG00000021348
pogona_vitticeps ENSPVIG00000018091
sphenodon_punctatus ENSSPUG00000013747
anolis_carolinensis ENSACAG00000011425
notechis_scutatus ENSNSUG00000001224
sphenodon_punctatus ENSSPUG00000004086
sphenodon_punctatus ENSSPUG00000013737
apteryx_haastii ENSAHAG00000015309
apteryx_owenii ENSAOWG00000015708
apteryx_rowi ENSARWG00000015267
dromaius_novaehollandiae ENSDNVG00000016107
nothoprocta_perdicaria ENSNPEG00000001312
calidris_pugnax ENSCPUG00000011114
calidris_pygmaea ENSCPGG00000009415
melopsittacus_undulatus ENSMUNG00000008766
coturnix_japonica ENSCJPG00005020370
meleagris_gallopavo ENSMGAG00000004950
gallus_gallus ENSGALG00000036965
numida_meleagris ENSNMEG00000007735
taeniopygia_guttata ENSTGUG00000004393
lonchura_striata_domestica ENSLSDG00000003197
serinus_canaria ENSSCAG00000005005
cyanistes_caeruleus ENSCCEG00000024266
parus_major ENSPMJG00000006946
ficedula_albicollis ENSFALG00000001430
junco_hyemalis ENSJHYG00000007344
zonotrichia_albicollis ENSZALG00000005478
lepidothrix_coronata ENSLCOG00000012568
manacus_vitellinus ENSMVIG00005001164
anser_brachyrhynchus ENSABRG00000020753
anas_platyrhynchos_platyrhynchos ENSAPLG00000007782
crocodylus_porosus ENSCPRG00005003805
gopherus_agassizii ENSGAGG00000021063
chelonoidis_abingdonii ENSCABG00000004699
chrysemys_picta_bellii ENSCPBG00000022756
pelodiscus_sinensis ENSPSIG00000005416
procavia_capensis ENSPCAG00000015975
echinops_telfairi ENSETEG00000005750
choloepus_hoffmanni ENSCHOG00000009985
dasypus_novemcinctus ENSDNOG00000039209
ursus_americanus ENSUAMG00000008968
ursus_maritimus ENSUMAG00000020289
ailuropoda_melanoleuca ENSAMEG00000015969
neovison_vison ENSNVIG00000016504
mustela_putorius_furo ENSMPUG00000012951
canis_lupus_dingo ENSCAFG00020023642
canis_lupus_familiaris ENSCAFG00000019991
vulpes_vulpes ENSVVUG00000027345
panthera_pardus ENSPPRG00000010217
panthera_tigris_altaica ENSPTIG00000005396
felis_catus ENSFCAG00000005882
bos_mutus ENSBMUG00000001090
bos_taurus ENSBTAG00000001933
bison_bison_bison ENSBBBG00000006472
capra_hircus ENSCHIG00000018428
ovis_aries ENSOARG00000008804
tursiops_truncatus ENSTTRG00000013575
sus_scrofa ENSSSCG00000005672
pteropus_vampyrus ENSPVAG00000002541
equus_caballus ENSECAG00000007349
myotis_lucifugus ENSMLUG00000011320
propithecus_coquereli ENSPCOG00000027977
prolemur_simus ENSPSMG00000019620
microcebus_murinus ENSMICG00000005925
colobus_angolensis_palliatus ENSCANG00000042905
piliocolobus_tephrosceles ENSPTEG00000004843
macaca_fascicularis ENSMFAG00000036348
macaca_nemestrina ENSMNEG00000037634
macaca_mulatta ENSMMUG00000002515
theropithecus_gelada ENSTGEG00000016876
papio_anubis ENSPANG00000025963
cercocebus_atys ENSCATG00000033020
mandrillus_leucophaeus ENSMLEG00000042722
chlorocebus_sabaeus ENSCSAG00000014550
pan_troglodytes ENSPTRG00000044510
pan_troglodytes ENSPTRG00000021453
pan_paniscus ENSPPAG00000040780
homo_sapiens ENSG00000119383
pongo_abelii ENSPPYG00000019675
rhinopithecus_bieti ENSRBIG00000039155
rhinopithecus_roxellana ENSRROG00000034288
saimiri_boliviensis_boliviensis ENSSBOG00000025076
cebus_capucinus ENSCCAG00000036157
callithrix_jacchus ENSCJAG00000020295
aotus_nancymaae ENSANAG00000022142
otolemur_garnettii ENSOGAG00000033098
otolemur_garnettii ENSOGAG00000031326
nomascus_leucogenys ENSNLEG00000017644
castor_canadensis ENSCCNG00000028707
dipodomys_ordii ENSDORG00000006842
mus_spicilegus ENSMSIG00000018627
mus_musculus ENSMUSG00000039515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023396
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024313
mus_pahari MGP_PahariEiJ_G0024853
rattus_norvegicus ENSRNOG00000018457
meriones_unguiculatus ENSMUGG00000009959
cricetulus_griseus_crigri-picr ENSCGRG00015016362
cricetulus_griseus_chok1gshd ENSCGRG00001023315
cricetulus_griseus_crigri ENSCGRG00000000638
mesocricetus_auratus ENSMAUG00000019894
peromyscus_maniculatus_bairdii ENSPEMG00000004930
microtus_ochrogaster ENSMOCG00000019410
nannospalax_galili ENSNGAG00000007141
jaculus_jaculus ENSJJAG00000019117
ochotona_princeps ENSOPRG00000004342
heterocephalus_glaber_male ENSHGLG00100014055
heterocephalus_glaber_female ENSHGLG00000012591
fukomys_damarensis ENSFDAG00000012591
octodon_degus ENSODEG00000016771
chinchilla_lanigera ENSCLAG00000001536
cavia_porcellus ENSCPOG00000008300
ictidomys_tridecemlineatus ENSSTOG00000001500
urocitellus_parryii ENSUPAG00010018100
spermophilus_dauricus ENSSDAG00000001143
marmota_marmota_marmota ENSMMMG00000013016
carlito_syrichta ENSTSYG00000026186
tupaia_belangeri ENSTBEG00000011685
vicugna_pacos ENSVPAG00000008043
canis_lupus_dingo ENSCAFG00020023640
equus_asinus_asinus ENSEASG00005008338
oryctolagus_cuniculus ENSOCUG00000003042
loxodonta_africana ENSLAFG00000016517
notamacropus_eugenii ENSMEUG00000002556
phascolarctos_cinereus ENSPCIG00000030192
sarcophilus_harrisii ENSSHAG00000000348
