calidris_pugnax ENSCPUG00000012404
calidris_pygmaea ENSCPGG00000017345
melopsittacus_undulatus ENSMUNG00000003075
lepidothrix_coronata ENSLCOG00000004323
manacus_vitellinus ENSMVIG00005005602
lonchura_striata_domestica ENSLSDG00000015406
serinus_canaria ENSSCAG00000002496
zonotrichia_albicollis ENSZALG00000017823
junco_hyemalis ENSJHYG00000005755
taeniopygia_guttata ENSTGUG00000001994
ficedula_albicollis ENSFALG00000008216
cyanistes_caeruleus ENSCCEG00000023830
parus_major ENSPMJG00000007658
anser_brachyrhynchus ENSABRG00000007087
anas_platyrhynchos_platyrhynchos ENSAPLG00000006840
meleagris_gallopavo ENSMGAG00000010577
coturnix_japonica ENSCJPG00005003281
numida_meleagris ENSNMEG00000019113
apteryx_haastii ENSAHAG00000008955
apteryx_owenii ENSAOWG00000001898
apteryx_rowi ENSARWG00000005370
dromaius_novaehollandiae ENSDNVG00000009485
nothoprocta_perdicaria ENSNPEG00000008727
