gasterosteus_aculeatus ENSGACG00000004411
tetraodon_nigroviridis ENSTNIG00000012923
acanthochromis_polyacanthus ENSAPOG00000009753
gadus_morhua ENSGMOG00000019266
nomascus_leucogenys ENSNLEG00000010211
tupaia_belangeri ENSTBEG00000007143
ochotona_princeps ENSOPRG00000014299
vicugna_pacos ENSVPAG00000011932
tursiops_truncatus ENSTTRG00000014568
pteropus_vampyrus ENSPVAG00000009744
ailuropoda_melanoleuca ENSAMEG00000009631
otolemur_garnettii ENSOGAG00000033417
mesocricetus_auratus ENSMAUG00000000732
choloepus_hoffmanni ENSCHOG00000005570
dasypus_novemcinctus ENSDNOG00000004517
loxodonta_africana ENSLAFG00000000074
procavia_capensis ENSPCAG00000016698
echinops_telfairi ENSETEG00000007230
notamacropus_eugenii ENSMEUG00000014961
taeniopygia_guttata ENSTGUG00000005083
nothoprocta_perdicaria ENSNPEG00000014771
pelodiscus_sinensis ENSPSIG00000017348
pogona_vitticeps ENSPVIG00000019362
ciona_savignyi ENSCSAVG00000010839
