cyanistes_caeruleus ENSCCEG00000001250
lonchura_striata_domestica ENSLSDG00000017362
junco_hyemalis ENSJHYG00000007406
taeniopygia_guttata ENSTGUG00000000004
parus_major ENSPMJG00000006083
zonotrichia_albicollis ENSZALG00000015749
ficedula_albicollis ENSFALG00000003406
manacus_vitellinus ENSMVIG00005017879
melopsittacus_undulatus ENSMUNG00000004031
calidris_pygmaea ENSCPGG00000013428
calidris_pugnax ENSCPUG00000008755
gallus_gallus ENSGALG00000017365
meleagris_gallopavo ENSMGAG00000009757
dromaius_novaehollandiae ENSDNVG00000011983
nothoprocta_perdicaria ENSNPEG00000005216
numida_meleagris ENSNMEG00000000928
coturnix_japonica ENSCJPG00005020866
anas_platyrhynchos_platyrhynchos ENSAPLG00000013090
serinus_canaria ENSSCAG00000002925
apteryx_owenii ENSAOWG00000006182
apteryx_rowi ENSARWG00000000512
apteryx_haastii ENSAHAG00000003921
crocodylus_porosus ENSCPRG00005015096
chelonoidis_abingdonii ENSCABG00000012814
gopherus_agassizii ENSGAGG00000024675
chrysemys_picta_bellii ENSCPBG00000022053
pelodiscus_sinensis ENSPSIG00000010420
anolis_carolinensis ENSACAG00000007202
pogona_vitticeps ENSPVIG00000024893
notechis_scutatus ENSNSUG00000006894
salvator_merianae ENSSMRG00000007277
sphenodon_punctatus ENSSPUG00000003201
xenopus_tropicalis ENSXETG00000013880
latimeria_chalumnae ENSLACG00000000349
ictalurus_punctatus ENSIPUG00000015184
astyanax_mexicanus ENSAMXG00000036728
pygocentrus_nattereri ENSPNAG00000005024
danio_rerio ENSDARG00000031382
esox_lucius ENSELUG00000015276
scleropages_formosus ENSSFOG00015015755
xiphophorus_maculatus ENSXMAG00000027340
xiphophorus_couchianus ENSXCOG00000004195
gambusia_affinis ENSGAFG00000008239
poecilia_formosa ENSPFOG00000008896
poecilia_reticulata ENSPREG00000004244
poecilia_latipinna ENSPLAG00000000795
poecilia_mexicana ENSPMEG00000004933
fundulus_heteroclitus ENSFHEG00000012936
cyprinodon_variegatus ENSCVAG00000019416
