pygocentrus_nattereri ENSPNAG00000011203
astyanax_mexicanus ENSAMXG00000018157
ictalurus_punctatus ENSIPUG00000001922
danio_rerio ENSDARG00000018312
oryzias_latipes ENSORLG00020009053
oryzias_latipes ENSORLG00000006940
oryzias_latipes ENSORLG00015006021
oryzias_melastigma ENSOMEG00000012793
kryptolebias_marmoratus ENSKMAG00000010228
takifugu_rubripes ENSTRUG00000022108
tetraodon_nigroviridis ENSTNIG00000007197
mola_mola ENSMMOG00000012656
fundulus_heteroclitus ENSFHEG00000004822
cyprinodon_variegatus ENSCVAG00000005817
xiphophorus_maculatus ENSXMAG00000015308
xiphophorus_couchianus ENSXCOG00000001305
gambusia_affinis ENSGAFG00000004749
poecilia_formosa ENSPFOG00000022963
poecilia_latipinna ENSPLAG00000017214
poecilia_mexicana ENSPMEG00000014309
poecilia_reticulata ENSPREG00000011610
amphilophus_citrinellus ENSACIG00000017035
scophthalmus_maximus ENSSMAG00000008051
gasterosteus_aculeatus ENSGACG00000019306
mastacembelus_armatus ENSMAMG00000001360
monopterus_albus ENSMALG00000002477
amphiprion_ocellaris ENSAOCG00000015479
amphiprion_percula ENSAPEG00000007348
acanthochromis_polyacanthus ENSAPOG00000001399
stegastes_partitus ENSSPAG00000010027
astatotilapia_calliptera ENSACLG00000007003
haplochromis_burtoni ENSHBUG00000020820
maylandia_zebra ENSMZEG00005021377
pundamilia_nyererei ENSPNYG00000012869
oreochromis_niloticus ENSONIG00000009256
neolamprologus_brichardi ENSNBRG00000001832
seriola_lalandi ENSSLDG00000022313
seriola_dumerili ENSSDUG00000021532
cynoglossus_semilaevis ENSCSEG00000001341
hippocampus_comes ENSHCOG00000017001
anabas_testudineus ENSATEG00000000367
labrus_bergylta ENSLBEG00000028367
periophthalmus_magnuspinnatus ENSPMGG00000003163
esox_lucius ENSELUG00000010541
scleropages_formosus ENSSFOG00015006020
paramormyrops_kingsleyae ENSPKIG00000011835
lepisosteus_oculatus ENSLOCG00000009640
apteryx_haastii ENSAHAG00000015593
apteryx_rowi ENSARWG00000011139
apteryx_owenii ENSAOWG00000012990
dromaius_novaehollandiae ENSDNVG00000007613
nothoprocta_perdicaria ENSNPEG00000013355
calidris_pygmaea ENSCPGG00000006626
calidris_pugnax ENSCPUG00000007916
melopsittacus_undulatus ENSMUNG00000010057
lepidothrix_coronata ENSLCOG00000009497
manacus_vitellinus ENSMVIG00005008072
lonchura_striata ENSLSDG00000014055
taeniopygia_guttata ENSTGUG00000009141
serinus_canaria ENSSCAG00000005297
junco_hyemalis ENSJHYG00000004924
zonotrichia_albicollis ENSZALG00000017564
cyanistes_caeruleus ENSCCEG00000022727
parus_major ENSPMJG00000016284
ficedula_albicollis ENSFALG00000009342
anser_brachyrhynchus ENSABRG00000013270
anas_platyrhynchos ENSAPLG00000008800
coturnix_japonica ENSCJPG00005018325
meleagris_gallopavo ENSMGAG00000012380
gallus_gallus ENSGALG00000014336
numida_meleagris ENSNMEG00000018955
crocodylus_porosus ENSCPRG00005005574
chelonoidis_abingdonii ENSCABG00000022298
gopherus_agassizii ENSGAGG00000019751
chrysemys_picta ENSCPBG00000013735
pelodiscus_sinensis ENSPSIG00000014939
anolis_carolinensis ENSACAG00000007020
pogona_vitticeps ENSPVIG00000013040
notechis_scutatus ENSNSUG00000015942
salvator_merianae ENSSMRG00000002260
sphenodon_punctatus ENSSPUG00000008072
monodelphis_domestica ENSMODG00000020526
sarcophilus_harrisii ENSSHAG00000000371
phascolarctos_cinereus ENSPCIG00000025460
notamacropus_eugenii ENSMEUG00000004242
oryctolagus_cuniculus ENSOCUG00000003419
ochotona_princeps ENSOPRG00000005705
tupaia_belangeri ENSTBEG00000014331
papio_anubis ENSPANG00000018258
cercocebus_atys ENSCATG00000043220
theropithecus_gelada ENSTGEG00000000517
macaca_fascicularis ENSMFAG00000029954
macaca_nemestrina ENSMNEG00000030854
macaca_mulatta ENSMMUG00000017630
mandrillus_leucophaeus ENSMLEG00000043264
chlorocebus_sabaeus ENSCSAG00000016840
rhinopithecus_roxellana ENSRROG00000009556
rhinopithecus_bieti ENSRBIG00000038230
colobus_angolensis ENSCANG00000036131
piliocolobus_tephrosceles ENSPTEG00000021973
homo_sapiens ENSG00000181826
gorilla_gorilla ENSGGOG00000014944
pan_paniscus ENSPPAG00000030468
pan_troglodytes ENSPTRG00000015978
nomascus_leucogenys ENSNLEG00000017005
callithrix_jacchus ENSCJAG00000020965
cebus_capucinus ENSCCAG00000033964
saimiri_boliviensis ENSSBOG00000022983
aotus_nancymaae ENSANAG00000034604
carlito_syrichta ENSTSYG00000012816
prolemur_simus ENSPSMG00000013307
microcebus_murinus ENSMICG00000046783
propithecus_coquereli ENSPCOG00000008630
otolemur_garnettii ENSOGAG00000001621
ursus_maritimus ENSUMAG00000000523
ursus_americanus ENSUAMG00000024787
ailuropoda_melanoleuca ENSAMEG00000011264
mustela_putorius ENSMPUG00000005911
neovison_vison ENSNVIG00000007645
canis_lupus ENSCAFG00000016265
canis_lupus ENSCAFG00020027397
vulpes_vulpes ENSVVUG00000014443
panthera_pardus ENSPPRG00000003638
panthera_tigris ENSPTIG00000002277
felis_catus ENSFCAG00000000032
equus_caballus ENSECAG00000016126
equus_asinus ENSEASG00005008112
bos_taurus ENSBTAG00000004329
bos_mutus ENSBMUG00000019433
bison_bison ENSBBBG00000004728
ovis_aries ENSOARG00000009733
capra_hircus ENSCHIG00000005379
tursiops_truncatus ENSTTRG00000016613
vicugna_pacos ENSVPAG00000009739
sus_scrofa ENSSSCG00000008772
pteropus_vampyrus ENSPVAG00000008014
myotis_lucifugus ENSMLUG00000028499
erinaceus_europaeus ENSEEUG00000015927
dasypus_novemcinctus ENSDNOG00000039506
choloepus_hoffmanni ENSCHOG00000013696
loxodonta_africana ENSLAFG00000016276
procavia_capensis ENSPCAG00000005970
castor_canadensis ENSCCNG00000015600
dipodomys_ordii ENSDORG00000008354
cricetulus_griseus ENSCGRG00000005716
cricetulus_griseus ENSCGRG00001017215
cricetulus_griseus ENSCGRG00015000136
mesocricetus_auratus ENSMAUG00000015257
peromyscus_maniculatus ENSPEMG00000019052
microtus_ochrogaster ENSMOCG00000013662
mus_musculus ENSMUSG00000047881
mus_spicilegus ENSMSIG00000030817
mus_spretus MGP_SPRETEiJ_G0028230
mus_caroli MGP_CAROLIEiJ_G0027235
mus_pahari MGP_PahariEiJ_G0017017
rattus_norvegicus ENSRNOG00000002192
meriones_unguiculatus ENSMUGG00000003515
nannospalax_galili ENSNGAG00000001591
cavia_aperea ENSCAPG00000009350
cavia_porcellus ENSCPOG00000009761
chinchilla_lanigera ENSCLAG00000010401
octodon_degus ENSODEG00000002376
heterocephalus_glaber ENSHGLG00100014977
heterocephalus_glaber ENSHGLG00000000435
fukomys_damarensis ENSFDAG00000016565
marmota_marmota ENSMMMG00000017587
spermophilus_dauricus ENSSDAG00000008523
ictidomys_tridecemlineatus ENSSTOG00000001374
urocitellus_parryii ENSUPAG00010016993
jaculus_jaculus ENSJJAG00000015408
sorex_araneus ENSSARG00000006370
echinops_telfairi ENSETEG00000003638
ornithorhynchus_anatinus ENSOANG00000010314
xenopus_tropicalis ENSXETG00000018465
xenopus_tropicalis ENSXETG00000030381
