caenorhabditis_elegans_strain_n2 WBGene00009131
drosophila_melanogaster FBgn0031189
notamacropus_eugenii ENSMEUG00000009483
phascolarctos_cinereus ENSPCIG00000006483
sarcophilus_harrisii ENSSHAG00000010184
monodelphis_domestica ENSMODG00000020708
castor_canadensis ENSCCNG00000006277
dipodomys_ordii ENSDORG00000012015
microtus_ochrogaster ENSMOCG00000017219
microtus_ochrogaster ENSMOCG00000009340
peromyscus_maniculatus_bairdii ENSPEMG00000011113
cricetulus_griseus_crigri-picr ENSCGRG00015008706
cricetulus_griseus_chok1gshd ENSCGRG00001020257
cricetulus_griseus_crigri ENSCGRG00000017159
mus_spicilegus ENSMSIG00000009963
mus_musculus ENSMUSG00000004127
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026631
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025676
mus_pahari MGP_PahariEiJ_G0027125
rattus_norvegicus ENSRNOG00000011025
meriones_unguiculatus ENSMUGG00000025327
nannospalax_galili ENSNGAG00000020021
jaculus_jaculus ENSJJAG00000023434
heterocephalus_glaber_female ENSHGLG00000001110
heterocephalus_glaber_male ENSHGLG00100018217
fukomys_damarensis ENSFDAG00000016572
octodon_degus ENSODEG00000004213
chinchilla_lanigera ENSCLAG00000005261
cavia_porcellus ENSCPOG00000011431
cavia_aperea ENSCAPG00000011675
spermophilus_dauricus ENSSDAG00000012114
ictidomys_tridecemlineatus ENSSTOG00000005064
marmota_marmota_marmota ENSMMMG00000008257
oryctolagus_cuniculus ENSOCUG00000015213
oryctolagus_cuniculus ENSOCUG00000029583
ochotona_princeps ENSOPRG00000003689
macaca_nemestrina ENSMNEG00000044321
macaca_fascicularis ENSMFAG00000006620
theropithecus_gelada ENSTGEG00000026012
cercocebus_atys ENSCATG00000031003
papio_anubis ENSPANG00000018463
mandrillus_leucophaeus ENSMLEG00000004088
chlorocebus_sabaeus ENSCSAG00000004098
rhinopithecus_bieti ENSRBIG00000034436
rhinopithecus_roxellana ENSRROG00000031367
piliocolobus_tephrosceles ENSPTEG00000036920
colobus_angolensis_palliatus ENSCANG00000029044
mandrillus_leucophaeus ENSMLEG00000042307
cercocebus_atys ENSCATG00000044371
rhinopithecus_roxellana ENSRROG00000029431
rhinopithecus_bieti ENSRBIG00000034695
pan_troglodytes ENSPTRG00000016307
pan_paniscus ENSPPAG00000039361
homo_sapiens ENSG00000145331
gorilla_gorilla ENSGGOG00000008424
pongo_abelii ENSPPYG00000014952
nomascus_leucogenys ENSNLEG00000033051
cebus_capucinus ENSCCAG00000000867
saimiri_boliviensis_boliviensis ENSSBOG00000022810
callithrix_jacchus ENSCJAG00000041587
aotus_nancymaae ENSANAG00000024493
carlito_syrichta ENSTSYG00000010739
otolemur_garnettii ENSOGAG00000005330
otolemur_garnettii ENSOGAG00000032944
microcebus_murinus ENSMICG00000003507
prolemur_simus ENSPSMG00000019162
tupaia_belangeri ENSTBEG00000003557
tupaia_belangeri ENSTBEG00000009770
ursus_maritimus ENSUMAG00000005078
ursus_americanus ENSUAMG00000009144
ailuropoda_melanoleuca ENSAMEG00000001076
neovison_vison ENSNVIG00000004344
mustela_putorius_furo ENSMPUG00000009601
canis_lupus_familiaris ENSCAFG00000010535
canis_lupus_dingo ENSCAFG00020003276
vulpes_vulpes ENSVVUG00000007905
panthera_tigris_altaica ENSPTIG00000020128
panthera_pardus ENSPPRG00000009807
felis_catus ENSFCAG00000029521
equus_asinus_asinus ENSEASG00005018493
equus_caballus ENSECAG00000012352
bos_mutus ENSBMUG00000008709
bos_taurus ENSBTAG00000000197
bison_bison_bison ENSBBBG00000022485
capra_hircus ENSCHIG00000025147
ovis_aries ENSOARG00000015119
tursiops_truncatus ENSTTRG00000014986
sus_scrofa ENSSSCG00000009180
vicugna_pacos ENSVPAG00000011317
myotis_lucifugus ENSMLUG00000011205
pteropus_vampyrus ENSPVAG00000017665
sorex_araneus ENSSARG00000013405
dasypus_novemcinctus ENSDNOG00000003453
choloepus_hoffmanni ENSCHOG00000010953
procavia_capensis ENSPCAG00000005186
echinops_telfairi ENSETEG00000000107
loxodonta_africana ENSLAFG00000029276
erinaceus_europaeus ENSEEUG00000012795
ornithorhynchus_anatinus ENSOANG00000007147
taeniopygia_guttata ENSTGUG00000003401
taeniopygia_guttata ENSTGUG00000014462
lonchura_striata_domestica ENSLSDG00000009986
serinus_canaria ENSSCAG00000014023
zonotrichia_albicollis ENSZALG00000005650
junco_hyemalis ENSJHYG00000001777
ficedula_albicollis ENSFALG00000006236
parus_major ENSPMJG00000009584
cyanistes_caeruleus ENSCCEG00000021485
manacus_vitellinus ENSMVIG00005000543
lepidothrix_coronata ENSLCOG00000001905
melopsittacus_undulatus ENSMUNG00000002563
calidris_pygmaea ENSCPGG00000004450
calidris_pugnax ENSCPUG00000017052
anser_brachyrhynchus ENSABRG00000011107
anas_platyrhynchos_platyrhynchos ENSAPLG00000002768
gallus_gallus ENSGALG00000012264
coturnix_japonica ENSCJPG00005006955
meleagris_gallopavo ENSMGAG00000011214
numida_meleagris ENSNMEG00000007213
dromaius_novaehollandiae ENSDNVG00000007886
nothoprocta_perdicaria ENSNPEG00000003792
apteryx_owenii ENSAOWG00000005948
apteryx_haastii ENSAHAG00000014091
apteryx_rowi ENSARWG00000017578
crocodylus_porosus ENSCPRG00005012209
chelonoidis_abingdonii ENSCABG00000001107
gopherus_agassizii ENSGAGG00000021576
chrysemys_picta_bellii ENSCPBG00000016224
pelodiscus_sinensis ENSPSIG00000007328
anolis_carolinensis ENSACAG00000012162
pogona_vitticeps ENSPVIG00000011155
notechis_scutatus ENSNSUG00000012578
salvator_merianae ENSSMRG00000013018
sphenodon_punctatus ENSSPUG00000005116
xenopus_tropicalis ENSXETG00000012132
latimeria_chalumnae ENSLACG00000004567
takifugu_rubripes ENSTRUG00000019519
tetraodon_nigroviridis ENSTNIG00000005077
cynoglossus_semilaevis ENSCSEG00000018378
labrus_bergylta ENSLBEG00000014032
gasterosteus_aculeatus ENSGACG00000000892
amphiprion_percula ENSAPEG00000014878
amphiprion_ocellaris ENSAOCG00000008931
acanthochromis_polyacanthus ENSAPOG00000009061
stegastes_partitus ENSSPAG00000006046
astatotilapia_calliptera ENSACLG00000007945
maylandia_zebra ENSMZEG00005012538
pundamilia_nyererei ENSPNYG00000009101
haplochromis_burtoni ENSHBUG00000011705
neolamprologus_brichardi ENSNBRG00000009478
oreochromis_niloticus ENSONIG00000019852
amphilophus_citrinellus ENSACIG00000016686
poecilia_formosa ENSPFOG00000002833
poecilia_mexicana ENSPMEG00000021284
poecilia_reticulata ENSPREG00000004857
gambusia_affinis ENSGAFG00000019262
xiphophorus_maculatus ENSXMAG00000022944
cyprinodon_variegatus ENSCVAG00000001488
fundulus_heteroclitus ENSFHEG00000002823
kryptolebias_marmoratus ENSKMAG00000005389
oryzias_latipes ENSORLG00000012069
oryzias_latipes ENSORLG00020000289
oryzias_latipes_asm223469v1 ENSORLG00015012475
oryzias_melastigma ENSOMEG00000004720
seriola_lalandi_dorsalis ENSSLDG00000014264
seriola_dumerili ENSSDUG00000002688
scophthalmus_maximus ENSSMAG00000018273
mastacembelus_armatus ENSMAMG00000002282
monopterus_albus ENSMALG00000020063
anabas_testudineus ENSATEG00000001123
mola_mola ENSMMOG00000020302
periophthalmus_magnuspinnatus ENSPMGG00000007418
hippocampus_comes ENSHCOG00000004553
gadus_morhua ENSGMOG00000000852
esox_lucius ENSELUG00000016190
astyanax_mexicanus ENSAMXG00000040069
pygocentrus_nattereri ENSPNAG00000018333
ictalurus_punctatus ENSIPUG00000018586
danio_rerio ENSDARG00000036678
paramormyrops_kingsleyae ENSPKIG00000004059
scleropages_formosus ENSSFOG00015018710
lepisosteus_oculatus ENSLOCG00000012298
ciona_savignyi ENSCSAVG00000009713
takifugu_rubripes ENSTRUG00000018087
tetraodon_nigroviridis ENSTNIG00000003250
mola_mola ENSMMOG00000012886
cynoglossus_semilaevis ENSCSEG00000003957
seriola_dumerili ENSSDUG00000007639
seriola_lalandi_dorsalis ENSSLDG00000006011
scophthalmus_maximus ENSSMAG00000007839
anabas_testudineus ENSATEG00000002674
amphiprion_percula ENSAPEG00000003675
amphiprion_ocellaris ENSAOCG00000001205
acanthochromis_polyacanthus ENSAPOG00000007362
stegastes_partitus ENSSPAG00000004689
fundulus_heteroclitus ENSFHEG00000017765
cyprinodon_variegatus ENSCVAG00000014204
xiphophorus_couchianus ENSXCOG00000009025
xiphophorus_maculatus ENSXMAG00000001869
gambusia_affinis ENSGAFG00000002611
poecilia_mexicana ENSPMEG00000012573
poecilia_latipinna ENSPLAG00000004405
poecilia_formosa ENSPFOG00000005390
poecilia_reticulata ENSPREG00000003392
kryptolebias_marmoratus ENSKMAG00000000915
astatotilapia_calliptera ENSACLG00000013678
maylandia_zebra ENSMZEG00005020927
pundamilia_nyererei ENSPNYG00000021439
haplochromis_burtoni ENSHBUG00000021048
neolamprologus_brichardi ENSNBRG00000003767
oreochromis_niloticus ENSONIG00000012990
periophthalmus_magnuspinnatus ENSPMGG00000006459
monopterus_albus ENSMALG00000015801
mastacembelus_armatus ENSMAMG00000014779
oryzias_latipes ENSORLG00020005840
oryzias_latipes ENSORLG00000007862
oryzias_latipes_asm223469v1 ENSORLG00015003223
oryzias_melastigma ENSOMEG00000016483
gasterosteus_aculeatus ENSGACG00000019076
labrus_bergylta ENSLBEG00000028123
hippocampus_comes ENSHCOG00000012351
esox_lucius ENSELUG00000004357
pygocentrus_nattereri ENSPNAG00000020605
astyanax_mexicanus ENSAMXG00000040010
ictalurus_punctatus ENSIPUG00000008246
danio_rerio ENSDARG00000060176
paramormyrops_kingsleyae ENSPKIG00000015763
lepisosteus_oculatus ENSLOCG00000012735
loxodonta_africana ENSLAFG00000000715
procavia_capensis ENSPCAG00000011668
echinops_telfairi ENSETEG00000018222
dasypus_novemcinctus ENSDNOG00000024558
capra_hircus ENSCHIG00000025861
ovis_aries ENSOARG00000011399
bos_mutus ENSBMUG00000002219
bos_taurus ENSBTAG00000018922
bison_bison_bison ENSBBBG00000018677
tursiops_truncatus ENSTTRG00000011777
vicugna_pacos ENSVPAG00000009054
panthera_pardus ENSPPRG00000008324
panthera_tigris_altaica ENSPTIG00000017326
felis_catus ENSFCAG00000035239
ursus_maritimus ENSUMAG00000011567
sorex_araneus ENSSARG00000004088
ursus_americanus ENSUAMG00000004968
ailuropoda_melanoleuca ENSAMEG00000005010
mustela_putorius_furo ENSMPUG00000006133
neovison_vison ENSNVIG00000015833
canis_lupus_dingo ENSCAFG00020017892
canis_lupus_familiaris ENSCAFG00000028527
vulpes_vulpes ENSVVUG00000019886
erinaceus_europaeus ENSEEUG00000000259
equus_caballus ENSECAG00000022650
equus_asinus_asinus ENSEASG00005000696
myotis_lucifugus ENSMLUG00000013995
pteropus_vampyrus ENSPVAG00000010317
sus_scrofa ENSSSCG00000005354
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026933
mus_musculus ENSMUSG00000035601
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025970
mus_pahari MGP_PahariEiJ_G0024117
rattus_norvegicus ENSRNOG00000012454
meriones_unguiculatus ENSMUGG00000018765
peromyscus_maniculatus_bairdii ENSPEMG00000019086
microtus_ochrogaster ENSMOCG00000016559
cricetulus_griseus_chok1gshd ENSCGRG00001006333
cricetulus_griseus_crigri-picr ENSCGRG00015028051
cricetulus_griseus_crigri ENSCGRG00000013294
mesocricetus_auratus ENSMAUG00000014543
nannospalax_galili ENSNGAG00000018319
dipodomys_ordii ENSDORG00000014365
cavia_aperea ENSCAPG00000005032
cavia_porcellus ENSCPOG00000008629
chinchilla_lanigera ENSCLAG00000013716
heterocephalus_glaber_female ENSHGLG00000002406
heterocephalus_glaber_male ENSHGLG00100016539
fukomys_damarensis ENSFDAG00000011849
mus_spicilegus ENSMSIG00000020183
spermophilus_dauricus ENSSDAG00000020738
marmota_marmota_marmota ENSMMMG00000005605
ictidomys_tridecemlineatus ENSSTOG00000024001
urocitellus_parryii ENSUPAG00010016693
castor_canadensis ENSCCNG00000024291
oryctolagus_cuniculus ENSOCUG00000010994
ochotona_princeps ENSOPRG00000014307
pan_paniscus ENSPPAG00000036969
pan_troglodytes ENSPTRG00000020951
gorilla_gorilla ENSGGOG00000028379
homo_sapiens ENSG00000165275
pongo_abelii ENSPPYG00000019056
nomascus_leucogenys ENSNLEG00000003542
cercocebus_atys ENSCATG00000032196
papio_anubis ENSPANG00000025571
macaca_mulatta ENSMMUG00000008662
macaca_nemestrina ENSMNEG00000033400
macaca_fascicularis ENSMFAG00000032455
mandrillus_leucophaeus ENSMLEG00000035135
chlorocebus_sabaeus ENSCSAG00000010828
theropithecus_gelada ENSTGEG00000003855
piliocolobus_tephrosceles ENSPTEG00000024657
colobus_angolensis_palliatus ENSCANG00000037866
rhinopithecus_bieti ENSRBIG00000029751
rhinopithecus_roxellana ENSRROG00000036392
saimiri_boliviensis_boliviensis ENSSBOG00000026883
callithrix_jacchus ENSCJAG00000010576
cebus_capucinus ENSCCAG00000035254
aotus_nancymaae ENSANAG00000033805
carlito_syrichta ENSTSYG00000013656
prolemur_simus ENSPSMG00000005483
microcebus_murinus ENSMICG00000004777
propithecus_coquereli ENSPCOG00000003391
otolemur_garnettii ENSOGAG00000010267
tupaia_belangeri ENSTBEG00000014913
phascolarctos_cinereus ENSPCIG00000014749
notamacropus_eugenii ENSMEUG00000007697
