lepidothrix_coronata ENSLCOG00000003938
manacus_vitellinus ENSMVIG00005006780
taeniopygia_guttata ENSTGUG00000009154
lonchura_striata_domestica ENSLSDG00000003471
serinus_canaria ENSSCAG00000004309
junco_hyemalis ENSJHYG00000013821
parus_major ENSPMJG00000017337
cyanistes_caeruleus ENSCCEG00000021278
calidris_pygmaea ENSCPGG00000019206
melopsittacus_undulatus ENSMUNG00000014438
anas_platyrhynchos_platyrhynchos ENSAPLG00000028750
anas_platyrhynchos_platyrhynchos ENSAPLG00000023311
anser_brachyrhynchus ENSABRG00000018387
numida_meleagris ENSNMEG00000022628
coturnix_japonica ENSCJPG00005014565
calidris_pugnax ENSCPUG00000012964
dromaius_novaehollandiae ENSDNVG00000007168
nothoprocta_perdicaria ENSNPEG00000006311
