taeniopygia_guttata ENSTGUG00000006282
zonotrichia_albicollis ENSZALG00000003805
ficedula_albicollis ENSFALG00000012110
parus_major ENSPMJG00000006931
cyanistes_caeruleus ENSCCEG00000017146
lepidothrix_coronata ENSLCOG00000007535
calidris_pygmaea ENSCPGG00000008151
gallus_gallus ENSGALG00000036935
numida_meleagris ENSNMEG00000004545
anser_brachyrhynchus ENSABRG00000021986
apteryx_haastii ENSAHAG00000008711
dromaius_novaehollandiae ENSDNVG00000017424
nothoprocta_perdicaria ENSNPEG00000013656
pogona_vitticeps ENSPVIG00000023008
anolis_carolinensis ENSACAG00000017814
notechis_scutatus ENSNSUG00000004064
sphenodon_punctatus ENSSPUG00000013667
chelonoidis_abingdonii ENSCABG00000011371
gopherus_agassizii ENSGAGG00000010152
pelodiscus_sinensis ENSPSIG00000006919
phascolarctos_cinereus ENSPCIG00000003543
sarcophilus_harrisii ENSSHAG00000009092
monodelphis_domestica ENSMODG00000020334
capra_hircus ENSCHIG00000014465
ovis_aries ENSOARG00000015563
bos_mutus ENSBMUG00000015321
bos_taurus ENSBTAG00000014215
bison_bison_bison ENSBBBG00000020730
ovis_aries ENSOARG00000016881
tursiops_truncatus ENSTTRG00000012404
sus_scrofa ENSSSCG00000013105
pteropus_vampyrus ENSPVAG00000014665
equus_caballus ENSECAG00000001495
equus_asinus_asinus ENSEASG00005008042
oryctolagus_cuniculus ENSOCUG00000026432
ochotona_princeps ENSOPRG00000008605
carlito_syrichta ENSTSYG00000035677
heterocephalus_glaber_female ENSHGLG00000003464
heterocephalus_glaber_male ENSHGLG00100010685
cavia_porcellus ENSCPOG00000027361
myotis_lucifugus ENSMLUG00000005025
pan_troglodytes ENSPTRG00000003721
pan_paniscus ENSPPAG00000042424
gorilla_gorilla ENSGGOG00000013670
homo_sapiens ENSG00000110104
pongo_abelii ENSPPYG00000003205
nomascus_leucogenys ENSNLEG00000013582
colobus_angolensis_palliatus ENSCANG00000031899
piliocolobus_tephrosceles ENSPTEG00000007355
rhinopithecus_roxellana ENSRROG00000043134
rhinopithecus_bieti ENSRBIG00000042197
cercocebus_atys ENSCATG00000031881
chlorocebus_sabaeus ENSCSAG00000006236
papio_anubis ENSPANG00000019203
theropithecus_gelada ENSTGEG00000019115
mandrillus_leucophaeus ENSMLEG00000035102
macaca_fascicularis ENSMFAG00000036759
macaca_nemestrina ENSMNEG00000034225
macaca_mulatta ENSMMUG00000000019
cebus_capucinus ENSCCAG00000035527
callithrix_jacchus ENSCJAG00000016483
saimiri_boliviensis_boliviensis ENSSBOG00000029431
aotus_nancymaae ENSANAG00000029335
theropithecus_gelada ENSTGEG00000017064
mandrillus_leucophaeus ENSMLEG00000031985
propithecus_coquereli ENSPCOG00000023421
microcebus_murinus ENSMICG00000046625
prolemur_simus ENSPSMG00000020797
otolemur_garnettii ENSOGAG00000016746
mesocricetus_auratus ENSMAUG00000015104
ursus_maritimus ENSUMAG00000011594
ursus_americanus ENSUAMG00000023428
ailuropoda_melanoleuca ENSAMEG00000007330
mustela_putorius_furo ENSMPUG00000014457
neovison_vison ENSNVIG00000022107
canis_lupus_dingo ENSCAFG00020012558
canis_lupus_familiaris ENSCAFG00000016456
vulpes_vulpes ENSVVUG00000005303
panthera_tigris_altaica ENSPTIG00000009448
panthera_pardus ENSPPRG00000004149
felis_catus ENSFCAG00000013666
erinaceus_europaeus ENSEEUG00000011844
mus_spicilegus ENSMSIG00000030553
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023621
mus_musculus ENSMUSG00000024732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022707
mus_pahari MGP_PahariEiJ_G0014201
rattus_norvegicus ENSRNOG00000020925
meriones_unguiculatus ENSMUGG00000014172
cricetulus_griseus_crigri ENSCGRG00000012233
cricetulus_griseus_chok1gshd ENSCGRG00001006868
cricetulus_griseus_crigri-picr ENSCGRG00015007406
microtus_ochrogaster ENSMOCG00000009306
peromyscus_maniculatus_bairdii ENSPEMG00000015052
nannospalax_galili ENSNGAG00000013322
jaculus_jaculus ENSJJAG00000013786
castor_canadensis ENSCCNG00000027248
dipodomys_ordii ENSDORG00000006899
spermophilus_dauricus ENSSDAG00000017454
ictidomys_tridecemlineatus ENSSTOG00000021259
marmota_marmota_marmota ENSMMMG00000000862
urocitellus_parryii ENSUPAG00010003909
tupaia_belangeri ENSTBEG00000015260
loxodonta_africana ENSLAFG00000009449
procavia_capensis ENSPCAG00000004021
dasypus_novemcinctus ENSDNOG00000006246
latimeria_chalumnae ENSLACG00000001391
scleropages_formosus ENSSFOG00015009402
paramormyrops_kingsleyae ENSPKIG00000016503
periophthalmus_magnuspinnatus ENSPMGG00000023665
hippocampus_comes ENSHCOG00000020196
xiphophorus_maculatus ENSXMAG00000005529
xiphophorus_couchianus ENSXCOG00000011207
poecilia_latipinna ENSPLAG00000016122
poecilia_formosa ENSPFOG00000011617
poecilia_mexicana ENSPMEG00000018535
poecilia_reticulata ENSPREG00000005478
gambusia_affinis ENSGAFG00000005681
cyprinodon_variegatus ENSCVAG00000003135
kryptolebias_marmoratus ENSKMAG00000000919
oryzias_latipes_asm223469v1 ENSORLG00015021538
oryzias_latipes ENSORLG00020021345
oryzias_latipes ENSORLG00000006331
oryzias_melastigma ENSOMEG00000007064
gasterosteus_aculeatus ENSGACG00000017630
takifugu_rubripes ENSTRUG00000024101
monopterus_albus ENSMALG00000001758
cynoglossus_semilaevis ENSCSEG00000002637
amphiprion_percula ENSAPEG00000015364
amphiprion_ocellaris ENSAOCG00000006303
acanthochromis_polyacanthus ENSAPOG00000010968
stegastes_partitus ENSSPAG00000000367
haplochromis_burtoni ENSHBUG00000010352
maylandia_zebra ENSMZEG00005019822
oreochromis_niloticus ENSONIG00000017568
neolamprologus_brichardi ENSNBRG00000013330
amphilophus_citrinellus ENSACIG00000020679
anabas_testudineus ENSATEG00000016386
mastacembelus_armatus ENSMAMG00000016395
seriola_lalandi_dorsalis ENSSLDG00000016681
seriola_dumerili ENSSDUG00000002689
scophthalmus_maximus ENSSMAG00000007686
mola_mola ENSMMOG00000006446
labrus_bergylta ENSLBEG00000020547
fundulus_heteroclitus ENSFHEG00000021501
gadus_morhua ENSGMOG00000016242
esox_lucius ENSELUG00000022687
astyanax_mexicanus ENSAMXG00000037666
pygocentrus_nattereri ENSPNAG00000010886
danio_rerio ENSDARG00000059908
eptatretus_burgeri ENSEBUG00000008863
ciona_intestinalis ENSCING00000022286
drosophila_melanogaster FBgn0031040
caenorhabditis_elegans_strain_n2 WBGene00012739
