xiphophorus_maculatus ENSXMAG00000024925
xiphophorus_couchianus ENSXCOG00000000633
poecilia_mexicana ENSPMEG00000008252
poecilia_reticulata ENSPREG00000005432
poecilia_latipinna ENSPLAG00000017467
gambusia_affinis ENSGAFG00000001112
cyprinodon_variegatus ENSCVAG00000018165
kryptolebias_marmoratus ENSKMAG00000022013
oryzias_latipes ENSORLG00020013334
oryzias_latipes ENSORLG00000029738
oryzias_latipes_asm223469v1 ENSORLG00015014934
oryzias_melastigma ENSOMEG00000003774
amphiprion_percula ENSAPEG00000011017
amphiprion_ocellaris ENSAOCG00000014961
acanthochromis_polyacanthus ENSAPOG00000019315
stegastes_partitus ENSSPAG00000019282
anabas_testudineus ENSATEG00000017808
scophthalmus_maximus ENSSMAG00000005539
cynoglossus_semilaevis ENSCSEG00000018963
seriola_dumerili ENSSDUG00000021108
seriola_lalandi_dorsalis ENSSLDG00000009237
takifugu_rubripes ENSTRUG00000022404
tetraodon_nigroviridis ENSTNIG00000005280
mola_mola ENSMMOG00000005811
labrus_bergylta ENSLBEG00000027105
mastacembelus_armatus ENSMAMG00000021878
astatotilapia_calliptera ENSACLG00000007996
maylandia_zebra ENSMZEG00005016344
pundamilia_nyererei ENSPNYG00000004216
haplochromis_burtoni ENSHBUG00000006737
neolamprologus_brichardi ENSNBRG00000016038
amphilophus_citrinellus ENSACIG00000022736
hippocampus_comes ENSHCOG00000015332
periophthalmus_magnuspinnatus ENSPMGG00000007522
esox_lucius ENSELUG00000001061
pygocentrus_nattereri ENSPNAG00000022731
astyanax_mexicanus ENSAMXG00000037506
ictalurus_punctatus ENSIPUG00000011911
pygocentrus_nattereri ENSPNAG00000006248
astyanax_mexicanus ENSAMXG00000041309
ictalurus_punctatus ENSIPUG00000013095
danio_rerio ENSDARG00000097420
hippocampus_comes ENSHCOG00000020605
scleropages_formosus ENSSFOG00015008957
lepisosteus_oculatus ENSLOCG00000010462
