seriola_lalandi_dorsalis ENSSLDG00000009806
seriola_dumerili ENSSDUG00000022826
haplochromis_burtoni ENSHBUG00000015442
astatotilapia_calliptera ENSACLG00000015626
pundamilia_nyererei ENSPNYG00000010738
maylandia_zebra ENSMZEG00005020197
neolamprologus_brichardi ENSNBRG00000003145
amphilophus_citrinellus ENSACIG00000023275
amphiprion_ocellaris ENSAOCG00000004989
amphiprion_percula ENSAPEG00000015031
stegastes_partitus ENSSPAG00000009361
poecilia_mexicana ENSPMEG00000021178
poecilia_latipinna ENSPLAG00000018102
poecilia_reticulata ENSPREG00000019926
xiphophorus_couchianus ENSXCOG00000008658
fundulus_heteroclitus ENSFHEG00000014059
oryzias_latipes_asm223469v1 ENSORLG00015010391
oryzias_latipes ENSORLG00020014536
oryzias_melastigma ENSOMEG00000011265
periophthalmus_magnuspinnatus ENSPMGG00000011609
anabas_testudineus ENSATEG00000015147
monopterus_albus ENSMALG00000012476
tetraodon_nigroviridis ENSTNIG00000000636
labrus_bergylta ENSLBEG00000020351
scophthalmus_maximus ENSSMAG00000014415
cynoglossus_semilaevis ENSCSEG00000003625
cyprinodon_variegatus ENSCVAG00000011037
mastacembelus_armatus ENSMAMG00000015122
