apteryx_haastii ENSAHAG00000001883
apteryx_owenii ENSAOWG00000000343
apteryx_rowi ENSARWG00000001398
dromaius_novaehollandiae ENSDNVG00000005564
nothoprocta_perdicaria ENSNPEG00000015571
lonchura_striata ENSLSDG00000015043
taeniopygia_guttata ENSTGUG00000011318
serinus_canaria ENSSCAG00000011409
zonotrichia_albicollis ENSZALG00000010709
junco_hyemalis ENSJHYG00000012714
parus_major ENSPMJG00000009185
cyanistes_caeruleus ENSCCEG00000013078
ficedula_albicollis ENSFALG00000012185
manacus_vitellinus ENSMVIG00005015889
lepidothrix_coronata ENSLCOG00000013992
melopsittacus_undulatus ENSMUNG00000006511
calidris_pygmaea ENSCPGG00000018089
calidris_pugnax ENSCPUG00000014061
anas_platyrhynchos ENSAPLG00000010066
anas_platyrhynchos ENSAPLG00000029816
anser_brachyrhynchus ENSABRG00000008984
gallus_gallus ENSGALG00000012395
coturnix_japonica ENSCJPG00005006423
meleagris_gallopavo ENSMGAG00000012651
numida_meleagris ENSNMEG00000021563
crocodylus_porosus ENSCPRG00005018218
gopherus_agassizii ENSGAGG00000016114
chelonoidis_abingdonii ENSCABG00000011820
chrysemys_picta ENSCPBG00000016555
pelodiscus_sinensis ENSPSIG00000017610
pogona_vitticeps ENSPVIG00000012844
anolis_carolinensis ENSACAG00000006603
notechis_scutatus ENSNSUG00000010798
salvator_merianae ENSSMRG00000022629
sphenodon_punctatus ENSSPUG00000005940
monodelphis_domestica ENSMODG00000041763
monodelphis_domestica ENSMODG00000016771
vombatus_ursinus ENSVURG00010001804
phascolarctos_cinereus ENSPCIG00000036024
notamacropus_eugenii ENSMEUG00000009023
sarcophilus_harrisii ENSSHAG00000009584
ornithorhynchus_anatinus ENSOANG00000003321
pan_paniscus ENSPPAG00000040411
pan_troglodytes ENSPTRG00000018709
homo_sapiens ENSG00000120278
gorilla_gorilla ENSGGOG00000014887
pongo_abelii ENSPPYG00000017104
nomascus_leucogenys ENSNLEG00000015370
cercocebus_atys ENSCATG00000037764
theropithecus_gelada ENSTGEG00000026954
papio_anubis ENSPANG00000009444
mandrillus_leucophaeus ENSMLEG00000035613
macaca_mulatta ENSMMUG00000019772
macaca_nemestrina ENSMNEG00000027854
macaca_fascicularis ENSMFAG00000043598
chlorocebus_sabaeus ENSCSAG00000014433
colobus_angolensis ENSCANG00000009740
piliocolobus_tephrosceles ENSPTEG00000035013
rhinopithecus_roxellana ENSRROG00000044362
rhinopithecus_bieti ENSRBIG00000009483
saimiri_boliviensis ENSSBOG00000022607
cebus_capucinus ENSCCAG00000027481
callithrix_jacchus ENSCJAG00000013414
aotus_nancymaae ENSANAG00000027450
carlito_syrichta ENSTSYG00000012891
propithecus_coquereli ENSPCOG00000020861
prolemur_simus ENSPSMG00000020047
microcebus_murinus ENSMICG00000004593
otolemur_garnettii ENSOGAG00000033661
cricetulus_griseus ENSCGRG00000004492
cricetulus_griseus ENSCGRG00001023431
cricetulus_griseus ENSCGRG00015008927
mesocricetus_auratus ENSMAUG00000015378
peromyscus_maniculatus ENSPEMG00000003381
microtus_ochrogaster ENSMOCG00000006027
mus_spicilegus ENSMSIG00000028989
mus_musculus ENSMUSG00000040624
mus_spretus MGP_SPRETEiJ_G0015884
mus_caroli MGP_CAROLIEiJ_G0015079
mus_pahari MGP_PahariEiJ_G0023698
rattus_norvegicus ENSRNOG00000016011
meriones_unguiculatus ENSMUGG00000019805
mesocricetus_auratus ENSMAUG00000011570
nannospalax_galili ENSNGAG00000002088
jaculus_jaculus ENSJJAG00000023794
chinchilla_lanigera ENSCLAG00000004103
