pygocentrus_nattereri ENSPNAG00000010740
astyanax_mexicanus ENSAMXG00005013016
electrophorus_electricus ENSEEEG00000022158
danio_rerio ENSDARG00000035257
clupea_harengus ENSCHAG00000020098
seriola_dumerili ENSSDUG00000014700
seriola_lalandi ENSSLDG00000001649
scophthalmus_maximus ENSSMAG00000010700
lates_calcarifer ENSLCAG00010028181
cynoglossus_semilaevis ENSCSEG00000014113
cottoperca_gobio ENSCGOG00000012924
gasterosteus_aculeatus ENSGACG00000009687
labrus_bergylta ENSLBEG00000015143
larimichthys_crocea ENSLCRG00005000251
takifugu_rubripes ENSTRUG00000017746
tetraodon_nigroviridis ENSTNIG00000015397
mola_mola ENSMMOG00000018140
hippocampus_comes ENSHCOG00000015627
amphiprion_percula ENSAPEG00000021081
amphiprion_ocellaris ENSAOCG00000014078
acanthochromis_polyacanthus ENSAPOG00000011681
stegastes_partitus ENSSPAG00000017079
parambassis_ranga ENSPRNG00000008332
pundamilia_nyererei ENSPNYG00000018390
haplochromis_burtoni ENSHBUG00000010157
maylandia_zebra ENSMZEG00005016952
astatotilapia_calliptera ENSACLG00000002398
neolamprologus_brichardi ENSNBRG00000004686
oreochromis_niloticus ENSONIG00000013672
amphilophus_citrinellus ENSACIG00000020515
xiphophorus_maculatus ENSXMAG00000007474
xiphophorus_couchianus ENSXCOG00000016898
gambusia_affinis ENSGAFG00000012094
poecilia_mexicana ENSPMEG00000007919
poecilia_formosa ENSPFOG00000016672
poecilia_latipinna ENSPLAG00000003089
poecilia_reticulata ENSPREG00000002136
fundulus_heteroclitus ENSFHEG00000011105
cyprinodon_variegatus ENSCVAG00000011958
kryptolebias_marmoratus ENSKMAG00000013482
oryzias_latipes ENSORLG00020011648
oryzias_latipes ENSORLG00015001154
oryzias_latipes ENSORLG00000008568
oryzias_melastigma ENSOMEG00000004384
periophthalmus_magnuspinnatus ENSPMGG00000021806
gouania_willdenowi ENSGWIG00000002249
gadus_morhua ENSGMOG00000004962
hucho_hucho ENSHHUG00000024261
hucho_hucho ENSHHUG00000020632
esox_lucius ENSELUG00000011383
scleropages_formosus ENSSFOG00015018580
paramormyrops_kingsleyae ENSPKIG00000014456
lepisosteus_oculatus ENSLOCG00000006557
latimeria_chalumnae ENSLACG00000012779
callorhinchus_milii ENSCMIG00000009368
