anser_brachyrhynchus ENSABRG00000012012
numida_meleagris ENSNMEG00000001079
apteryx_rowi ENSARWG00000004048
gopherus_agassizii ENSGAGG00000006947
pogona_vitticeps ENSPVIG00000012090
bison_bison_bison ENSBBBG00000022474
bos_mutus ENSBMUG00000012460
panthera_pardus ENSPPRG00000019956
panthera_pardus ENSPPRG00000001856
felis_catus ENSFCAG00000025209
vulpes_vulpes ENSVVUG00000012047
pan_troglodytes ENSPTRG00000046976
pan_paniscus ENSPPAG00000031924
gorilla_gorilla ENSGGOG00000024634
nomascus_leucogenys ENSNLEG00000010294
macaca_nemestrina ENSMNEG00000017115
macaca_fascicularis ENSMFAG00000027015
papio_anubis ENSPANG00000032125
cercocebus_atys ENSCATG00000043365
mandrillus_leucophaeus ENSMLEG00000025913
rhinopithecus_roxellana ENSRROG00000027353
rhinopithecus_bieti ENSRBIG00000005792
colobus_angolensis_palliatus ENSCANG00000038087
cebus_capucinus ENSCCAG00000000223
callithrix_jacchus ENSCJAG00000045862
aotus_nancymaae ENSANAG00000019040
carlito_syrichta ENSTSYG00000028744
calidris_pygmaea ENSCPGG00000018007
anas_platyrhynchos_platyrhynchos ENSAPLG00000030069
cyanistes_caeruleus ENSCCEG00000005425
serinus_canaria ENSSCAG00000007659
gopherus_agassizii ENSGAGG00000002138
chelonoidis_abingdonii ENSCABG00000021940
sphenodon_punctatus ENSSPUG00000000645
microcebus_murinus ENSMICG00000031235
nomascus_leucogenys ENSNLEG00000030935
carlito_syrichta ENSTSYG00000025951
echinops_telfairi ENSETEG00000003096
