seriola_dumerili ENSSDUG00000014300
scophthalmus_maximus ENSSMAG00000001498
amphiprion_percula ENSAPEG00000010883
amphiprion_ocellaris ENSAOCG00000011114
acanthochromis_polyacanthus ENSAPOG00000008086
stegastes_partitus ENSSPAG00000021801
maylandia_zebra ENSMZEG00005027259
astatotilapia_calliptera ENSACLG00000000793
haplochromis_burtoni ENSHBUG00000021664
pundamilia_nyererei ENSPNYG00000012366
pundamilia_nyererei ENSPNYG00000024081
labrus_bergylta ENSLBEG00000022938
anabas_testudineus ENSATEG00000017204
kryptolebias_marmoratus ENSKMAG00000002967
ictalurus_punctatus ENSIPUG00000005232
scleropages_formosus ENSSFOG00015015948
