scophthalmus_maximus ENSSMAG00000012163
cynoglossus_semilaevis ENSCSEG00000010780
seriola_dumerili ENSSDUG00000010100
seriola_lalandi_dorsalis ENSSLDG00000022462
gasterosteus_aculeatus ENSGACG00000003805
monopterus_albus ENSMALG00000008252
mastacembelus_armatus ENSMAMG00000005209
anabas_testudineus ENSATEG00000000058
astatotilapia_calliptera ENSACLG00000008150
haplochromis_burtoni ENSHBUG00000021222
maylandia_zebra ENSMZEG00005025286
pundamilia_nyererei ENSPNYG00000006144
neolamprologus_brichardi ENSNBRG00000004312
oreochromis_niloticus ENSONIG00000007959
amphilophus_citrinellus ENSACIG00000009883
amphiprion_percula ENSAPEG00000008600
amphiprion_percula ENSAPEG00000008649
amphiprion_ocellaris ENSAOCG00000003079
acanthochromis_polyacanthus ENSAPOG00000005119
stegastes_partitus ENSSPAG00000000145
poecilia_formosa ENSPFOG00000007850
poecilia_latipinna ENSPLAG00000018567
poecilia_mexicana ENSPMEG00000023003
poecilia_reticulata ENSPREG00000010925
xiphophorus_maculatus ENSXMAG00000001668
xiphophorus_couchianus ENSXCOG00000017021
gambusia_affinis ENSGAFG00000008968
fundulus_heteroclitus ENSFHEG00000000193
cyprinodon_variegatus ENSCVAG00000008138
kryptolebias_marmoratus ENSKMAG00000002717
takifugu_rubripes ENSTRUG00000013338
tetraodon_nigroviridis ENSTNIG00000006469
mola_mola ENSMMOG00000003128
labrus_bergylta ENSLBEG00000022986
labrus_bergylta ENSLBEG00000006377
oryzias_latipes ENSORLG00020022539
oryzias_latipes_asm223469v1 ENSORLG00015011051
oryzias_latipes ENSORLG00000003633
oryzias_melastigma ENSOMEG00000020591
periophthalmus_magnuspinnatus ENSPMGG00000022189
hippocampus_comes ENSHCOG00000000390
gadus_morhua ENSGMOG00000014764
esox_lucius ENSELUG00000004281
pygocentrus_nattereri ENSPNAG00000003685
astyanax_mexicanus ENSAMXG00000000161
ictalurus_punctatus ENSIPUG00000009733
danio_rerio ENSDARG00000057736
scleropages_formosus ENSSFOG00015002435
paramormyrops_kingsleyae ENSPKIG00000023909
lepisosteus_oculatus ENSLOCG00000001145
ailuropoda_melanoleuca ENSAMEG00000015613
ursus_americanus ENSUAMG00000010403
ursus_maritimus ENSUMAG00000015207
ursus_americanus ENSUAMG00000019311
neovison_vison ENSNVIG00000003884
mustela_putorius_furo ENSMPUG00000012971
canis_lupus_dingo ENSCAFG00020005621
canis_lupus_familiaris ENSCAFG00000004479
vulpes_vulpes ENSVVUG00000022136
panthera_tigris_altaica ENSPTIG00000013928
panthera_pardus ENSPPRG00000007666
felis_catus ENSFCAG00000003237
equus_caballus ENSECAG00000000632
equus_asinus_asinus ENSEASG00005007948
bos_taurus ENSBTAG00000008893
bos_mutus ENSBMUG00000017857
bison_bison_bison ENSBBBG00000017972
capra_hircus ENSCHIG00000012109
ovis_aries ENSOARG00000004094
tursiops_truncatus ENSTTRG00000013235
sus_scrofa ENSSSCG00000011296
vicugna_pacos ENSVPAG00000006427
sorex_araneus ENSSARG00000005493
pteropus_vampyrus ENSPVAG00000016237
pan_paniscus ENSPPAG00000004217
pan_troglodytes ENSPTRG00000014811
homo_sapiens ENSG00000160746
gorilla_gorilla ENSGGOG00000014133
pongo_abelii ENSPPYG00000013965
nomascus_leucogenys ENSNLEG00000005909
cercocebus_atys ENSCATG00000035251
theropithecus_gelada ENSTGEG00000014005
papio_anubis ENSPANG00000000987
mandrillus_leucophaeus ENSMLEG00000033134
macaca_fascicularis ENSMFAG00000042189
macaca_nemestrina ENSMNEG00000042929
macaca_mulatta ENSMMUG00000001029
chlorocebus_sabaeus ENSCSAG00000016703
rhinopithecus_bieti ENSRBIG00000034426
rhinopithecus_roxellana ENSRROG00000034137
piliocolobus_tephrosceles ENSPTEG00000013389
colobus_angolensis_palliatus ENSCANG00000033602
callithrix_jacchus ENSCJAG00000001744
saimiri_boliviensis_boliviensis ENSSBOG00000034955
cebus_capucinus ENSCCAG00000030104
aotus_nancymaae ENSANAG00000020139
carlito_syrichta ENSTSYG00000014141
carlito_syrichta ENSTSYG00000025775
propithecus_coquereli ENSPCOG00000015500
microcebus_murinus ENSMICG00000011622
prolemur_simus ENSPSMG00000010871
otolemur_garnettii ENSOGAG00000014014
urocitellus_parryii ENSUPAG00010011968
marmota_marmota_marmota ENSMMMG00000009038
ictidomys_tridecemlineatus ENSSTOG00000002071
spermophilus_dauricus ENSSDAG00000009165
castor_canadensis ENSCCNG00000008308
loxodonta_africana ENSLAFG00000017741
procavia_capensis ENSPCAG00000006337
echinops_telfairi ENSETEG00000010198
choloepus_hoffmanni ENSCHOG00000006885
dasypus_novemcinctus ENSDNOG00000016562
myotis_lucifugus ENSMLUG00000008366
oryctolagus_cuniculus ENSOCUG00000008275
ochotona_princeps ENSOPRG00000014751
dipodomys_ordii ENSDORG00000015723
erinaceus_europaeus ENSEEUG00000005227
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033989
mus_musculus ENSMUSG00000037949
mus_spicilegus ENSMSIG00000022790
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032841
mus_pahari MGP_PahariEiJ_G0015707
rattus_norvegicus ENSRNOG00000000219
meriones_unguiculatus ENSMUGG00000007374
peromyscus_maniculatus_bairdii ENSPEMG00000002153
microtus_ochrogaster ENSMOCG00000017642
cricetulus_griseus_crigri ENSCGRG00000012731
cricetulus_griseus_chok1gshd ENSCGRG00001007806
cricetulus_griseus_crigri-picr ENSCGRG00015011368
mesocricetus_auratus ENSMAUG00000016440
meriones_unguiculatus ENSMUGG00000002970
nannospalax_galili ENSNGAG00000021128
jaculus_jaculus ENSJJAG00000017171
chinchilla_lanigera ENSCLAG00000015887
octodon_degus ENSODEG00000011146
cavia_porcellus ENSCPOG00000025360
cavia_aperea ENSCAPG00000006345
heterocephalus_glaber_female ENSHGLG00000013608
heterocephalus_glaber_male ENSHGLG00100002587
fukomys_damarensis ENSFDAG00000011648
tupaia_belangeri ENSTBEG00000004426
phascolarctos_cinereus ENSPCIG00000017789
notamacropus_eugenii ENSMEUG00000001020
sarcophilus_harrisii ENSSHAG00000018357
monodelphis_domestica ENSMODG00000015245
ornithorhynchus_anatinus ENSOANG00000010082
meleagris_gallopavo ENSMGAG00000011267
gallus_gallus ENSGALG00000042371
coturnix_japonica ENSCJPG00005012840
numida_meleagris ENSNMEG00000010206
anser_brachyrhynchus ENSABRG00000003577
anas_platyrhynchos_platyrhynchos ENSAPLG00000007607
manacus_vitellinus ENSMVIG00005013774
lepidothrix_coronata ENSLCOG00000013825
zonotrichia_albicollis ENSZALG00000002526
junco_hyemalis ENSJHYG00000009366
serinus_canaria ENSSCAG00000000998
lonchura_striata_domestica ENSLSDG00000008523
taeniopygia_guttata ENSTGUG00000003830
ficedula_albicollis ENSFALG00000009129
cyanistes_caeruleus ENSCCEG00000009236
