anolis_carolinensis ENSACAG00000003330
pogona_vitticeps ENSPVIG00000025044
notechis_scutatus ENSNSUG00000019046
salvator_merianae ENSSMRG00000017679
sphenodon_punctatus ENSSPUG00000007060
gallus_gallus ENSGALG00000003722
meleagris_gallopavo ENSMGAG00000004968
coturnix_japonica ENSCJPG00005011337
numida_meleagris ENSNMEG00000018039
anas_platyrhynchos_platyrhynchos ENSAPLG00000013772
anas_platyrhynchos_platyrhynchos ENSAPLG00000021990
anser_brachyrhynchus ENSABRG00000016860
taeniopygia_guttata ENSTGUG00000000618
lonchura_striata_domestica ENSLSDG00000000274
serinus_canaria ENSSCAG00000013129
zonotrichia_albicollis ENSZALG00000010517
junco_hyemalis ENSJHYG00000002449
ficedula_albicollis ENSFALG00000008475
parus_major ENSPMJG00000007711
cyanistes_caeruleus ENSCCEG00000007551
lepidothrix_coronata ENSLCOG00000007948
manacus_vitellinus ENSMVIG00005016647
melopsittacus_undulatus ENSMUNG00000005708
melopsittacus_undulatus ENSMUNG00000010452
calidris_pugnax ENSCPUG00000000829
calidris_pygmaea ENSCPGG00000015440
apteryx_haastii ENSAHAG00000001130
apteryx_owenii ENSAOWG00000010335
apteryx_rowi ENSARWG00000005102
dromaius_novaehollandiae ENSDNVG00000001854
nothoprocta_perdicaria ENSNPEG00000004968
gopherus_agassizii ENSGAGG00000016997
chelonoidis_abingdonii ENSCABG00000007468
chrysemys_picta_bellii ENSCPBG00000001551
pelodiscus_sinensis ENSPSIG00000005072
crocodylus_porosus ENSCPRG00005013345
erinaceus_europaeus ENSEEUG00000001923
sorex_araneus ENSSARG00000012216
echinops_telfairi ENSETEG00000000463
ursus_maritimus ENSUMAG00000000769
ursus_americanus ENSUAMG00000013357
ailuropoda_melanoleuca ENSAMEG00000006356
neovison_vison ENSNVIG00000004874
mustela_putorius_furo ENSMPUG00000013462
canis_lupus_dingo ENSCAFG00020025580
canis_lupus_familiaris ENSCAFG00000017348
vulpes_vulpes ENSVVUG00000004234
panthera_pardus ENSPPRG00000007563
panthera_tigris_altaica ENSPTIG00000013921
felis_catus ENSFCAG00000022752
equus_asinus_asinus ENSEASG00005000757
equus_caballus ENSECAG00000013378
capra_hircus ENSCHIG00000011287
ovis_aries ENSOARG00000012620
bos_mutus ENSBMUG00000014976
bos_taurus ENSBTAG00000010359
bison_bison_bison ENSBBBG00000022697
tursiops_truncatus ENSTTRG00000006448
sus_scrofa ENSSSCG00000036047
vicugna_pacos ENSVPAG00000007839
myotis_lucifugus ENSMLUG00000015926
heterocephalus_glaber_female ENSHGLG00000008948
heterocephalus_glaber_male ENSHGLG00100007419
fukomys_damarensis ENSFDAG00000009417
chinchilla_lanigera ENSCLAG00000013903
octodon_degus ENSODEG00000009719
cavia_aperea ENSCAPG00000013412
cavia_porcellus ENSCPOG00000037046
spermophilus_dauricus ENSSDAG00000020539
spermophilus_dauricus ENSSDAG00000020553
ictidomys_tridecemlineatus ENSSTOG00000014243
urocitellus_parryii ENSUPAG00010016766
marmota_marmota_marmota ENSMMMG00000013157
castor_canadensis ENSCCNG00000021588
dipodomys_ordii ENSDORG00000007564
cricetulus_griseus_chok1gshd ENSCGRG00001019597
cricetulus_griseus_crigri-picr ENSCGRG00015023244
cricetulus_griseus_crigri ENSCGRG00000003459
mesocricetus_auratus ENSMAUG00000012121
microtus_ochrogaster ENSMOCG00000005041
peromyscus_maniculatus_bairdii ENSPEMG00000022707
mus_musculus ENSMUSG00000011254
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017077
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016236
mus_spicilegus ENSMSIG00000032204
mus_pahari MGP_PahariEiJ_G0017372
