myotis_lucifugus ENSMLUG00000007201
pteropus_vampyrus ENSPVAG00000000772
equus_asinus_asinus ENSEASG00005001037
equus_caballus ENSECAG00000021113
ursus_americanus ENSUAMG00000004735
ailuropoda_melanoleuca ENSAMEG00000011913
neovison_vison ENSNVIG00000015532
mustela_putorius_furo ENSMPUG00000014121
canis_lupus_familiaris ENSCAFG00000002830
canis_lupus_dingo ENSCAFG00020003384
vulpes_vulpes ENSVVUG00000005066
panthera_pardus ENSPPRG00000024970
panthera_tigris_altaica ENSPTIG00000018430
felis_catus ENSFCAG00000002913
erinaceus_europaeus ENSEEUG00000007448
vicugna_pacos ENSVPAG00000003033
tursiops_truncatus ENSTTRG00000001142
bos_taurus ENSBTAG00000018726
bos_mutus ENSBMUG00000025036
bison_bison_bison ENSBBBG00000009436
ovis_aries ENSOARG00000020276
capra_hircus ENSCHIG00000008574
sus_scrofa ENSSSCG00000039245
cavia_porcellus ENSCPOG00000001581
cavia_aperea ENSCAPG00000003314
chinchilla_lanigera ENSCLAG00000001965
octodon_degus ENSODEG00000002136
heterocephalus_glaber_female ENSHGLG00000003243
heterocephalus_glaber_male ENSHGLG00100013689
fukomys_damarensis ENSFDAG00000021295
urocitellus_parryii ENSUPAG00010013653
spermophilus_dauricus ENSSDAG00000004207
ictidomys_tridecemlineatus ENSSTOG00000001897
marmota_marmota_marmota ENSMMMG00000002414
castor_canadensis ENSCCNG00000008036
dipodomys_ordii ENSDORG00000014652
mus_spicilegus ENSMSIG00000010151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027393
mus_musculus ENSMUSG00000032890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026416
mus_pahari MGP_PahariEiJ_G0028745
rattus_norvegicus ENSRNOG00000011171
meriones_unguiculatus ENSMUGG00000007256
cricetulus_griseus_crigri ENSCGRG00000004523
cricetulus_griseus_chok1gshd ENSCGRG00001020274
cricetulus_griseus_crigri-picr ENSCGRG00015003449
mesocricetus_auratus ENSMAUG00000009951
peromyscus_maniculatus_bairdii ENSPEMG00000029843
microtus_ochrogaster ENSMOCG00000002716
nannospalax_galili ENSNGAG00000001545
jaculus_jaculus ENSJJAG00000023746
oryctolagus_cuniculus ENSOCUG00000014068
ochotona_princeps ENSOPRG00000013024
cebus_capucinus ENSCCAG00000023914
saimiri_boliviensis_boliviensis ENSSBOG00000013055
callithrix_jacchus ENSCJAG00000002973
aotus_nancymaae ENSANAG00000029140
pan_paniscus ENSPPAG00000040113
pan_troglodytes ENSPTRG00000000594
homo_sapiens ENSG00000117016
gorilla_gorilla ENSGGOG00000009986
nomascus_leucogenys ENSNLEG00000012190
piliocolobus_tephrosceles ENSPTEG00000030053
colobus_angolensis_palliatus ENSCANG00000041078
rhinopithecus_roxellana ENSRROG00000044320
macaca_nemestrina ENSMNEG00000034822
macaca_fascicularis ENSMFAG00000036770
macaca_mulatta ENSMMUG00000039139
chlorocebus_sabaeus ENSCSAG00000001151
theropithecus_gelada ENSTGEG00000024201
mandrillus_leucophaeus ENSMLEG00000042796
papio_anubis ENSPANG00000010023
cercocebus_atys ENSCATG00000017445
pongo_abelii ENSPPYG00000001485
rhinopithecus_bieti ENSRBIG00000031605
carlito_syrichta ENSTSYG00000025855
prolemur_simus ENSPSMG00000012677
propithecus_coquereli ENSPCOG00000028045
microcebus_murinus ENSMICG00000004270
otolemur_garnettii ENSOGAG00000006117
loxodonta_africana ENSLAFG00000010340
procavia_capensis ENSPCAG00000002558
echinops_telfairi ENSETEG00000013340
dasypus_novemcinctus ENSDNOG00000033940
sorex_araneus ENSSARG00000008483
ursus_maritimus ENSUMAG00000001019
choloepus_hoffmanni ENSCHOG00000006294
notamacropus_eugenii ENSMEUG00000003194
phascolarctos_cinereus ENSPCIG00000020652
monodelphis_domestica ENSMODG00000017587
sarcophilus_harrisii ENSSHAG00000008363
junco_hyemalis ENSJHYG00000006586
zonotrichia_albicollis ENSZALG00000005943
calidris_pugnax ENSCPUG00000018384
melopsittacus_undulatus ENSMUNG00000001678
nothoprocta_perdicaria ENSNPEG00000008568
ornithorhynchus_anatinus ENSOANG00000012368
chelonoidis_abingdonii ENSCABG00000008663
gopherus_agassizii ENSGAGG00000012438
chrysemys_picta_bellii ENSCPBG00000018956
pelodiscus_sinensis ENSPSIG00000009297
crocodylus_porosus ENSCPRG00005001406
anolis_carolinensis ENSACAG00000014438
pogona_vitticeps ENSPVIG00000007950
notechis_scutatus ENSNSUG00000011857
salvator_merianae ENSSMRG00000011831
sphenodon_punctatus ENSSPUG00000016463
cyanistes_caeruleus ENSCCEG00000018764
manacus_vitellinus ENSMVIG00005012091
numida_meleagris ENSNMEG00000007049
gallus_gallus ENSGALG00000003174
lonchura_striata_domestica ENSLSDG00000015083
melopsittacus_undulatus ENSMUNG00000007385
ornithorhynchus_anatinus ENSOANG00000021495
serinus_canaria ENSSCAG00000015677
taeniopygia_guttata ENSTGUG00000017333
parus_major ENSPMJG00000006284
ficedula_albicollis ENSFALG00000000664
lepidothrix_coronata ENSLCOG00000009172
calidris_pygmaea ENSCPGG00000014758
anser_brachyrhynchus ENSABRG00000020522
anas_platyrhynchos_platyrhynchos ENSAPLG00000003119
coturnix_japonica ENSCJPG00005017274
apteryx_owenii ENSAOWG00000009421
apteryx_haastii ENSAHAG00000017929
apteryx_rowi ENSARWG00000009523
dromaius_novaehollandiae ENSDNVG00000012727
xenopus_tropicalis ENSXETG00000017630
latimeria_chalumnae ENSLACG00000015226
takifugu_rubripes ENSTRUG00000018155
tetraodon_nigroviridis ENSTNIG00000009201
gasterosteus_aculeatus ENSGACG00000007223
poecilia_formosa ENSPFOG00000001562
poecilia_mexicana ENSPMEG00000021381
poecilia_latipinna ENSPLAG00000022389
poecilia_reticulata ENSPREG00000021462
xiphophorus_maculatus ENSXMAG00000010647
xiphophorus_couchianus ENSXCOG00000001495
gambusia_affinis ENSGAFG00000017794
fundulus_heteroclitus ENSFHEG00000013684
cyprinodon_variegatus ENSCVAG00000010314
kryptolebias_marmoratus ENSKMAG00000018578
oryzias_latipes_asm223469v1 ENSORLG00015016943
oryzias_latipes ENSORLG00000005207
oryzias_latipes ENSORLG00020004609
oryzias_melastigma ENSOMEG00000019104
labrus_bergylta ENSLBEG00000002336
cynoglossus_semilaevis ENSCSEG00000014116
