xiphophorus_maculatus ENSXMAG00000007851
xiphophorus_couchianus ENSXCOG00000017533
gambusia_affinis ENSGAFG00000002187
poecilia_formosa ENSPFOG00000011667
monopterus_albus ENSMALG00000010183
paramormyrops_kingsleyae ENSPKIG00000024601
jaculus_jaculus ENSJJAG00000012745
jaculus_jaculus ENSJJAG00000000926
jaculus_jaculus ENSJJAG00000010379
microcebus_murinus ENSMICG00000037856
phascolarctos_cinereus ENSPCIG00000026250
vombatus_ursinus ENSVURG00010016504
monodelphis_domestica ENSMODG00000025348
cavia_porcellus ENSCPOG00000039224
microtus_ochrogaster ENSMOCG00000005132
cebus_capucinus ENSCCAG00000029786
dasypus_novemcinctus ENSDNOG00000041546
vombatus_ursinus ENSVURG00010018352
macaca_nemestrina ENSMNEG00000013127
macaca_fascicularis ENSMFAG00000029512
theropithecus_gelada ENSTGEG00000025280
papio_anubis ENSPANG00000030680
chlorocebus_sabaeus ENSCSAG00000018802
microtus_ochrogaster ENSMOCG00000001916
theropithecus_gelada ENSTGEG00000015497
rhinopithecus_bieti ENSRBIG00000030312
rhinopithecus_bieti ENSRBIG00000044685
bos_indicus ENSBIXG00000028102
bos_indicus ENSBIXG00005027013
bos_taurus ENSBTAG00000051490
bos_mutus ENSBMUG00000004581
bison_bison ENSBBBG00000003902
microtus_ochrogaster ENSMOCG00000006931
macaca_mulatta ENSMMUG00000062695
piliocolobus_tephrosceles ENSPTEG00000032856
propithecus_coquereli ENSPCOG00000007180
peromyscus_maniculatus ENSPEMG00000022569
mesocricetus_auratus ENSMAUG00000019600
ictidomys_tridecemlineatus ENSSTOG00000030110
oryctolagus_cuniculus ENSOCUG00000026776
canis_lupus ENSCAFG00000029439
bos_mutus ENSBMUG00000011840
rhinopithecus_bieti ENSRBIG00000020799
rhinopithecus_roxellana ENSRROG00000014558
macaca_nemestrina ENSMNEG00000043492
cebus_capucinus ENSCCAG00000008412
propithecus_coquereli ENSPCOG00000025161
peromyscus_maniculatus ENSPEMG00000029096
microtus_ochrogaster ENSMOCG00000006544
octodon_degus ENSODEG00000019225
octodon_degus ENSODEG00000019317
octodon_degus ENSODEG00000020489
octodon_degus ENSODEG00000007257
octodon_degus ENSODEG00000018748
octodon_degus ENSODEG00000019201
heterocephalus_glaber ENSHGLG00100007016
heterocephalus_glaber ENSHGLG00000014226
fukomys_damarensis ENSFDAG00000019841
chinchilla_lanigera ENSCLAG00000009744
cavia_porcellus ENSCPOG00000038089
felis_catus ENSFCAG00000042284
canis_lupus ENSCAFG00020014860
bos_taurus ENSBTAG00000052152
mandrillus_leucophaeus ENSMLEG00000013301
cercocebus_atys ENSCATG00000022117
theropithecus_gelada ENSTGEG00000009025
piliocolobus_tephrosceles ENSPTEG00000020116
pan_troglodytes ENSPTRG00000041769
cebus_capucinus ENSCCAG00000020703
callithrix_jacchus ENSCJAG00000002871
aotus_nancymaae ENSANAG00000031756
carlito_syrichta ENSTSYG00000034734
otolemur_garnettii ENSOGAG00000025570
meriones_unguiculatus ENSMUGG00000019063
mus_caroli MGP_CAROLIEiJ_G0032716
nannospalax_galili ENSNGAG00000018078
cricetulus_griseus ENSCGRG00001023918
castor_canadensis ENSCCNG00000020328
spermophilus_dauricus ENSSDAG00000017377
oryctolagus_cuniculus ENSOCUG00000035023
colobus_angolensis ENSCANG00000040425
piliocolobus_tephrosceles ENSPTEG00000003180
prolemur_simus ENSPSMG00000025975
cricetulus_griseus ENSCGRG00001011075
cricetulus_griseus ENSCGRG00015024588
cricetulus_griseus ENSCGRG00015014824
cricetulus_griseus ENSCGRG00000005323
mus_spicilegus ENSMSIG00000003010
mus_pahari MGP_PahariEiJ_G0015584
ursus_americanus ENSUAMG00000020564
equus_caballus ENSECAG00000043666
saimiri_boliviensis ENSSBOG00000025835
cebus_capucinus ENSCCAG00000014766
homo_sapiens ENSG00000232112
microtus_ochrogaster ENSMOCG00000016314
rattus_norvegicus ENSRNOG00000047225
urocitellus_parryii ENSUPAG00010000713
marmota_marmota ENSMMMG00000006533
oryctolagus_cuniculus ENSOCUG00000029966
