oryctolagus_cuniculus ENSOCUG00000005183
spermophilus_dauricus ENSSDAG00000024791
gorilla_gorilla ENSGGOG00000007952
homo_sapiens ENSG00000204140
pan_troglodytes ENSPTRG00000029713
pan_paniscus ENSPPAG00000029511
pongo_abelii ENSPPYG00000016535
nomascus_leucogenys ENSNLEG00000032058
macaca_nemestrina ENSMNEG00000030977
macaca_fascicularis ENSMFAG00000039538
macaca_mulatta ENSMMUG00000015383
cercocebus_atys ENSCATG00000036639
mandrillus_leucophaeus ENSMLEG00000041474
chlorocebus_sabaeus ENSCSAG00000010016
rhinopithecus_bieti ENSRBIG00000039457
rhinopithecus_roxellana ENSRROG00000029400
colobus_angolensis_palliatus ENSCANG00000033103
cebus_capucinus ENSCCAG00000023306
saimiri_boliviensis_boliviensis ENSSBOG00000019532
callithrix_jacchus ENSCJAG00000015756
aotus_nancymaae ENSANAG00000032715
carlito_syrichta ENSTSYG00000027490
propithecus_coquereli ENSPCOG00000018489
equus_asinus_asinus ENSEASG00005021252
tursiops_truncatus ENSTTRG00000014325
myotis_lucifugus ENSMLUG00000010934
