pan_troglodytes ENSPTRG00000007698
pan_paniscus ENSPPAG00000032009
homo_sapiens ENSG00000103343
gorilla_gorilla ENSGGOG00000016442
pongo_abelii ENSPPYG00000007045
nomascus_leucogenys ENSNLEG00000029360
cercocebus_atys ENSCATG00000011669
papio_anubis ENSPANG00000013691
mandrillus_leucophaeus ENSMLEG00000042793
theropithecus_gelada ENSTGEG00000025353
macaca_fascicularis ENSMFAG00000025850
macaca_mulatta ENSMMUG00000007568
macaca_nemestrina ENSMNEG00000039754
chlorocebus_sabaeus ENSCSAG00000010029
rhinopithecus_roxellana ENSRROG00000038755
rhinopithecus_bieti ENSRBIG00000033766
piliocolobus_tephrosceles ENSPTEG00000011575
colobus_angolensis_palliatus ENSCANG00000041220
saimiri_boliviensis_boliviensis ENSSBOG00000026127
cebus_capucinus ENSCCAG00000021019
callithrix_jacchus ENSCJAG00000019642
aotus_nancymaae ENSANAG00000027934
carlito_syrichta ENSTSYG00000006900
prolemur_simus ENSPSMG00000017396
microcebus_murinus ENSMICG00000014556
propithecus_coquereli ENSPCOG00000024770
otolemur_garnettii ENSOGAG00000024607
castor_canadensis ENSCCNG00000021117
dipodomys_ordii ENSDORG00000009750
mus_musculus ENSMUSG00000054939
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021282
mus_spicilegus ENSMSIG00000026275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020388
mus_pahari MGP_PahariEiJ_G0016096
rattus_norvegicus ENSRNOG00000007655
meriones_unguiculatus ENSMUGG00000017249
peromyscus_maniculatus_bairdii ENSPEMG00000025231
microtus_ochrogaster ENSMOCG00000004638
cricetulus_griseus_chok1gshd ENSCGRG00001023005
cricetulus_griseus_crigri ENSCGRG00000011894
cricetulus_griseus_crigri-picr ENSCGRG00015014065
mesocricetus_auratus ENSMAUG00000016305
nannospalax_galili ENSNGAG00000013893
jaculus_jaculus ENSJJAG00000018757
chinchilla_lanigera ENSCLAG00000012386
octodon_degus ENSODEG00000013564
cavia_porcellus ENSCPOG00000035805
cavia_aperea ENSCAPG00000015586
heterocephalus_glaber_male ENSHGLG00100004172
heterocephalus_glaber_female ENSHGLG00000015051
fukomys_damarensis ENSFDAG00000012998
spermophilus_dauricus ENSSDAG00000008087
ictidomys_tridecemlineatus ENSSTOG00000013180
urocitellus_parryii ENSUPAG00010018912
marmota_marmota_marmota ENSMMMG00000007468
ochotona_princeps ENSOPRG00000012605
oryctolagus_cuniculus ENSOCUG00000014506
tupaia_belangeri ENSTBEG00000003372
neovison_vison ENSNVIG00000023367
mustela_putorius_furo ENSMPUG00000015107
canis_lupus_familiaris ENSCAFG00000028614
canis_lupus_dingo ENSCAFG00020025735
vulpes_vulpes ENSVVUG00000016157
ursus_americanus ENSUAMG00000001043
ursus_maritimus ENSUMAG00000001047
ailuropoda_melanoleuca ENSAMEG00000010630
panthera_pardus ENSPPRG00000005879
panthera_tigris_altaica ENSPTIG00000014647
felis_catus ENSFCAG00000012275
ovis_aries ENSOARG00000001724
capra_hircus ENSCHIG00000011878
bos_mutus ENSBMUG00000001276
bos_taurus ENSBTAG00000001614
bison_bison_bison ENSBBBG00000022247
sus_scrofa ENSSSCG00000007958
vicugna_pacos ENSVPAG00000011268
erinaceus_europaeus ENSEEUG00000009828
sorex_araneus ENSSARG00000007223
pteropus_vampyrus ENSPVAG00000016536
myotis_lucifugus ENSMLUG00000017773
equus_asinus_asinus ENSEASG00005001160
equus_caballus ENSECAG00000023132
dasypus_novemcinctus ENSDNOG00000032601
choloepus_hoffmanni ENSCHOG00000005839
procavia_capensis ENSPCAG00000004376
echinops_telfairi ENSETEG00000019425
loxodonta_africana ENSLAFG00000030389
