mola_mola ENSMMOG00000007998
takifugu_rubripes ENSTRUG00000024792
gasterosteus_aculeatus ENSGACG00000013406
astatotilapia_calliptera ENSACLG00000019870
maylandia_zebra ENSMZEG00005020942
pundamilia_nyererei ENSPNYG00000013604
haplochromis_burtoni ENSHBUG00000007714
neolamprologus_brichardi ENSNBRG00000006658
amphilophus_citrinellus ENSACIG00000016902
xiphophorus_maculatus ENSXMAG00000021418
xiphophorus_couchianus ENSXCOG00000008097
gambusia_affinis ENSGAFG00000001467
poecilia_mexicana ENSPMEG00000022928
poecilia_latipinna ENSPLAG00000000211
cyprinodon_variegatus ENSCVAG00000017362
fundulus_heteroclitus ENSFHEG00000023023
kryptolebias_marmoratus ENSKMAG00000006045
amphiprion_ocellaris ENSAOCG00000023634
amphiprion_percula ENSAPEG00000003883
acanthochromis_polyacanthus ENSAPOG00000014998
stegastes_partitus ENSSPAG00000012186
poecilia_formosa ENSPFOG00000007539
gasterosteus_aculeatus ENSGACG00000013404
scophthalmus_maximus ENSSMAG00000014449
cynoglossus_semilaevis ENSCSEG00000000645
periophthalmus_magnuspinnatus ENSPMGG00000021391
hippocampus_comes ENSHCOG00000020492
gadus_morhua ENSGMOG00000001041
ictalurus_punctatus ENSIPUG00000013881
astyanax_mexicanus ENSAMXG00000037724
danio_rerio ENSDARG00000104047
lepisosteus_oculatus ENSLOCG00000017627
latimeria_chalumnae ENSLACG00000005165
