notechis_scutatus ENSNSUG00000018863
pogona_vitticeps ENSPVIG00000016811
salvator_merianae ENSSMRG00000005887
xenopus_tropicalis ENSXETG00000023248
scleropages_formosus ENSSFOG00015010413
paramormyrops_kingsleyae ENSPKIG00000002465
paramormyrops_kingsleyae ENSPKIG00000010375
scleropages_formosus ENSSFOG00015007175
astyanax_mexicanus ENSAMXG00000008531
pygocentrus_nattereri ENSPNAG00000000134
ictalurus_punctatus ENSIPUG00000017866
danio_rerio ENSDARG00000087545
periophthalmus_magnuspinnatus ENSPMGG00000003648
periophthalmus_magnuspinnatus ENSPMGG00000003647
hippocampus_comes ENSHCOG00000005957
takifugu_rubripes ENSTRUG00000010784
tetraodon_nigroviridis ENSTNIG00000014663
cynoglossus_semilaevis ENSCSEG00000001972
xiphophorus_couchianus ENSXCOG00000004489
xiphophorus_maculatus ENSXMAG00000027193
gambusia_affinis ENSGAFG00000021574
poecilia_formosa ENSPFOG00000018012
poecilia_latipinna ENSPLAG00000016523
poecilia_mexicana ENSPMEG00000002653
poecilia_reticulata ENSPREG00000005229
cyprinodon_variegatus ENSCVAG00000000252
fundulus_heteroclitus ENSFHEG00000004630
kryptolebias_marmoratus ENSKMAG00000021703
oryzias_latipes ENSORLG00020009288
oryzias_latipes_asm223469v1 ENSORLG00015005398
oryzias_latipes ENSORLG00000022196
oryzias_melastigma ENSOMEG00000015679
labrus_bergylta ENSLBEG00000020969
gasterosteus_aculeatus ENSGACG00000001156
mola_mola ENSMMOG00000021746
mastacembelus_armatus ENSMAMG00000023878
monopterus_albus ENSMALG00000018752
anabas_testudineus ENSATEG00000007594
seriola_dumerili ENSSDUG00000008507
seriola_lalandi_dorsalis ENSSLDG00000023301
scophthalmus_maximus ENSSMAG00000000145
amphiprion_ocellaris ENSAOCG00000007966
amphiprion_percula ENSAPEG00000013669
acanthochromis_polyacanthus ENSAPOG00000011541
stegastes_partitus ENSSPAG00000012568
astatotilapia_calliptera ENSACLG00000021510
maylandia_zebra ENSMZEG00005011711
haplochromis_burtoni ENSHBUG00000023380
pundamilia_nyererei ENSPNYG00000008877
neolamprologus_brichardi ENSNBRG00000005775
oreochromis_niloticus ENSONIG00000018902
amphilophus_citrinellus ENSACIG00000019004
gadus_morhua ENSGMOG00000008145
esox_lucius ENSELUG00000007570
lepisosteus_oculatus ENSLOCG00000007861
anas_platyrhynchos_platyrhynchos ENSAPLG00000027452
anser_brachyrhynchus ENSABRG00000001092
meleagris_gallopavo ENSMGAG00000004913
coturnix_japonica ENSCJPG00005017785
gallus_gallus ENSGALG00000003731
numida_meleagris ENSNMEG00000015360
calidris_pygmaea ENSCPGG00000019543
calidris_pugnax ENSCPUG00000016226
melopsittacus_undulatus ENSMUNG00000011997
lonchura_striata_domestica ENSLSDG00000016821
taeniopygia_guttata ENSTGUG00000002003
serinus_canaria ENSSCAG00000005122
junco_hyemalis ENSJHYG00000013255
parus_major ENSPMJG00000009495
cyanistes_caeruleus ENSCCEG00000013125
ficedula_albicollis ENSFALG00000003305
lepidothrix_coronata ENSLCOG00000004876
manacus_vitellinus ENSMVIG00005005467
apteryx_owenii ENSAOWG00000004436
apteryx_rowi ENSARWG00000013045
apteryx_haastii ENSAHAG00000019448
dromaius_novaehollandiae ENSDNVG00000003174
anas_platyrhynchos_platyrhynchos ENSAPLG00000027307
serinus_canaria ENSSCAG00000005125
nothoprocta_perdicaria ENSNPEG00000010090
bison_bison_bison ENSBBBG00000020501
castor_canadensis ENSCCNG00000023980
gopherus_agassizii ENSGAGG00000004761
chelonoidis_abingdonii ENSCABG00000014543
chrysemys_picta_bellii ENSCPBG00000010594
pelodiscus_sinensis ENSPSIG00000012554
crocodylus_porosus ENSCPRG00005017231
sphenodon_punctatus ENSSPUG00000015431
phascolarctos_cinereus ENSPCIG00000035781
notamacropus_eugenii ENSMEUG00000005473
sarcophilus_harrisii ENSSHAG00000010189
monodelphis_domestica ENSMODG00000003233
bos_taurus ENSBTAG00000008510
bos_mutus ENSBMUG00000004080
ovis_aries ENSOARG00000012143
capra_hircus ENSCHIG00000016833
erinaceus_europaeus ENSEEUG00000012732
oryctolagus_cuniculus ENSOCUG00000011408
ochotona_princeps ENSOPRG00000008578
heterocephalus_glaber_male ENSHGLG00100015876
heterocephalus_glaber_female ENSHGLG00000010747
fukomys_damarensis ENSFDAG00000000930
octodon_degus ENSODEG00000013901
octodon_degus ENSODEG00000015779
chinchilla_lanigera ENSCLAG00000002198
cavia_porcellus ENSCPOG00000004481
cavia_aperea ENSCAPG00000006460
spermophilus_dauricus ENSSDAG00000014825
marmota_marmota_marmota ENSMMMG00000021370
urocitellus_parryii ENSUPAG00010017950
ictidomys_tridecemlineatus ENSSTOG00000019820
mus_spicilegus ENSMSIG00000013920
mus_musculus ENSMUSG00000028920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027715
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026735
mus_pahari MGP_PahariEiJ_G0029066
rattus_norvegicus ENSRNOG00000014305
meriones_unguiculatus ENSMUGG00000014848
cricetulus_griseus_crigri-picr ENSCGRG00015000961
cricetulus_griseus_chok1gshd ENSCGRG00001019329
cricetulus_griseus_crigri ENSCGRG00000008739
mesocricetus_auratus ENSMAUG00000018977
microtus_ochrogaster ENSMOCG00000021880
peromyscus_maniculatus_bairdii ENSPEMG00000017833
nannospalax_galili ENSNGAG00000011237
jaculus_jaculus ENSJJAG00000011094
dipodomys_ordii ENSDORG00000012525
tupaia_belangeri ENSTBEG00000013878
pan_paniscus ENSPPAG00000034938
pan_troglodytes ENSPTRG00000000225
homo_sapiens ENSG00000037637
gorilla_gorilla ENSGGOG00000014592
pongo_abelii ENSPPYG00000001822
nomascus_leucogenys ENSNLEG00000007825
mandrillus_leucophaeus ENSMLEG00000039851
cercocebus_atys ENSCATG00000029422
