monopterus_albus ENSMALG00000002488
mastacembelus_armatus ENSMAMG00000002618
tetraodon_nigroviridis ENSTNIG00000012199
takifugu_rubripes ENSTRUG00000025583
periophthalmus_magnuspinnatus ENSPMGG00000013041
cynoglossus_semilaevis ENSCSEG00000013117
seriola_dumerili ENSSDUG00000018024
seriola_lalandi_dorsalis ENSSLDG00000019499
scophthalmus_maximus ENSSMAG00000000812
mola_mola ENSMMOG00000013416
labrus_bergylta ENSLBEG00000005704
xiphophorus_maculatus ENSXMAG00000017666
gambusia_affinis ENSGAFG00000015464
poecilia_mexicana ENSPMEG00000000686
poecilia_reticulata ENSPREG00000014027
poecilia_formosa ENSPFOG00000016658
poecilia_latipinna ENSPLAG00000008660
cyprinodon_variegatus ENSCVAG00000000426
fundulus_heteroclitus ENSFHEG00000012322
kryptolebias_marmoratus ENSKMAG00000017526
amphiprion_ocellaris ENSAOCG00000012165
amphiprion_percula ENSAPEG00000019897
acanthochromis_polyacanthus ENSAPOG00000013059
stegastes_partitus ENSSPAG00000018482
maylandia_zebra ENSMZEG00005001216
pundamilia_nyererei ENSPNYG00000003771
neolamprologus_brichardi ENSNBRG00000010600
oreochromis_niloticus ENSONIG00000000679
amphilophus_citrinellus ENSACIG00000012344
hippocampus_comes ENSHCOG00000001964
