anser_brachyrhynchus ENSABRG00000022329
anas_platyrhynchos_platyrhynchos ENSAPLG00000014749
gallus_gallus ENSGALG00000001333
meleagris_gallopavo ENSMGAG00000007925
coturnix_japonica ENSCJPG00005010856
numida_meleagris ENSNMEG00000012681
calidris_pugnax ENSCPUG00000016085
calidris_pygmaea ENSCPGG00000012550
zonotrichia_albicollis ENSZALG00000012150
junco_hyemalis ENSJHYG00000003663
serinus_canaria ENSSCAG00000016205
ficedula_albicollis ENSFALG00000001960
parus_major ENSPMJG00000000410
cyanistes_caeruleus ENSCCEG00000010508
taeniopygia_guttata ENSTGUG00000006813
lonchura_striata_domestica ENSLSDG00000004158
lepidothrix_coronata ENSLCOG00000014254
manacus_vitellinus ENSMVIG00005010316
melopsittacus_undulatus ENSMUNG00000009718
apteryx_rowi ENSARWG00000010447
apteryx_owenii ENSAOWG00000002957
apteryx_haastii ENSAHAG00000012966
dromaius_novaehollandiae ENSDNVG00000013586
nothoprocta_perdicaria ENSNPEG00000013058
crocodylus_porosus ENSCPRG00005010554
gopherus_agassizii ENSGAGG00000018315
chelonoidis_abingdonii ENSCABG00000001662
chrysemys_picta_bellii ENSCPBG00000009881
pelodiscus_sinensis ENSPSIG00000013622
pogona_vitticeps ENSPVIG00000025696
notechis_scutatus ENSNSUG00000002988
salvator_merianae ENSSMRG00000011490
sphenodon_punctatus ENSSPUG00000001582
phascolarctos_cinereus ENSPCIG00000025530
notamacropus_eugenii ENSMEUG00000015710
sarcophilus_harrisii ENSSHAG00000012469
sus_scrofa ENSSSCG00000005532
vicugna_pacos ENSVPAG00000008622
bos_mutus ENSBMUG00000004265
bos_taurus ENSBTAG00000018426
bison_bison_bison ENSBBBG00000012462
ovis_aries ENSOARG00000014134
capra_hircus ENSCHIG00000026312
tursiops_truncatus ENSTTRG00000007123
pteropus_vampyrus ENSPVAG00000000864
myotis_lucifugus ENSMLUG00000004799
ailuropoda_melanoleuca ENSAMEG00000000756
ursus_maritimus ENSUMAG00000003435
mustela_putorius_furo ENSMPUG00000007190
neovison_vison ENSNVIG00000010580
canis_lupus_dingo ENSCAFG00020015179
canis_lupus_familiaris ENSCAFG00000032643
vulpes_vulpes ENSVVUG00000009449
panthera_tigris_altaica ENSPTIG00000007271
panthera_pardus ENSPPRG00000013309
felis_catus ENSFCAG00000038648
equus_asinus_asinus ENSEASG00005021081
equus_caballus ENSECAG00000025085
erinaceus_europaeus ENSEEUG00000011183
octodon_degus ENSODEG00000002071
octodon_degus ENSODEG00000019840
chinchilla_lanigera ENSCLAG00000013089
cavia_porcellus ENSCPOG00000007351
cavia_aperea ENSCAPG00000008928
heterocephalus_glaber_male ENSHGLG00100005757
heterocephalus_glaber_female ENSHGLG00000010828
fukomys_damarensis ENSFDAG00000009671
ictidomys_tridecemlineatus ENSSTOG00000012632
spermophilus_dauricus ENSSDAG00000014324
urocitellus_parryii ENSUPAG00010008818
marmota_marmota_marmota ENSMMMG00000018646
castor_canadensis ENSCCNG00000006187
dipodomys_ordii ENSDORG00000015863
peromyscus_maniculatus_bairdii ENSPEMG00000012001
microtus_ochrogaster ENSMOCG00000018514
cricetulus_griseus_crigri ENSCGRG00000013789
cricetulus_griseus_crigri-picr ENSCGRG00015000770
cricetulus_griseus_chok1gshd ENSCGRG00001014100
mesocricetus_auratus ENSMAUG00000003771
mus_musculus ENSMUSG00000026887
mus_spicilegus ENSMSIG00000017526
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024406
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023489
mus_pahari MGP_PahariEiJ_G0024946
rattus_norvegicus ENSRNOG00000025997
meriones_unguiculatus ENSMUGG00000002909
nannospalax_galili ENSNGAG00000020224
jaculus_jaculus ENSJJAG00000012872
oryctolagus_cuniculus ENSOCUG00000008530
ochotona_princeps ENSOPRG00000010395
pan_paniscus ENSPPAG00000041496
pan_troglodytes ENSPTRG00000021324
homo_sapiens ENSG00000148187
gorilla_gorilla ENSGGOG00000036258
pongo_abelii ENSPPYG00000019570
nomascus_leucogenys ENSNLEG00000030419
pongo_abelii ENSPPYG00000020693
macaca_fascicularis ENSMFAG00000044303
macaca_mulatta ENSMMUG00000012882
macaca_nemestrina ENSMNEG00000041393
papio_anubis ENSPANG00000025844
theropithecus_gelada ENSTGEG00000025512
mandrillus_leucophaeus ENSMLEG00000041718
cercocebus_atys ENSCATG00000044253
chlorocebus_sabaeus ENSCSAG00000013379
piliocolobus_tephrosceles ENSPTEG00000038185
colobus_angolensis_palliatus ENSCANG00000030811
rhinopithecus_bieti ENSRBIG00000035112
rhinopithecus_roxellana ENSRROG00000028983
cebus_capucinus ENSCCAG00000035511
cebus_capucinus ENSCCAG00000021452
saimiri_boliviensis_boliviensis ENSSBOG00000022727
aotus_nancymaae ENSANAG00000036027
aotus_nancymaae ENSANAG00000027637
callithrix_jacchus ENSCJAG00000020104
carlito_syrichta ENSTSYG00000009925
carlito_syrichta ENSTSYG00000036200
propithecus_coquereli ENSPCOG00000026480
propithecus_coquereli ENSPCOG00000012906
microcebus_murinus ENSMICG00000016168
prolemur_simus ENSPSMG00000000374
otolemur_garnettii ENSOGAG00000003046
tupaia_belangeri ENSTBEG00000016569
choloepus_hoffmanni ENSCHOG00000012757
dasypus_novemcinctus ENSDNOG00000039795
loxodonta_africana ENSLAFG00000012138
procavia_capensis ENSPCAG00000005641
echinops_telfairi ENSETEG00000009835
ornithorhynchus_anatinus ENSOANG00000008199
latimeria_chalumnae ENSLACG00000010290
xenopus_tropicalis ENSXETG00000016327
pygocentrus_nattereri ENSPNAG00000017686
astyanax_mexicanus ENSAMXG00000013693
ictalurus_punctatus ENSIPUG00000021524
danio_rerio ENSDARG00000034174
oryzias_latipes ENSORLG00020013435
oryzias_latipes ENSORLG00000009966
oryzias_latipes_asm223469v1 ENSORLG00015001687
oryzias_melastigma ENSOMEG00000001486
kryptolebias_marmoratus ENSKMAG00000010695
tetraodon_nigroviridis ENSTNIG00000004946
takifugu_rubripes ENSTRUG00000005792
poecilia_formosa ENSPFOG00000019705
poecilia_latipinna ENSPLAG00000005592
poecilia_mexicana ENSPMEG00000014013
poecilia_reticulata ENSPREG00000009134
xiphophorus_couchianus ENSXCOG00000005067
xiphophorus_maculatus ENSXMAG00000023463
gambusia_affinis ENSGAFG00000007759
fundulus_heteroclitus ENSFHEG00000012439
cyprinodon_variegatus ENSCVAG00000012428
pundamilia_nyererei ENSPNYG00000012453
haplochromis_burtoni ENSHBUG00000015190
astatotilapia_calliptera ENSACLG00000019898
maylandia_zebra ENSMZEG00005017909
neolamprologus_brichardi ENSNBRG00000021100
oreochromis_niloticus ENSONIG00000003726
amphilophus_citrinellus ENSACIG00000005017
scophthalmus_maximus ENSSMAG00000020126
cynoglossus_semilaevis ENSCSEG00000017565
mola_mola ENSMMOG00000021317
labrus_bergylta ENSLBEG00000023948
gasterosteus_aculeatus ENSGACG00000017355
anabas_testudineus ENSATEG00000019203
monopterus_albus ENSMALG00000017787
amphiprion_ocellaris ENSAOCG00000006807
amphiprion_percula ENSAPEG00000007934
acanthochromis_polyacanthus ENSAPOG00000001958
stegastes_partitus ENSSPAG00000005380
mastacembelus_armatus ENSMAMG00000009215
seriola_dumerili ENSSDUG00000016181
seriola_lalandi_dorsalis ENSSLDG00000016309
hippocampus_comes ENSHCOG00000003122
periophthalmus_magnuspinnatus ENSPMGG00000023953
gadus_morhua ENSGMOG00000016602
esox_lucius ENSELUG00000005852
scleropages_formosus ENSSFOG00015001131
paramormyrops_kingsleyae ENSPKIG00000005396
lepisosteus_oculatus ENSLOCG00000003021
eptatretus_burgeri ENSEBUG00000003834
ciona_intestinalis ENSCING00000018180
drosophila_melanogaster FBgn0035980
caenorhabditis_elegans_strain_n2 WBGene00020625
saccharomyces_cerevisiae YHR038W
