pygocentrus_nattereri ENSPNAG00000004535
astyanax_mexicanus ENSAMXG00000001803
ictalurus_punctatus ENSIPUG00000003880
danio_rerio ENSDARG00000109818
oreochromis_niloticus ENSONIG00000010378
xiphophorus_maculatus ENSXMAG00000023437
stegastes_partitus ENSSPAG00000000594
anabas_testudineus ENSATEG00000011148
gadus_morhua ENSGMOG00000005941
lepisosteus_oculatus ENSLOCG00000004989
phascolarctos_cinereus ENSPCIG00000036366
monodelphis_domestica ENSMODG00000028255
pan_troglodytes ENSPTRG00000019185
pan_paniscus ENSPPAG00000032884
homo_sapiens ENSG00000164500
gorilla_gorilla ENSGGOG00000025732
nomascus_leucogenys ENSNLEG00000004626
piliocolobus_tephrosceles ENSPTEG00000005693
colobus_angolensis_palliatus ENSCANG00000030880
rhinopithecus_bieti ENSRBIG00000031754
rhinopithecus_roxellana ENSRROG00000029531
theropithecus_gelada ENSTGEG00000008721
cercocebus_atys ENSCATG00000036782
papio_anubis ENSPANG00000020442
mandrillus_leucophaeus ENSMLEG00000035775
macaca_fascicularis ENSMFAG00000045999
macaca_mulatta ENSMMUG00000043922
macaca_nemestrina ENSMNEG00000040240
chlorocebus_sabaeus ENSCSAG00000016000
cebus_capucinus ENSCCAG00000021487
callithrix_jacchus ENSCJAG00000000951
saimiri_boliviensis_boliviensis ENSSBOG00000035110
aotus_nancymaae ENSANAG00000030893
carlito_syrichta ENSTSYG00000013471
propithecus_coquereli ENSPCOG00000007880
prolemur_simus ENSPSMG00000003437
microcebus_murinus ENSMICG00000029657
otolemur_garnettii ENSOGAG00000016738
castor_canadensis ENSCCNG00000028454
dipodomys_ordii ENSDORG00000027397
cricetulus_griseus_crigri ENSCGRG00000006501
cricetulus_griseus_crigri-picr ENSCGRG00015028038
cricetulus_griseus_chok1gshd ENSCGRG00001004222
peromyscus_maniculatus_bairdii ENSPEMG00000031193
microtus_ochrogaster ENSMOCG00000014867
mus_spicilegus ENSMSIG00000010055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016937
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016095
mus_pahari MGP_PahariEiJ_G0016796
rattus_norvegicus ENSRNOG00000037621
jaculus_jaculus ENSJJAG00000014355
chinchilla_lanigera ENSCLAG00000004228
octodon_degus ENSODEG00000013559
fukomys_damarensis ENSFDAG00000002884
heterocephalus_glaber_female ENSHGLG00000005101
urocitellus_parryii ENSUPAG00010021297
ictidomys_tridecemlineatus ENSSTOG00000005497
spermophilus_dauricus ENSSDAG00000024403
marmota_marmota_marmota ENSMMMG00000015542
oryctolagus_cuniculus ENSOCUG00000003695
bos_mutus ENSBMUG00000022491
bison_bison_bison ENSBBBG00000009268
ovis_aries ENSOARG00000014955
capra_hircus ENSCHIG00000015201
sus_scrofa ENSSSCG00000015628
equus_asinus_asinus ENSEASG00005018017
equus_caballus ENSECAG00000017564
neovison_vison ENSNVIG00000017792
mustela_putorius_furo ENSMPUG00000018162
ailuropoda_melanoleuca ENSAMEG00000008075
vulpes_vulpes ENSVVUG00000010079
panthera_pardus ENSPPRG00000005156
panthera_tigris_altaica ENSPTIG00000011086
felis_catus ENSFCAG00000038962
dasypus_novemcinctus ENSDNOG00000032072
sphenodon_punctatus ENSSPUG00000016316
pogona_vitticeps ENSPVIG00000019303
anser_brachyrhynchus ENSABRG00000021034
anas_platyrhynchos_platyrhynchos ENSAPLG00000021349
gallus_gallus ENSGALG00000013084
coturnix_japonica ENSCJPG00005014893
numida_meleagris ENSNMEG00000007991
apteryx_haastii ENSAHAG00000002976
apteryx_owenii ENSAOWG00000008350
apteryx_rowi ENSARWG00000002892
chrysemys_picta_bellii ENSCPBG00000016481
