seriola_dumerili ENSSDUG00000005777
seriola_lalandi_dorsalis ENSSLDG00000012922
seriola_lalandi_dorsalis ENSSLDG00000009198
seriola_lalandi_dorsalis ENSSLDG00000022151
monopterus_albus ENSMALG00000008005
mastacembelus_armatus ENSMAMG00000009507
mastacembelus_armatus ENSMAMG00000009563
mastacembelus_armatus ENSMAMG00000009524
mastacembelus_armatus ENSMAMG00000009586
mastacembelus_armatus ENSMAMG00000009553
cynoglossus_semilaevis ENSCSEG00000007594
mola_mola ENSMMOG00000016531
mola_mola ENSMMOG00000014566
labrus_bergylta ENSLBEG00000017478
maylandia_zebra ENSMZEG00005027765
astatotilapia_calliptera ENSACLG00000011242
haplochromis_burtoni ENSHBUG00000010041
pundamilia_nyererei ENSPNYG00000019181
amphilophus_citrinellus ENSACIG00000022002
maylandia_zebra ENSMZEG00005010900
astatotilapia_calliptera ENSACLG00000016913
neolamprologus_brichardi ENSNBRG00000002494
neolamprologus_brichardi ENSNBRG00000009526
mola_mola ENSMMOG00000014564
labrus_bergylta ENSLBEG00000016897
monopterus_albus ENSMALG00000008013
mastacembelus_armatus ENSMAMG00000009577
anabas_testudineus ENSATEG00000007002
poecilia_mexicana ENSPMEG00000011854
poecilia_latipinna ENSPLAG00000013713
poecilia_mexicana ENSPMEG00000006309
poecilia_latipinna ENSPLAG00000023715
poecilia_reticulata ENSPREG00000002719
gambusia_affinis ENSGAFG00000014511
xiphophorus_maculatus ENSXMAG00000026793
kryptolebias_marmoratus ENSKMAG00000009493
periophthalmus_magnuspinnatus ENSPMGG00000003718
periophthalmus_magnuspinnatus ENSPMGG00000005494
gadus_morhua ENSGMOG00000019873
