mola_mola ENSMMOG00000020606
takifugu_rubripes ENSTRUG00000006803
labrus_bergylta ENSLBEG00000001947
monopterus_albus ENSMALG00000000536
mastacembelus_armatus ENSMAMG00000000286
anabas_testudineus ENSATEG00000003441
seriola_dumerili ENSSDUG00000005447
seriola_lalandi_dorsalis ENSSLDG00000011586
cynoglossus_semilaevis ENSCSEG00000006861
amphiprion_ocellaris ENSAOCG00000012693
amphiprion_percula ENSAPEG00000011332
acanthochromis_polyacanthus ENSAPOG00000014083
stegastes_partitus ENSSPAG00000023180
maylandia_zebra ENSMZEG00005022289
pundamilia_nyererei ENSPNYG00000017205
oreochromis_niloticus ENSONIG00000003872
poecilia_formosa ENSPFOG00000012545
poecilia_mexicana ENSPMEG00000002088
poecilia_latipinna ENSPLAG00000018688
poecilia_reticulata ENSPREG00000003566
xiphophorus_maculatus ENSXMAG00000008158
gambusia_affinis ENSGAFG00000019307
cyprinodon_variegatus ENSCVAG00000019243
fundulus_heteroclitus ENSFHEG00000014952
kryptolebias_marmoratus ENSKMAG00000006885
oryzias_latipes ENSORLG00000028571
oryzias_latipes ENSORLG00020011862
oryzias_melastigma ENSOMEG00000005897
hippocampus_comes ENSHCOG00000002703
esox_lucius ENSELUG00000010558
pygocentrus_nattereri ENSPNAG00000018573
astyanax_mexicanus ENSAMXG00000031516
ictalurus_punctatus ENSIPUG00000004556
danio_rerio ENSDARG00000079313
scleropages_formosus ENSSFOG00015010594
lepisosteus_oculatus ENSLOCG00000014096
xenopus_tropicalis ENSXETG00000017229
drosophila_melanogaster FBgn0053217
