ursus_maritimus ENSUMAG00000010267
ursus_americanus ENSUAMG00000009301
ailuropoda_melanoleuca ENSAMEG00000003162
neovison_vison ENSNVIG00000010005
panthera_pardus ENSPPRG00000011759
panthera_tigris ENSPTIG00000005769
felis_catus ENSFCAG00000013761
equus_caballus ENSECAG00000004902
equus_asinus ENSEASG00005015125
sus_scrofa ENSSSCG00000049424
sus_scrofa ENSSSCG00000049624
bos_taurus ENSBTAG00000010461
bos_mutus ENSBMUG00000024255
bos_indicus ENSBIXG00005025938
heterocephalus_glaber ENSHGLG00000020629
heterocephalus_glaber ENSHGLG00100019681
heterocephalus_glaber ENSHGLG00100019969
heterocephalus_glaber ENSHGLG00000020724
cavia_porcellus ENSCPOG00000039648
cavia_porcellus ENSCPOG00000036089
chinchilla_lanigera ENSCLAG00000017565
chinchilla_lanigera ENSCLAG00000003208
cricetulus_griseus ENSCGRG00001010703
cricetulus_griseus ENSCGRG00015027715
cricetulus_griseus ENSCGRG00015027718
cricetulus_griseus ENSCGRG00001010224
peromyscus_maniculatus ENSPEMG00000027265
mus_musculus ENSMUSG00000062712
mus_spretus MGP_SPRETEiJ_G0031754
mus_spicilegus ENSMSIG00000002413
mus_caroli MGP_CAROLIEiJ_G0030643
mus_pahari MGP_PahariEiJ_G0013846
rattus_norvegicus ENSRNOG00000061803
meriones_unguiculatus ENSMUGG00000005207
mus_spicilegus ENSMSIG00000002343
mus_spretus MGP_SPRETEiJ_G0031751
mus_musculus ENSMUSG00000062782
mus_caroli MGP_CAROLIEiJ_G0030640
rattus_norvegicus ENSRNOG00000057889
meriones_unguiculatus ENSMUGG00000026087
castor_canadensis ENSCCNG00000022294
castor_canadensis ENSCCNG00000022217
urocitellus_parryii ENSUPAG00010014878
ictidomys_tridecemlineatus ENSSTOG00000031928
spermophilus_dauricus ENSSDAG00000001178
marmota_marmota ENSMMMG00000004502
dasypus_novemcinctus ENSDNOG00000040785
dasypus_novemcinctus ENSDNOG00000044569
vombatus_ursinus ENSVURG00010019634
phascolarctos_cinereus ENSPCIG00000014161
notamacropus_eugenii ENSMEUG00000009594
monodelphis_domestica ENSMODG00000038217
sarcophilus_harrisii ENSSHAG00000012170
sarcophilus_harrisii ENSSHAG00000012262
vombatus_ursinus ENSVURG00010008872
vombatus_ursinus ENSVURG00010008832
monodelphis_domestica ENSMODG00000047213
