pygocentrus_nattereri ENSPNAG00000009174
astyanax_mexicanus ENSAMXG00000013824
ictalurus_punctatus ENSIPUG00000005577
danio_rerio ENSDARG00000038879
acanthochromis_polyacanthus ENSAPOG00000022582
amphilophus_citrinellus ENSACIG00000015366
takifugu_rubripes ENSTRUG00000007555
tetraodon_nigroviridis ENSTNIG00000007706
cynoglossus_semilaevis ENSCSEG00000017791
periophthalmus_magnuspinnatus ENSPMGG00000014003
monopterus_albus ENSMALG00000009584
mastacembelus_armatus ENSMAMG00000012637
anabas_testudineus ENSATEG00000014863
seriola_dumerili ENSSDUG00000023727
seriola_lalandi_dorsalis ENSSLDG00000006201
scophthalmus_maximus ENSSMAG00000012512
fundulus_heteroclitus ENSFHEG00000017201
cyprinodon_variegatus ENSCVAG00000004949
xiphophorus_maculatus ENSXMAG00000018255
xiphophorus_couchianus ENSXCOG00000012463
gambusia_affinis ENSGAFG00000012883
poecilia_formosa ENSPFOG00000012331
poecilia_mexicana ENSPMEG00000008180
poecilia_latipinna ENSPLAG00000007838
poecilia_reticulata ENSPREG00000002171
kryptolebias_marmoratus ENSKMAG00000020248
oryzias_latipes ENSORLG00000006074
oryzias_latipes ENSORLG00020004066
oryzias_latipes_asm223469v1 ENSORLG00015006582
oryzias_melastigma ENSOMEG00000011850
pundamilia_nyererei ENSPNYG00000007007
haplochromis_burtoni ENSHBUG00000001661
maylandia_zebra ENSMZEG00005000797
astatotilapia_calliptera ENSACLG00000015098
neolamprologus_brichardi ENSNBRG00000003006
oreochromis_niloticus ENSONIG00000003603
amphiprion_ocellaris ENSAOCG00000020932
amphiprion_percula ENSAPEG00000000739
stegastes_partitus ENSSPAG00000014650
labrus_bergylta ENSLBEG00000022696
mola_mola ENSMMOG00000012781
hippocampus_comes ENSHCOG00000004122
esox_lucius ENSELUG00000023950
scleropages_formosus ENSSFOG00015003340
paramormyrops_kingsleyae ENSPKIG00000009568
manacus_vitellinus ENSMVIG00005017050
lepidothrix_coronata ENSLCOG00000004805
parus_major ENSPMJG00000005826
cyanistes_caeruleus ENSCCEG00000002592
ficedula_albicollis ENSFALG00000001380
taeniopygia_guttata ENSTGUG00000011184
lonchura_striata_domestica ENSLSDG00000007903
serinus_canaria ENSSCAG00000009649
junco_hyemalis ENSJHYG00000003987
melopsittacus_undulatus ENSMUNG00000016486
calidris_pygmaea ENSCPGG00000002800
calidris_pugnax ENSCPUG00000016495
anser_brachyrhynchus ENSABRG00000003279
