mastacembelus_armatus ENSMAMG00000010555
monopterus_albus ENSMALG00000007741
anabas_testudineus ENSATEG00000012143
scophthalmus_maximus ENSSMAG00000014842
cynoglossus_semilaevis ENSCSEG00000016714
seriola_dumerili ENSSDUG00000021472
seriola_lalandi_dorsalis ENSSLDG00000021854
hippocampus_comes ENSHCOG00000006460
labrus_bergylta ENSLBEG00000025801
gasterosteus_aculeatus ENSGACG00000009363
tetraodon_nigroviridis ENSTNIG00000000946
takifugu_rubripes ENSTRUG00000013395
mola_mola ENSMMOG00000012216
amphiprion_ocellaris ENSAOCG00000024204
amphiprion_percula ENSAPEG00000011932
acanthochromis_polyacanthus ENSAPOG00000020737
stegastes_partitus ENSSPAG00000003063
fundulus_heteroclitus ENSFHEG00000015931
cyprinodon_variegatus ENSCVAG00000017452
xiphophorus_couchianus ENSXCOG00000012716
xiphophorus_maculatus ENSXMAG00000004022
gambusia_affinis ENSGAFG00000011790
poecilia_formosa ENSPFOG00000003186
poecilia_mexicana ENSPMEG00000013848
poecilia_latipinna ENSPLAG00000008743
poecilia_reticulata ENSPREG00000022717
kryptolebias_marmoratus ENSKMAG00000008995
oryzias_latipes ENSORLG00000007213
oryzias_latipes ENSORLG00020002370
oryzias_latipes_asm223469v1 ENSORLG00015004046
oryzias_melastigma ENSOMEG00000014546
maylandia_zebra ENSMZEG00005016196
maylandia_zebra ENSMZEG00005028137
astatotilapia_calliptera ENSACLG00000018363
haplochromis_burtoni ENSHBUG00000018529
pundamilia_nyererei ENSPNYG00000018366
neolamprologus_brichardi ENSNBRG00000006564
oreochromis_niloticus ENSONIG00000006056
amphilophus_citrinellus ENSACIG00000000761
periophthalmus_magnuspinnatus ENSPMGG00000009645
esox_lucius ENSELUG00000013324
pygocentrus_nattereri ENSPNAG00000022904
astyanax_mexicanus ENSAMXG00000042331
ictalurus_punctatus ENSIPUG00000018151
danio_rerio ENSDARG00000100383
scleropages_formosus ENSSFOG00015007802
paramormyrops_kingsleyae ENSPKIG00000025235
