apteryx_rowi ENSARWG00000011722
apteryx_haastii ENSAHAG00000005703
apteryx_owenii ENSAOWG00000013466
dromaius_novaehollandiae ENSDNVG00000011867
nothoprocta_perdicaria ENSNPEG00000005231
anser_brachyrhynchus ENSABRG00000017227
anas_platyrhynchos_platyrhynchos ENSAPLG00000006568
gallus_gallus ENSGALG00000045168
coturnix_japonica ENSCJPG00005020232
meleagris_gallopavo ENSMGAG00000013334
numida_meleagris ENSNMEG00000001244
manacus_vitellinus ENSMVIG00005016228
lepidothrix_coronata ENSLCOG00000010405
junco_hyemalis ENSJHYG00000002035
zonotrichia_albicollis ENSZALG00000015148
serinus_canaria ENSSCAG00000010055
lonchura_striata_domestica ENSLSDG00000008290
taeniopygia_guttata ENSTGUG00000011482
ficedula_albicollis ENSFALG00000009023
cyanistes_caeruleus ENSCCEG00000012023
parus_major ENSPMJG00000008959
melopsittacus_undulatus ENSMUNG00000007153
calidris_pugnax ENSCPUG00000019623
calidris_pygmaea ENSCPGG00000009601
crocodylus_porosus ENSCPRG00005017692
gopherus_agassizii ENSGAGG00000014854
chelonoidis_abingdonii ENSCABG00000019156
chrysemys_picta_bellii ENSCPBG00000001126
pelodiscus_sinensis ENSPSIG00000011024
sphenodon_punctatus ENSSPUG00000017758
notamacropus_eugenii ENSMEUG00000012928
phascolarctos_cinereus ENSPCIG00000023537
monodelphis_domestica ENSMODG00000012697
sarcophilus_harrisii ENSSHAG00000005603
ornithorhynchus_anatinus ENSOANG00000005814
pan_paniscus ENSPPAG00000023282
pan_troglodytes ENSPTRG00000004814
gorilla_gorilla ENSGGOG00000023459
homo_sapiens ENSG00000174718
pongo_abelii ENSPPYG00000004402
nomascus_leucogenys ENSNLEG00000016537
cercocebus_atys ENSCATG00000036065
mandrillus_leucophaeus ENSMLEG00000031235
macaca_fascicularis ENSMFAG00000041866
macaca_mulatta ENSMMUG00000023575
macaca_nemestrina ENSMNEG00000036151
theropithecus_gelada ENSTGEG00000028354
papio_anubis ENSPANG00000009884
chlorocebus_sabaeus ENSCSAG00000007407
colobus_angolensis_palliatus ENSCANG00000038811
piliocolobus_tephrosceles ENSPTEG00000026828
rhinopithecus_bieti ENSRBIG00000035335
rhinopithecus_roxellana ENSRROG00000041760
cebus_capucinus ENSCCAG00000031057
saimiri_boliviensis_boliviensis ENSSBOG00000017194
callithrix_jacchus ENSCJAG00000013037
aotus_nancymaae ENSANAG00000025670
carlito_syrichta ENSTSYG00000001660
propithecus_coquereli ENSPCOG00000017729
prolemur_simus ENSPSMG00000003227
microcebus_murinus ENSMICG00000038464
otolemur_garnettii ENSOGAG00000024723
cricetulus_griseus_chok1gshd ENSCGRG00001019529
cricetulus_griseus_crigri-picr ENSCGRG00015002514
cricetulus_griseus_crigri ENSCGRG00000010476
mesocricetus_auratus ENSMAUG00000014900
peromyscus_maniculatus_bairdii ENSPEMG00000022617
microtus_ochrogaster ENSMOCG00000003623
mus_musculus ENSMUSG00000032712
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030134
mus_spicilegus ENSMSIG00000023987
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029078
mus_pahari MGP_PahariEiJ_G0022839
rattus_norvegicus ENSRNOG00000036913
meriones_unguiculatus ENSMUGG00000022323
nannospalax_galili ENSNGAG00000012288
jaculus_jaculus ENSJJAG00000008183
urocitellus_parryii ENSUPAG00010000541
spermophilus_dauricus ENSSDAG00000005749
marmota_marmota_marmota ENSMMMG00000022008
ictidomys_tridecemlineatus ENSSTOG00000032422
cavia_aperea ENSCAPG00000013646
cavia_porcellus ENSCPOG00000032610
chinchilla_lanigera ENSCLAG00000003760
heterocephalus_glaber_female ENSHGLG00000011442
heterocephalus_glaber_male ENSHGLG00100009539
fukomys_damarensis ENSFDAG00000012589
tupaia_belangeri ENSTBEG00000010124
bos_taurus ENSBTAG00000004999
bos_mutus ENSBMUG00000012970
bison_bison_bison ENSBBBG00000019857
ovis_aries ENSOARG00000019391
capra_hircus ENSCHIG00000011404
tursiops_truncatus ENSTTRG00000012137
sus_scrofa ENSSSCG00000030616
vicugna_pacos ENSVPAG00000004762
equus_asinus_asinus ENSEASG00005004595
equus_caballus ENSECAG00000010736
ursus_maritimus ENSUMAG00000002624
ursus_americanus ENSUAMG00000012203
ailuropoda_melanoleuca ENSAMEG00000009023
neovison_vison ENSNVIG00000003215
mustela_putorius_furo ENSMPUG00000000215
canis_lupus_familiaris ENSCAFG00000010639
canis_lupus_dingo ENSCAFG00020019109
vulpes_vulpes ENSVVUG00000012517
panthera_pardus ENSPPRG00000004313
panthera_tigris_altaica ENSPTIG00000011406
felis_catus ENSFCAG00000026722
pteropus_vampyrus ENSPVAG00000013372
myotis_lucifugus ENSMLUG00000024450
loxodonta_africana ENSLAFG00000001210
procavia_capensis ENSPCAG00000016831
echinops_telfairi ENSETEG00000014539
choloepus_hoffmanni ENSCHOG00000009367
dasypus_novemcinctus ENSDNOG00000040096
oryctolagus_cuniculus ENSOCUG00000006589
ochotona_princeps ENSOPRG00000002395
erinaceus_europaeus ENSEEUG00000001980
ornithorhynchus_anatinus ENSOANG00000005815
anolis_carolinensis ENSACAG00000023506
pogona_vitticeps ENSPVIG00000021895
notechis_scutatus ENSNSUG00000013882
salvator_merianae ENSSMRG00000016196
ornithorhynchus_anatinus ENSOANG00000031180
