scophthalmus_maximus ENSSMAG00000007970
cynoglossus_semilaevis ENSCSEG00000004512
anabas_testudineus ENSATEG00000006425
mastacembelus_armatus ENSMAMG00000015239
monopterus_albus ENSMALG00000015262
seriola_lalandi_dorsalis ENSSLDG00000021485
seriola_dumerili ENSSDUG00000007637
periophthalmus_magnuspinnatus ENSPMGG00000008288
hippocampus_comes ENSHCOG00000003992
labrus_bergylta ENSLBEG00000005379
labrus_bergylta ENSLBEG00000001448
mola_mola ENSMMOG00000003747
maylandia_zebra ENSMZEG00005002951
haplochromis_burtoni ENSHBUG00000020509
astatotilapia_calliptera ENSACLG00000014008
oreochromis_niloticus ENSONIG00000001406
neolamprologus_brichardi ENSNBRG00000014187
amphilophus_citrinellus ENSACIG00000019197
oryzias_latipes_asm223469v1 ENSORLG00015021946
oryzias_melastigma ENSOMEG00000003325
amphiprion_percula ENSAPEG00000001030
amphiprion_ocellaris ENSAOCG00000012443
acanthochromis_polyacanthus ENSAPOG00000004111
stegastes_partitus ENSSPAG00000011340
