ciona_intestinalis ENSCING00000000706
ciona_savignyi ENSCSAVG00000001461
gopherus_agassizii ENSGAGG00000022287
chelonoidis_abingdonii ENSCABG00000021935
chrysemys_picta_bellii ENSCPBG00000011688
pelodiscus_sinensis ENSPSIG00000012461
anas_platyrhynchos_platyrhynchos ENSAPLG00000004348
anser_brachyrhynchus ENSABRG00000018012
meleagris_gallopavo ENSMGAG00000001615
coturnix_japonica ENSCJPG00005015393
gallus_gallus ENSGALG00000012136
numida_meleagris ENSNMEG00000008650
calidris_pygmaea ENSCPGG00000013512
calidris_pugnax ENSCPUG00000017123
melopsittacus_undulatus ENSMUNG00000004474
manacus_vitellinus ENSMVIG00005000907
lepidothrix_coronata ENSLCOG00000013788
parus_major ENSPMJG00000002488
cyanistes_caeruleus ENSCCEG00000015751
junco_hyemalis ENSJHYG00000003876
zonotrichia_albicollis ENSZALG00000011820
taeniopygia_guttata ENSTGUG00000004791
lonchura_striata_domestica ENSLSDG00000009517
serinus_canaria ENSSCAG00000007825
ficedula_albicollis ENSFALG00000012225
dromaius_novaehollandiae ENSDNVG00000010123
nothoprocta_perdicaria ENSNPEG00000008682
apteryx_haastii ENSAHAG00000016018
apteryx_owenii ENSAOWG00000013558
apteryx_rowi ENSARWG00000014424
anolis_carolinensis ENSACAG00000022571
pogona_vitticeps ENSPVIG00000010909
notechis_scutatus ENSNSUG00000011760
salvator_merianae ENSSMRG00000001730
sphenodon_punctatus ENSSPUG00000005183
ornithorhynchus_anatinus ENSOANG00000028269
phascolarctos_cinereus ENSPCIG00000001518
notamacropus_eugenii ENSMEUG00000009105
monodelphis_domestica ENSMODG00000009548
sarcophilus_harrisii ENSSHAG00000011008
pan_paniscus ENSPPAG00000023523
pan_troglodytes ENSPTRG00000003466
macaca_fascicularis ENSMFAG00000045441
macaca_nemestrina ENSMNEG00000033181
macaca_mulatta ENSMMUG00000017592
pongo_abelii ENSPPYG00000003395
rhinopithecus_roxellana ENSRROG00000033004
rhinopithecus_bieti ENSRBIG00000016735
piliocolobus_tephrosceles ENSPTEG00000023085
colobus_angolensis_palliatus ENSCANG00000031254
theropithecus_gelada ENSTGEG00000006606
chlorocebus_sabaeus ENSCSAG00000005239
mandrillus_leucophaeus ENSMLEG00000038736
homo_sapiens ENSG00000066382
gorilla_gorilla ENSGGOG00000010368
nomascus_leucogenys ENSNLEG00000017871
papio_anubis ENSPANG00000007977
cercocebus_atys ENSCATG00000039565
callithrix_jacchus ENSCJAG00000006095
cebus_capucinus ENSCCAG00000025105
saimiri_boliviensis_boliviensis ENSSBOG00000000302
aotus_nancymaae ENSANAG00000031909
carlito_syrichta ENSTSYG00000035969
propithecus_coquereli ENSPCOG00000021931
microcebus_murinus ENSMICG00000033674
prolemur_simus ENSPSMG00000014153
otolemur_garnettii ENSOGAG00000008769
pteropus_vampyrus ENSPVAG00000000815
erinaceus_europaeus ENSEEUG00000003625
ovis_aries ENSOARG00000015522
capra_hircus ENSCHIG00000017309
bos_mutus ENSBMUG00000009665
bos_taurus ENSBTAG00000020956
bison_bison_bison ENSBBBG00000002499
vicugna_pacos ENSVPAG00000001935
tursiops_truncatus ENSTTRG00000000647
sus_scrofa ENSSSCG00000013327
canis_lupus_familiaris ENSCAFG00000007540
canis_lupus_dingo ENSCAFG00020002024
vulpes_vulpes ENSVVUG00000016635
mustela_putorius_furo ENSMPUG00000011240
ursus_americanus ENSUAMG00000007895
ursus_maritimus ENSUMAG00000019653
ailuropoda_melanoleuca ENSAMEG00000003656
panthera_pardus ENSPPRG00000002081
panthera_tigris_altaica ENSPTIG00000021157
felis_catus ENSFCAG00000001706
myotis_lucifugus ENSMLUG00000012290
myotis_lucifugus ENSMLUG00000026803
choloepus_hoffmanni ENSCHOG00000000378
procavia_capensis ENSPCAG00000002961
loxodonta_africana ENSLAFG00000001426
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024041
mus_musculus ENSMUSG00000016386
