lepisosteus_oculatus ENSLOCG00000005022
erpetoichthys_calabaricus ENSECRG00000016500
taeniopygia_guttata ENSTGUG00000007870
lonchura_striata ENSLSDG00000015689
serinus_canaria ENSSCAG00000005416
ficedula_albicollis ENSFALG00000007478
junco_hyemalis ENSJHYG00000011922
zonotrichia_albicollis ENSZALG00000017964
parus_major ENSPMJG00000013540
parus_major ENSPMJG00000013541
cyanistes_caeruleus ENSCCEG00000014140
lepidothrix_coronata ENSLCOG00000006040
manacus_vitellinus ENSMVIG00005004918
melopsittacus_undulatus ENSMUNG00000002043
calidris_pygmaea ENSCPGG00000000800
calidris_pugnax ENSCPUG00000015566
anser_brachyrhynchus ENSABRG00000021047
anas_platyrhynchos ENSAPLG00000022104
gallus_gallus ENSGALG00000013079
gallus_gallus ENSGALG00000046875
coturnix_japonica ENSCJPG00005014900
gallus_gallus ENSGALG00000044261
numida_meleagris ENSNMEG00000007912
apteryx_rowi ENSARWG00000004290
apteryx_haastii ENSAHAG00000005529
apteryx_owenii ENSAOWG00000000101
dromaius_novaehollandiae ENSDNVG00000002570
nothoprocta_perdicaria ENSNPEG00000013086
crocodylus_porosus ENSCPRG00005014686
chrysemys_picta ENSCPBG00000016499
chelonoidis_abingdonii ENSCABG00000002167
pelodiscus_sinensis ENSPSIG00000014854
ornithorhynchus_anatinus ENSOANG00000003090
sarcophilus_harrisii ENSSHAG00000004898
sarcophilus_harrisii ENSSHAG00000008263
vombatus_ursinus ENSVURG00010014224
monodelphis_domestica ENSMODG00000009406
loxodonta_africana ENSLAFG00000027226
procavia_capensis ENSPCAG00000008079
echinops_telfairi ENSETEG00000005715
choloepus_hoffmanni ENSCHOG00000002885
mus_spretus MGP_SPRETEiJ_G0016934
mus_musculus ENSMUSG00000004668
mus_caroli MGP_CAROLIEiJ_G0016092
mus_pahari MGP_PahariEiJ_G0016799
rattus_norvegicus ENSRNOG00000025645
meriones_unguiculatus ENSMUGG00000003856
cricetulus_griseus ENSCGRG00001018005
cricetulus_griseus ENSCGRG00015028056
peromyscus_maniculatus ENSPEMG00000018766
dipodomys_ordii ENSDORG00000023424
heterocephalus_glaber ENSHGLG00100005833
heterocephalus_glaber ENSHGLG00000010427
chinchilla_lanigera ENSCLAG00000005636
cavia_porcellus ENSCPOG00000035811
octodon_degus ENSODEG00000013178
ictidomys_tridecemlineatus ENSSTOG00000032455
urocitellus_parryii ENSUPAG00010000302
spermophilus_dauricus ENSSDAG00000001430
marmota_marmota ENSMMMG00000015281
prolemur_simus ENSPSMG00000022045
microcebus_murinus ENSMICG00000043468
otolemur_garnettii ENSOGAG00000002096
pan_troglodytes ENSPTRG00000019178
pan_paniscus ENSPPAG00000003074
homo_sapiens ENSG00000179869
gorilla_gorilla ENSGGOG00000034981
pongo_abelii ENSPPYG00000017567
nomascus_leucogenys ENSNLEG00000004586
theropithecus_gelada ENSTGEG00000008941
papio_anubis ENSPANG00000016095
cercocebus_atys ENSCATG00000034377
mandrillus_leucophaeus ENSMLEG00000028548
macaca_fascicularis ENSMFAG00000002061
macaca_mulatta ENSMMUG00000016191
macaca_nemestrina ENSMNEG00000033213
chlorocebus_sabaeus ENSCSAG00000015934
colobus_angolensis ENSCANG00000040169
piliocolobus_tephrosceles ENSPTEG00000037628
rhinopithecus_roxellana ENSRROG00000042466
rhinopithecus_bieti ENSRBIG00000037031
cebus_capucinus ENSCCAG00000022200
saimiri_boliviensis ENSSBOG00000020542
callithrix_jacchus ENSCJAG00000000920
aotus_nancymaae ENSANAG00000032740
equus_caballus ENSECAG00000017039
equus_asinus ENSEASG00005018009
ailuropoda_melanoleuca ENSAMEG00000004728
ailuropoda_melanoleuca ENSAMEG00000004708
felis_catus ENSFCAG00000013084
panthera_pardus ENSPPRG00000010942
capra_hircus ENSCHIG00000020126
ovis_aries ENSOARG00000015616
bos_indicus ENSBIXG00000024968
bos_taurus ENSBTAG00000003531
bos_indicus ENSBIXG00005001167
bison_bison ENSBBBG00000009271
bos_mutus ENSBMUG00000011997
tursiops_truncatus ENSTTRG00000013475
erinaceus_europaeus ENSEEUG00000001366
sorex_araneus ENSSARG00000009213
dasypus_novemcinctus ENSDNOG00000043853
ochotona_princeps ENSOPRG00000008384
cricetulus_griseus ENSCGRG00000005748
mesocricetus_auratus ENSMAUG00000012938
microtus_ochrogaster ENSMOCG00000004401
nannospalax_galili ENSNGAG00000000364
jaculus_jaculus ENSJJAG00000021647
sarcophilus_harrisii ENSSHAG00000003206
callorhinchus_milii ENSCMIG00000018030
